"QueueRank","Candidate","Phase","PhaseLabel","Window","Model","PackageConfig","SourceConfig","ExpectedReportName","ReportDestination","ProfileSha256","StopRule"
"36","r10_a7_dfg_risk_20_35_35","phase6_dfg_spread_risk_yearly_model1","Peak R20 diagnostic fallback spread risk yearly Model1","2022_full","1","outputs\peak_r20_dfg_spread_risk_yearly_package\configs\036_r10_a7_dfg_risk_20_35_35_2022_full_m1.ini","outputs\peak_r20_dfg_spread_risk_yearly_package\configs\036_r10_a7_dfg_risk_20_35_35_2022_full_m1.ini","peak_r20_dfg_spread_risk_r10_a7_dfg_risk_20_35_35_2022_full_m1","outputs\peak_r20_dfg_spread_risk_yearly_package\reports_here\peak_r20_dfg_spread_risk_r10_a7_dfg_risk_20_35_35_2022_full_m1","1A0EC5D0554BE1A6B6475DD876010A7AFCB7119CD80BE4F5537C4DD73891B61A","Reject unless diagnostic fallback spread risk scaling improves stability without creating red yearly windows."
"37","r10_a7_dfg_risk_20_35_35","phase6_dfg_spread_risk_yearly_model1","Peak R20 diagnostic fallback spread risk yearly Model1","2023_full","1","outputs\peak_r20_dfg_spread_risk_yearly_package\configs\037_r10_a7_dfg_risk_20_35_35_2023_full_m1.ini","outputs\peak_r20_dfg_spread_risk_yearly_package\configs\037_r10_a7_dfg_risk_20_35_35_2023_full_m1.ini","peak_r20_dfg_spread_risk_r10_a7_dfg_risk_20_35_35_2023_full_m1","outputs\peak_r20_dfg_spread_risk_yearly_package\reports_here\peak_r20_dfg_spread_risk_r10_a7_dfg_risk_20_35_35_2023_full_m1","F0D21D55DE0F47E18E782DD987C585F7FFEC8878CF882097175ADC305F0767F6","Reject unless diagnostic fallback spread risk scaling improves stability without creating red yearly windows."
"38","r10_a7_dfg_risk_20_35_35","phase6_dfg_spread_risk_yearly_model1","Peak R20 diagnostic fallback spread risk yearly Model1","2024_full","1","outputs\peak_r20_dfg_spread_risk_yearly_package\configs\038_r10_a7_dfg_risk_20_35_35_2024_full_m1.ini","outputs\peak_r20_dfg_spread_risk_yearly_package\configs\038_r10_a7_dfg_risk_20_35_35_2024_full_m1.ini","peak_r20_dfg_spread_risk_r10_a7_dfg_risk_20_35_35_2024_full_m1","outputs\peak_r20_dfg_spread_risk_yearly_package\reports_here\peak_r20_dfg_spread_risk_r10_a7_dfg_risk_20_35_35_2024_full_m1","3CC7C5B487DAB53277B4C3852CCF0DE2881672463260CD81BAB4F1E4A099EE15","Reject unless diagnostic fallback spread risk scaling improves stability without creating red yearly windows."
"39","r10_a7_dfg_risk_20_35_35","phase6_dfg_spread_risk_yearly_model1","Peak R20 diagnostic fallback spread risk yearly Model1","2025_full","1","outputs\peak_r20_dfg_spread_risk_yearly_package\configs\039_r10_a7_dfg_risk_20_35_35_2025_full_m1.ini","outputs\peak_r20_dfg_spread_risk_yearly_package\configs\039_r10_a7_dfg_risk_20_35_35_2025_full_m1.ini","peak_r20_dfg_spread_risk_r10_a7_dfg_risk_20_35_35_2025_full_m1","outputs\peak_r20_dfg_spread_risk_yearly_package\reports_here\peak_r20_dfg_spread_risk_r10_a7_dfg_risk_20_35_35_2025_full_m1","73432221245B804AE3172115421DF1B15B20810877507991129D311C372A28FB","Reject unless diagnostic fallback spread risk scaling improves stability without creating red yearly windows."
"40","r10_a7_dfg_risk_20_35_35","phase6_dfg_spread_risk_yearly_model1","Peak R20 diagnostic fallback spread risk yearly Model1","2026_ytd","1","outputs\peak_r20_dfg_spread_risk_yearly_package\configs\040_r10_a7_dfg_risk_20_35_35_2026_ytd_m1.ini","outputs\peak_r20_dfg_spread_risk_yearly_package\configs\040_r10_a7_dfg_risk_20_35_35_2026_ytd_m1.ini","peak_r20_dfg_spread_risk_r10_a7_dfg_risk_20_35_35_2026_ytd_m1","outputs\peak_r20_dfg_spread_risk_yearly_package\reports_here\peak_r20_dfg_spread_risk_r10_a7_dfg_risk_20_35_35_2026_ytd_m1","95CA8BE19523383073A996EDC169AD308E3F1D2EF520F18317C2E84E56DB9792","Reject unless diagnostic fallback spread risk scaling improves stability without creating red yearly windows."
"41","r10_a7_dfg_risk_20_31_25","phase6_dfg_spread_risk_yearly_model1","Peak R20 diagnostic fallback spread risk yearly Model1","2019_full","1","outputs\peak_r20_dfg_spread_risk_yearly_package\configs\041_r10_a7_dfg_risk_20_31_25_2019_full_m1.ini","outputs\peak_r20_dfg_spread_risk_yearly_package\configs\041_r10_a7_dfg_risk_20_31_25_2019_full_m1.ini","peak_r20_dfg_spread_risk_r10_a7_dfg_risk_20_31_25_2019_full_m1","outputs\peak_r20_dfg_spread_risk_yearly_package\reports_here\peak_r20_dfg_spread_risk_r10_a7_dfg_risk_20_31_25_2019_full_m1","72A0DFB7A67CCE197D6AC6F3A499F840B9F3F09926853EE72B45A767A0E3D525","Reject unless diagnostic fallback spread risk scaling improves stability without creating red yearly windows."
"42","r10_a7_dfg_risk_20_31_25","phase6_dfg_spread_risk_yearly_model1","Peak R20 diagnostic fallback spread risk yearly Model1","2020_full","1","outputs\peak_r20_dfg_spread_risk_yearly_package\configs\042_r10_a7_dfg_risk_20_31_25_2020_full_m1.ini","outputs\peak_r20_dfg_spread_risk_yearly_package\configs\042_r10_a7_dfg_risk_20_31_25_2020_full_m1.ini","peak_r20_dfg_spread_risk_r10_a7_dfg_risk_20_31_25_2020_full_m1","outputs\peak_r20_dfg_spread_risk_yearly_package\reports_here\peak_r20_dfg_spread_risk_r10_a7_dfg_risk_20_31_25_2020_full_m1","725E04A627D920C9A194FF66F4299CB456FC2850CD33095AA695F08D004CAD1A","Reject unless diagnostic fallback spread risk scaling improves stability without creating red yearly windows."
"43","r10_a7_dfg_risk_20_31_25","phase6_dfg_spread_risk_yearly_model1","Peak R20 diagnostic fallback spread risk yearly Model1","2021_full","1","outputs\peak_r20_dfg_spread_risk_yearly_package\configs\043_r10_a7_dfg_risk_20_31_25_2021_full_m1.ini","outputs\peak_r20_dfg_spread_risk_yearly_package\configs\043_r10_a7_dfg_risk_20_31_25_2021_full_m1.ini","peak_r20_dfg_spread_risk_r10_a7_dfg_risk_20_31_25_2021_full_m1","outputs\peak_r20_dfg_spread_risk_yearly_package\reports_here\peak_r20_dfg_spread_risk_r10_a7_dfg_risk_20_31_25_2021_full_m1","71892558A6A1AAE11CA6EAE7AEEE1B7B43C27BE424AE240D3D0DEF21C1B8CD82","Reject unless diagnostic fallback spread risk scaling improves stability without creating red yearly windows."
"44","r10_a7_dfg_risk_20_31_25","phase6_dfg_spread_risk_yearly_model1","Peak R20 diagnostic fallback spread risk yearly Model1","2022_full","1","outputs\peak_r20_dfg_spread_risk_yearly_package\configs\044_r10_a7_dfg_risk_20_31_25_2022_full_m1.ini","outputs\peak_r20_dfg_spread_risk_yearly_package\configs\044_r10_a7_dfg_risk_20_31_25_2022_full_m1.ini","peak_r20_dfg_spread_risk_r10_a7_dfg_risk_20_31_25_2022_full_m1","outputs\peak_r20_dfg_spread_risk_yearly_package\reports_here\peak_r20_dfg_spread_risk_r10_a7_dfg_risk_20_31_25_2022_full_m1","A2BD8603F725FBEA0A4737B5FFCA477078AE7D6FC089FFE603F8CC19AAB36A28","Reject unless diagnostic fallback spread risk scaling improves stability without creating red yearly windows."
"45","r10_a7_dfg_risk_20_31_25","phase6_dfg_spread_risk_yearly_model1","Peak R20 diagnostic fallback spread risk yearly Model1","2023_full","1","outputs\peak_r20_dfg_spread_risk_yearly_package\configs\045_r10_a7_dfg_risk_20_31_25_2023_full_m1.ini","outputs\peak_r20_dfg_spread_risk_yearly_package\configs\045_r10_a7_dfg_risk_20_31_25_2023_full_m1.ini","peak_r20_dfg_spread_risk_r10_a7_dfg_risk_20_31_25_2023_full_m1","outputs\peak_r20_dfg_spread_risk_yearly_package\reports_here\peak_r20_dfg_spread_risk_r10_a7_dfg_risk_20_31_25_2023_full_m1","0FE723C106829E10136C4D57036AE1C72A427CF93E44D6428B47B2A82501D8CD","Reject unless diagnostic fallback spread risk scaling improves stability without creating red yearly windows."
"46","r10_a7_dfg_risk_20_31_25","phase6_dfg_spread_risk_yearly_model1","Peak R20 diagnostic fallback spread risk yearly Model1","2024_full","1","outputs\peak_r20_dfg_spread_risk_yearly_package\configs\046_r10_a7_dfg_risk_20_31_25_2024_full_m1.ini","outputs\peak_r20_dfg_spread_risk_yearly_package\configs\046_r10_a7_dfg_risk_20_31_25_2024_full_m1.ini","peak_r20_dfg_spread_risk_r10_a7_dfg_risk_20_31_25_2024_full_m1","outputs\peak_r20_dfg_spread_risk_yearly_package\reports_here\peak_r20_dfg_spread_risk_r10_a7_dfg_risk_20_31_25_2024_full_m1","2E056DE990817CDCCFF4697EA1F522E5B6DAF06C868DAFE0404A31DFCD04ABCE","Reject unless diagnostic fallback spread risk scaling improves stability without creating red yearly windows."
"47","r10_a7_dfg_risk_20_31_25","phase6_dfg_spread_risk_yearly_model1","Peak R20 diagnostic fallback spread risk yearly Model1","2025_full","1","outputs\peak_r20_dfg_spread_risk_yearly_package\configs\047_r10_a7_dfg_risk_20_31_25_2025_full_m1.ini","outputs\peak_r20_dfg_spread_risk_yearly_package\configs\047_r10_a7_dfg_risk_20_31_25_2025_full_m1.ini","peak_r20_dfg_spread_risk_r10_a7_dfg_risk_20_31_25_2025_full_m1","outputs\peak_r20_dfg_spread_risk_yearly_package\reports_here\peak_r20_dfg_spread_risk_r10_a7_dfg_risk_20_31_25_2025_full_m1","C2AE9BD3F24D03F294A288850B8A09EAF45783C68FEE16017C45177335C7869C","Reject unless diagnostic fallback spread risk scaling improves stability without creating red yearly windows."
"48","r10_a7_dfg_risk_20_31_25","phase6_dfg_spread_risk_yearly_model1","Peak R20 diagnostic fallback spread risk yearly Model1","2026_ytd","1","outputs\peak_r20_dfg_spread_risk_yearly_package\configs\048_r10_a7_dfg_risk_20_31_25_2026_ytd_m1.ini","outputs\peak_r20_dfg_spread_risk_yearly_package\configs\048_r10_a7_dfg_risk_20_31_25_2026_ytd_m1.ini","peak_r20_dfg_spread_risk_r10_a7_dfg_risk_20_31_25_2026_ytd_m1","outputs\peak_r20_dfg_spread_risk_yearly_package\reports_here\peak_r20_dfg_spread_risk_r10_a7_dfg_risk_20_31_25_2026_ytd_m1","883C630FCDEB0126B78935FD27A259D80D109DE2C8F9361DEFBD3338F2B7C4C1","Reject unless diagnostic fallback spread risk scaling improves stability without creating red yearly windows."
