"Status","ReportsParsed","CenterPass","LowerNeighborPass","UpperNeighborPass","ResearchPromotionPermitted","ForwardCandidateChanged","ControlNetProfit","CenterNetProfit","CenterProfileSha256","SourceSha256"
"MODEL4_GATE_PASSED","12","True","True","True","True","False","1615.36","1812.42","06AE8127CF2719D7D3A19FEE069ECA3D50B83B3B0329C04F7B08E5F9135AFA5A","9141137A9550F3394DE85E1725E018671B4F2A2FF0F43A3EF23F9FB1238CD302"
