"Feature","Mode","Threshold","DiscoveryQualified","DiscoveryNet","DiscoveryWorstYearNet","DiscoveryMinYearPF","DiscoveryTrades","DiscoveryLiquidityTrades","HoldoutQualified","HoldoutNet","HoldoutWorstYearNet","HoldoutMinYearPF","HoldoutTrades","HoldoutLiquidityTrades","AllYearsQualified","AllYearsNet","AllYearsWorstYearNet","AllYearsMinYearPF","AllTrades","AllLiquidityTrades","NeighborAllYearsPass","OfflineSurvivor"
"BodyPercent","ge","30","False","4695.6","-122.76","0","43","0","True","3803.68","175.2","1.64","38","0","False","8499.28","-122.76","0","81","0","False","False"
"BodyPercent","ge","40","False","4695.6","-122.76","0","43","0","True","3803.68","175.2","1.64","38","0","False","8499.28","-122.76","0","81","0","False","False"
"BodyPercent","ge","50","False","4695.6","-122.76","0","43","0","True","3803.68","175.2","1.64","38","0","False","8499.28","-122.76","0","81","0","False","False"
"BodyPercent","ge","60","False","4695.6","-122.76","0","43","0","True","3803.68","175.2","1.64","38","0","False","8499.28","-122.76","0","81","0","False","False"
"BodyPercent","le","10","False","4561.19","-655","0.16","52","9","False","3499.55","-403.38","0.63","48","10","False","8060.74","-655","0.16","100","19","False","False"
"BodyPercent","le","20","False","5033.07","-752.15","0.42","64","21","False","1712.06","-787.59","0.57","58","20","False","6745.13","-787.59","0.42","122","41","False","False"
"BodyPercent","le","30","False","5033.07","-752.15","0.42","64","21","False","1712.06","-787.59","0.57","58","20","False","6745.13","-787.59","0.42","122","41","False","False"
"BodyPercent","le","40","False","5033.07","-752.15","0.42","64","21","False","1712.06","-787.59","0.57","58","20","False","6745.13","-787.59","0.42","122","41","False","False"
"BodyPercent","le","50","False","5033.07","-752.15","0.42","64","21","False","1712.06","-787.59","0.57","58","20","False","6745.13","-787.59","0.42","122","41","False","False"
"BodyPercent","le","60","False","5033.07","-752.15","0.42","64","21","False","1712.06","-787.59","0.57","58","20","False","6745.13","-787.59","0.42","122","41","False","False"
"UpperWickPercent","ge","10","False","4534.43","-752.15","0.42","63","20","False","1839.47","-787.59","0.6","57","19","False","6373.9","-787.59","0.42","120","39","False","False"
"UpperWickPercent","ge","20","False","4446.59","-752.15","0.42","61","18","False","1933.23","-787.59","0.57","55","17","False","6379.82","-787.59","0.42","116","35","False","False"
"UpperWickPercent","ge","30","False","5102.01","-401.37","0.58","57","14","False","2841.54","-285.46","0.69","50","12","False","7943.55","-401.37","0.58","107","26","False","False"
"UpperWickPercent","ge","40","False","4405.37","-528.99","0","53","10","False","3181.54","-285.46","0.69","49","11","False","7586.91","-528.99","0","102","21","False","False"
"UpperWickPercent","ge","50","False","4678.93","-528.99","0","49","6","False","3595.66","-178.56","0.71","45","7","False","8274.59","-528.99","0","94","13","False","False"
"UpperWickPercent","le","10","False","5194.24","-119.27","0.51","44","1","False","3676.27","47.79","1.12","39","1","False","8870.51","-119.27","0.51","83","2","False","False"
"UpperWickPercent","le","20","False","5282.08","-119.27","0.51","46","3","True","3582.51","114.19","1.29","41","3","False","8864.59","-119.27","0.51","87","6","False","False"
"UpperWickPercent","le","30","False","4626.66","-470.05","0.21","50","7","False","2674.2","-174.73","0.79","46","8","False","7300.86","-470.05","0.21","96","15","False","False"
"UpperWickPercent","le","40","False","5323.3","-484.44","0.38","54","11","False","2334.2","-174.73","0.79","47","9","False","7657.5","-484.44","0.38","101","20","False","False"
"UpperWickPercent","le","50","False","5049.74","-506.45","0.52","58","15","False","1920.08","-281.63","0.75","51","13","False","6969.82","-506.45","0.52","109","28","False","False"
"LowerWickPercent","ge","10","False","5206.32","-752.15","0.42","63","20","False","1712.06","-787.59","0.57","58","20","False","6918.38","-787.59","0.42","121","40","False","False"
"LowerWickPercent","ge","20","False","4869.24","-506.45","0.52","61","18","False","2072.33","-677.48","0.64","56","18","False","6941.57","-677.48","0.52","117","36","False","False"
"LowerWickPercent","ge","30","False","5049.74","-506.45","0.52","58","15","False","2417.58","-385.23","0.68","54","16","False","7467.32","-506.45","0.52","112","31","False","False"
"LowerWickPercent","ge","40","False","5042.29","-765.45","0.28","56","13","False","3077.55","-281.63","0.75","50","12","False","8119.84","-765.45","0.28","106","25","False","False"
"LowerWickPercent","ge","50","False","5323.3","-484.44","0.38","54","11","False","2674.2","-174.73","0.79","46","8","False","7997.5","-484.44","0.38","100","19","False","False"
"LowerWickPercent","le","10","False","4522.35","-296.01","0","44","1","True","3803.68","175.2","1.64","38","0","False","8326.03","-296.01","0","82","1","False","False"
"LowerWickPercent","le","20","False","4859.43","-364.97","0","46","3","False","3443.41","-74.96","0.86","40","2","False","8302.84","-364.97","0","86","5","False","False"
"LowerWickPercent","le","30","False","4678.93","-528.99","0","49","6","False","3098.16","-74.96","0.86","42","4","False","7777.09","-528.99","0","91","10","False","False"
"LowerWickPercent","le","40","False","4686.38","-528.99","0","51","8","False","2438.19","-178.56","0.71","46","8","False","7124.57","-528.99","0","97","16","False","False"
"LowerWickPercent","le","50","False","4405.37","-528.99","0","53","10","False","2841.54","-285.46","0.69","50","12","False","7246.91","-528.99","0","103","22","False","False"
"RangeATR","ge","0.25","False","5033.07","-752.15","0.42","64","21","False","1712.06","-787.59","0.57","58","20","False","6745.13","-787.59","0.42","122","41","False","False"
"RangeATR","ge","0.5","False","4774.07","-1011.15","0.22","63","20","False","1712.06","-787.59","0.57","58","20","False","6486.13","-1011.15","0.22","121","40","False","False"
"RangeATR","ge","0.75","False","4831.4","-901.34","0.25","60","17","False","2320.79","-787.59","0.6","55","17","False","7152.19","-901.34","0.25","115","34","False","False"
"RangeATR","ge","1","False","4917.14","-901.34","0.25","57","14","False","2271.83","-538.44","0.69","49","11","False","7188.97","-901.34","0.25","106","25","False","False"
"RangeATR","ge","1.25","False","5121.48","-826.2","0.13","54","11","False","3347.19","-6.08","0.99","43","5","False","8468.67","-826.2","0.13","97","16","False","False"
"RangeATR","le","0.25","False","4695.6","-122.76","0","43","0","True","3803.68","175.2","1.64","38","0","False","8499.28","-122.76","0","81","0","False","False"
"RangeATR","le","0.5","False","4954.6","-122.76","0","44","1","True","3803.68","175.2","1.64","38","0","False","8758.28","-122.76","0","82","1","False","False"
"RangeATR","le","0.75","False","4897.27","-122.76","0","47","4","False","3194.95","-55.81","0.89","41","3","False","8092.22","-122.76","0","88","7","False","False"
"RangeATR","le","1","False","4811.53","-122.76","0","50","7","False","3243.91","-447.79","0.57","47","9","False","8055.44","-447.79","0","97","16","False","False"
"RangeATR","le","1.25","False","4607.19","-170.32","0","53","10","False","2168.55","-512.38","0.63","53","15","False","6775.74","-512.38","0","106","25","False","False"
"VolumeRatio20","ge","0.5","False","5033.07","-752.15","0.42","64","21","False","1712.06","-787.59","0.57","58","20","False","6745.13","-787.59","0.42","122","41","False","False"
"VolumeRatio20","ge","0.75","False","4660.84","-1071.9","0.1","59","16","False","2448.58","-635.39","0.57","55","17","False","7109.42","-1071.9","0.1","114","33","False","False"
"VolumeRatio20","ge","1","False","4601.67","-1071.9","0.1","57","14","False","3062.29","-428.79","0.74","50","12","False","7663.96","-1071.9","0.1","107","26","False","False"
"VolumeRatio20","ge","1.25","False","4513.83","-1071.9","0.1","55","12","False","3037.87","-26.4","0.98","44","6","False","7551.7","-1071.9","0.1","99","18","False","False"
"VolumeRatio20","ge","1.5","False","5182.28","-655","0.16","52","9","True","3311.47","175.2","1.36","42","4","False","8493.75","-655","0.16","94","13","False","False"
"VolumeRatio20","le","0.5","False","4695.6","-122.76","0","43","0","True","3803.68","175.2","1.64","38","0","False","8499.28","-122.76","0","81","0","False","False"
"VolumeRatio20","le","0.75","False","5067.83","-122.76","0","48","5","True","3067.16","175.2","1.64","41","3","False","8134.99","-122.76","0","89","8","False","False"
"VolumeRatio20","le","1","False","5127","-122.76","0","50","7","False","2453.45","-278.35","0.68","46","8","False","7580.45","-278.35","0","96","15","False","False"
"VolumeRatio20","le","1.25","False","5214.84","-12.36","0.9","52","9","False","2477.87","-701.79","0.52","52","14","False","7692.71","-701.79","0.52","104","23","False","False"
"VolumeRatio20","le","1.5","False","4546.39","-216.42","0.72","55","12","False","2204.27","-635.39","0.57","54","16","False","6750.66","-635.39","0.57","109","28","False","False"
"PriorDayPosition","ge","0","False","5162.27","-752.15","0.42","63","20","False","2114.45","-635.39","0.57","57","19","False","7276.72","-752.15","0.42","120","39","False","False"
"PriorDayPosition","ge","0.25","False","4437","-396","0.58","59","16","False","2298.77","-451.07","0.65","56","18","False","6735.77","-451.07","0.58","115","34","False","False"
"PriorDayPosition","ge","0.5","False","4880.11","-40.49","0.93","54","11","False","3832.09","-25.94","0.98","49","11","False","8712.2","-40.49","0.93","103","22","False","False"
"PriorDayPosition","ge","0.75","False","4263.83","-299.49","0","47","4","True","4653.93","175.2","1.64","39","1","False","8917.76","-299.49","0","86","5","False","False"
"PriorDayPosition","ge","1","False","4329.49","-259.41","0","45","2","True","4653.93","175.2","1.64","39","1","False","8983.42","-259.41","0","84","3","False","False"
"PriorDayPosition","le","0","False","4566.4","-137.06","0","44","1","True","3401.29","175.2","1.56","39","1","False","7967.69","-137.06","0","83","2","False","False"
"PriorDayPosition","le","0.25","False","5291.67","-475.42","0.21","48","5","False","3216.97","-9.12","0.98","40","2","False","8508.64","-475.42","0.21","88","7","False","False"
"PriorDayPosition","le","0.5","False","4848.56","-830.93","0.13","53","10","False","1683.65","-645.3","0.41","47","9","False","6532.21","-830.93","0.13","100","19","False","False"
"PriorDayPosition","le","0.75","False","5464.84","-571.93","0.4","60","17","False","861.81","-787.59","0.57","57","19","False","6326.65","-787.59","0.4","117","36","False","False"
"PriorDayPosition","le","1","False","5399.18","-637.59","0.46","62","19","False","861.81","-787.59","0.57","57","19","False","6260.99","-787.59","0.46","119","38","False","False"
