"Profile","Parsed","Expected","TotalNet","Continuous","YTD","Full2025","Full2024","WeakSum","WorstWindow","LosingWindows"
"may275_maycap16","7","7","5002.78","1277.57","887.18","214.3","1277.57","","0","0"
"may275_maycap17","7","7","5002.78","1277.57","887.18","214.3","1277.57","","0","0"
"may275_no_guard","7","7","5002.78","1277.57","887.18","214.3","1277.57","","0","0"
"may245_base","7","7","4967.32","1277.57","887.18","214.3","1277.57","","0","0"
