"Profile","Parsed","Expected","TotalNet","Continuous","YTD","Full2025","Full2024","WeakSum","WorstWindow","LosingWindows"
"micro_dedicated_jul_oct","30","30","3472.25","","","","","","0","0"
"base_mar10_may10","30","30","3358.64","","","","","","0","0"
