"QueueRank","Candidate","Phase","PhaseLabel","Window","Model","Deposit","PackageConfig","SourceConfig","ExpectedReportName","ReportDestination","ProfileSha256","StopRule"
"11","ri_m12_r30","discovery_model1","Reversion independent scheduling discovery Model1","discovery_2019_2020","1","10000","outputs\reversion_independent_discovery_model1_package\configs\011_ri_m12_r30_discovery_2019_2020_m1.ini","outputs\reversion_independent_discovery_model1_package\configs\011_ri_m12_r30_discovery_2019_2020_m1.ini","ri_m12_r30_discovery_2019_2020_m1","outputs\reversion_independent_discovery_model1_package\reports_here\ri_m12_r30_discovery_2019_2020_m1","A191B0ED22F05839EF2FC3334621753FD3D6E0B6366273129E12F9FA172259D0","Discovery only through 2020: require exact control compatibility, both broad eras positive, no red active discovery year, continuous PF at least 1.50, continuous DD at or below 3%, and neighboring DI/risk support before any retrospective 2021-2026 implementation check."
"12","ri_m12_r30","discovery_model1","Reversion independent scheduling discovery Model1","continuous_2015_2020","1","10000","outputs\reversion_independent_discovery_model1_package\configs\012_ri_m12_r30_continuous_2015_2020_m1.ini","outputs\reversion_independent_discovery_model1_package\configs\012_ri_m12_r30_continuous_2015_2020_m1.ini","ri_m12_r30_continuous_2015_2020_m1","outputs\reversion_independent_discovery_model1_package\reports_here\ri_m12_r30_continuous_2015_2020_m1","A191B0ED22F05839EF2FC3334621753FD3D6E0B6366273129E12F9FA172259D0","Discovery only through 2020: require exact control compatibility, both broad eras positive, no red active discovery year, continuous PF at least 1.50, continuous DD at or below 3%, and neighboring DI/risk support before any retrospective 2021-2026 implementation check."
"13","ri_m12_r30","discovery_model1","Reversion independent scheduling discovery Model1","year_2015","1","10000","outputs\reversion_independent_discovery_model1_package\configs\013_ri_m12_r30_year_2015_m1.ini","outputs\reversion_independent_discovery_model1_package\configs\013_ri_m12_r30_year_2015_m1.ini","ri_m12_r30_year_2015_m1","outputs\reversion_independent_discovery_model1_package\reports_here\ri_m12_r30_year_2015_m1","A191B0ED22F05839EF2FC3334621753FD3D6E0B6366273129E12F9FA172259D0","Discovery only through 2020: require exact control compatibility, both broad eras positive, no red active discovery year, continuous PF at least 1.50, continuous DD at or below 3%, and neighboring DI/risk support before any retrospective 2021-2026 implementation check."
"14","ri_m12_r30","discovery_model1","Reversion independent scheduling discovery Model1","year_2016","1","10000","outputs\reversion_independent_discovery_model1_package\configs\014_ri_m12_r30_year_2016_m1.ini","outputs\reversion_independent_discovery_model1_package\configs\014_ri_m12_r30_year_2016_m1.ini","ri_m12_r30_year_2016_m1","outputs\reversion_independent_discovery_model1_package\reports_here\ri_m12_r30_year_2016_m1","A191B0ED22F05839EF2FC3334621753FD3D6E0B6366273129E12F9FA172259D0","Discovery only through 2020: require exact control compatibility, both broad eras positive, no red active discovery year, continuous PF at least 1.50, continuous DD at or below 3%, and neighboring DI/risk support before any retrospective 2021-2026 implementation check."
"15","ri_m12_r30","discovery_model1","Reversion independent scheduling discovery Model1","year_2017","1","10000","outputs\reversion_independent_discovery_model1_package\configs\015_ri_m12_r30_year_2017_m1.ini","outputs\reversion_independent_discovery_model1_package\configs\015_ri_m12_r30_year_2017_m1.ini","ri_m12_r30_year_2017_m1","outputs\reversion_independent_discovery_model1_package\reports_here\ri_m12_r30_year_2017_m1","A191B0ED22F05839EF2FC3334621753FD3D6E0B6366273129E12F9FA172259D0","Discovery only through 2020: require exact control compatibility, both broad eras positive, no red active discovery year, continuous PF at least 1.50, continuous DD at or below 3%, and neighboring DI/risk support before any retrospective 2021-2026 implementation check."
"16","ri_m12_r30","discovery_model1","Reversion independent scheduling discovery Model1","year_2018","1","10000","outputs\reversion_independent_discovery_model1_package\configs\016_ri_m12_r30_year_2018_m1.ini","outputs\reversion_independent_discovery_model1_package\configs\016_ri_m12_r30_year_2018_m1.ini","ri_m12_r30_year_2018_m1","outputs\reversion_independent_discovery_model1_package\reports_here\ri_m12_r30_year_2018_m1","A191B0ED22F05839EF2FC3334621753FD3D6E0B6366273129E12F9FA172259D0","Discovery only through 2020: require exact control compatibility, both broad eras positive, no red active discovery year, continuous PF at least 1.50, continuous DD at or below 3%, and neighboring DI/risk support before any retrospective 2021-2026 implementation check."
"17","ri_m12_r30","discovery_model1","Reversion independent scheduling discovery Model1","year_2019","1","10000","outputs\reversion_independent_discovery_model1_package\configs\017_ri_m12_r30_year_2019_m1.ini","outputs\reversion_independent_discovery_model1_package\configs\017_ri_m12_r30_year_2019_m1.ini","ri_m12_r30_year_2019_m1","outputs\reversion_independent_discovery_model1_package\reports_here\ri_m12_r30_year_2019_m1","A191B0ED22F05839EF2FC3334621753FD3D6E0B6366273129E12F9FA172259D0","Discovery only through 2020: require exact control compatibility, both broad eras positive, no red active discovery year, continuous PF at least 1.50, continuous DD at or below 3%, and neighboring DI/risk support before any retrospective 2021-2026 implementation check."
"18","ri_m12_r30","discovery_model1","Reversion independent scheduling discovery Model1","year_2020","1","10000","outputs\reversion_independent_discovery_model1_package\configs\018_ri_m12_r30_year_2020_m1.ini","outputs\reversion_independent_discovery_model1_package\configs\018_ri_m12_r30_year_2020_m1.ini","ri_m12_r30_year_2020_m1","outputs\reversion_independent_discovery_model1_package\reports_here\ri_m12_r30_year_2020_m1","A191B0ED22F05839EF2FC3334621753FD3D6E0B6366273129E12F9FA172259D0","Discovery only through 2020: require exact control compatibility, both broad eras positive, no red active discovery year, continuous PF at least 1.50, continuous DD at or below 3%, and neighboring DI/risk support before any retrospective 2021-2026 implementation check."
"19","ri_m12_r40","discovery_model1","Reversion independent scheduling discovery Model1","older_2015_2018","1","10000","outputs\reversion_independent_discovery_model1_package\configs\019_ri_m12_r40_older_2015_2018_m1.ini","outputs\reversion_independent_discovery_model1_package\configs\019_ri_m12_r40_older_2015_2018_m1.ini","ri_m12_r40_older_2015_2018_m1","outputs\reversion_independent_discovery_model1_package\reports_here\ri_m12_r40_older_2015_2018_m1","DE76DA89DD3871F95DE973B136BEF1700BD4C5154FA3C801F5A95CC521F2EC50","Discovery only through 2020: require exact control compatibility, both broad eras positive, no red active discovery year, continuous PF at least 1.50, continuous DD at or below 3%, and neighboring DI/risk support before any retrospective 2021-2026 implementation check."
"20","ri_m12_r40","discovery_model1","Reversion independent scheduling discovery Model1","discovery_2019_2020","1","10000","outputs\reversion_independent_discovery_model1_package\configs\020_ri_m12_r40_discovery_2019_2020_m1.ini","outputs\reversion_independent_discovery_model1_package\configs\020_ri_m12_r40_discovery_2019_2020_m1.ini","ri_m12_r40_discovery_2019_2020_m1","outputs\reversion_independent_discovery_model1_package\reports_here\ri_m12_r40_discovery_2019_2020_m1","DE76DA89DD3871F95DE973B136BEF1700BD4C5154FA3C801F5A95CC521F2EC50","Discovery only through 2020: require exact control compatibility, both broad eras positive, no red active discovery year, continuous PF at least 1.50, continuous DD at or below 3%, and neighboring DI/risk support before any retrospective 2021-2026 implementation check."
"21","ri_m12_r40","discovery_model1","Reversion independent scheduling discovery Model1","continuous_2015_2020","1","10000","outputs\reversion_independent_discovery_model1_package\configs\021_ri_m12_r40_continuous_2015_2020_m1.ini","outputs\reversion_independent_discovery_model1_package\configs\021_ri_m12_r40_continuous_2015_2020_m1.ini","ri_m12_r40_continuous_2015_2020_m1","outputs\reversion_independent_discovery_model1_package\reports_here\ri_m12_r40_continuous_2015_2020_m1","DE76DA89DD3871F95DE973B136BEF1700BD4C5154FA3C801F5A95CC521F2EC50","Discovery only through 2020: require exact control compatibility, both broad eras positive, no red active discovery year, continuous PF at least 1.50, continuous DD at or below 3%, and neighboring DI/risk support before any retrospective 2021-2026 implementation check."
"22","ri_m12_r40","discovery_model1","Reversion independent scheduling discovery Model1","year_2015","1","10000","outputs\reversion_independent_discovery_model1_package\configs\022_ri_m12_r40_year_2015_m1.ini","outputs\reversion_independent_discovery_model1_package\configs\022_ri_m12_r40_year_2015_m1.ini","ri_m12_r40_year_2015_m1","outputs\reversion_independent_discovery_model1_package\reports_here\ri_m12_r40_year_2015_m1","DE76DA89DD3871F95DE973B136BEF1700BD4C5154FA3C801F5A95CC521F2EC50","Discovery only through 2020: require exact control compatibility, both broad eras positive, no red active discovery year, continuous PF at least 1.50, continuous DD at or below 3%, and neighboring DI/risk support before any retrospective 2021-2026 implementation check."
"23","ri_m12_r40","discovery_model1","Reversion independent scheduling discovery Model1","year_2016","1","10000","outputs\reversion_independent_discovery_model1_package\configs\023_ri_m12_r40_year_2016_m1.ini","outputs\reversion_independent_discovery_model1_package\configs\023_ri_m12_r40_year_2016_m1.ini","ri_m12_r40_year_2016_m1","outputs\reversion_independent_discovery_model1_package\reports_here\ri_m12_r40_year_2016_m1","DE76DA89DD3871F95DE973B136BEF1700BD4C5154FA3C801F5A95CC521F2EC50","Discovery only through 2020: require exact control compatibility, both broad eras positive, no red active discovery year, continuous PF at least 1.50, continuous DD at or below 3%, and neighboring DI/risk support before any retrospective 2021-2026 implementation check."
"24","ri_m12_r40","discovery_model1","Reversion independent scheduling discovery Model1","year_2017","1","10000","outputs\reversion_independent_discovery_model1_package\configs\024_ri_m12_r40_year_2017_m1.ini","outputs\reversion_independent_discovery_model1_package\configs\024_ri_m12_r40_year_2017_m1.ini","ri_m12_r40_year_2017_m1","outputs\reversion_independent_discovery_model1_package\reports_here\ri_m12_r40_year_2017_m1","DE76DA89DD3871F95DE973B136BEF1700BD4C5154FA3C801F5A95CC521F2EC50","Discovery only through 2020: require exact control compatibility, both broad eras positive, no red active discovery year, continuous PF at least 1.50, continuous DD at or below 3%, and neighboring DI/risk support before any retrospective 2021-2026 implementation check."
"25","ri_m12_r40","discovery_model1","Reversion independent scheduling discovery Model1","year_2018","1","10000","outputs\reversion_independent_discovery_model1_package\configs\025_ri_m12_r40_year_2018_m1.ini","outputs\reversion_independent_discovery_model1_package\configs\025_ri_m12_r40_year_2018_m1.ini","ri_m12_r40_year_2018_m1","outputs\reversion_independent_discovery_model1_package\reports_here\ri_m12_r40_year_2018_m1","DE76DA89DD3871F95DE973B136BEF1700BD4C5154FA3C801F5A95CC521F2EC50","Discovery only through 2020: require exact control compatibility, both broad eras positive, no red active discovery year, continuous PF at least 1.50, continuous DD at or below 3%, and neighboring DI/risk support before any retrospective 2021-2026 implementation check."
"26","ri_m12_r40","discovery_model1","Reversion independent scheduling discovery Model1","year_2019","1","10000","outputs\reversion_independent_discovery_model1_package\configs\026_ri_m12_r40_year_2019_m1.ini","outputs\reversion_independent_discovery_model1_package\configs\026_ri_m12_r40_year_2019_m1.ini","ri_m12_r40_year_2019_m1","outputs\reversion_independent_discovery_model1_package\reports_here\ri_m12_r40_year_2019_m1","DE76DA89DD3871F95DE973B136BEF1700BD4C5154FA3C801F5A95CC521F2EC50","Discovery only through 2020: require exact control compatibility, both broad eras positive, no red active discovery year, continuous PF at least 1.50, continuous DD at or below 3%, and neighboring DI/risk support before any retrospective 2021-2026 implementation check."
"27","ri_m12_r40","discovery_model1","Reversion independent scheduling discovery Model1","year_2020","1","10000","outputs\reversion_independent_discovery_model1_package\configs\027_ri_m12_r40_year_2020_m1.ini","outputs\reversion_independent_discovery_model1_package\configs\027_ri_m12_r40_year_2020_m1.ini","ri_m12_r40_year_2020_m1","outputs\reversion_independent_discovery_model1_package\reports_here\ri_m12_r40_year_2020_m1","DE76DA89DD3871F95DE973B136BEF1700BD4C5154FA3C801F5A95CC521F2EC50","Discovery only through 2020: require exact control compatibility, both broad eras positive, no red active discovery year, continuous PF at least 1.50, continuous DD at or below 3%, and neighboring DI/risk support before any retrospective 2021-2026 implementation check."
"28","ri_m10_r30","discovery_model1","Reversion independent scheduling discovery Model1","older_2015_2018","1","10000","outputs\reversion_independent_discovery_model1_package\configs\028_ri_m10_r30_older_2015_2018_m1.ini","outputs\reversion_independent_discovery_model1_package\configs\028_ri_m10_r30_older_2015_2018_m1.ini","ri_m10_r30_older_2015_2018_m1","outputs\reversion_independent_discovery_model1_package\reports_here\ri_m10_r30_older_2015_2018_m1","1B17E37A889DAF4E15F4100E7C5AC465A36BC5DE2184E1322AEC5C9DA1CD9F5F","Discovery only through 2020: require exact control compatibility, both broad eras positive, no red active discovery year, continuous PF at least 1.50, continuous DD at or below 3%, and neighboring DI/risk support before any retrospective 2021-2026 implementation check."
"29","ri_m10_r30","discovery_model1","Reversion independent scheduling discovery Model1","discovery_2019_2020","1","10000","outputs\reversion_independent_discovery_model1_package\configs\029_ri_m10_r30_discovery_2019_2020_m1.ini","outputs\reversion_independent_discovery_model1_package\configs\029_ri_m10_r30_discovery_2019_2020_m1.ini","ri_m10_r30_discovery_2019_2020_m1","outputs\reversion_independent_discovery_model1_package\reports_here\ri_m10_r30_discovery_2019_2020_m1","1B17E37A889DAF4E15F4100E7C5AC465A36BC5DE2184E1322AEC5C9DA1CD9F5F","Discovery only through 2020: require exact control compatibility, both broad eras positive, no red active discovery year, continuous PF at least 1.50, continuous DD at or below 3%, and neighboring DI/risk support before any retrospective 2021-2026 implementation check."
"30","ri_m10_r30","discovery_model1","Reversion independent scheduling discovery Model1","continuous_2015_2020","1","10000","outputs\reversion_independent_discovery_model1_package\configs\030_ri_m10_r30_continuous_2015_2020_m1.ini","outputs\reversion_independent_discovery_model1_package\configs\030_ri_m10_r30_continuous_2015_2020_m1.ini","ri_m10_r30_continuous_2015_2020_m1","outputs\reversion_independent_discovery_model1_package\reports_here\ri_m10_r30_continuous_2015_2020_m1","1B17E37A889DAF4E15F4100E7C5AC465A36BC5DE2184E1322AEC5C9DA1CD9F5F","Discovery only through 2020: require exact control compatibility, both broad eras positive, no red active discovery year, continuous PF at least 1.50, continuous DD at or below 3%, and neighboring DI/risk support before any retrospective 2021-2026 implementation check."
"31","ri_m10_r30","discovery_model1","Reversion independent scheduling discovery Model1","year_2015","1","10000","outputs\reversion_independent_discovery_model1_package\configs\031_ri_m10_r30_year_2015_m1.ini","outputs\reversion_independent_discovery_model1_package\configs\031_ri_m10_r30_year_2015_m1.ini","ri_m10_r30_year_2015_m1","outputs\reversion_independent_discovery_model1_package\reports_here\ri_m10_r30_year_2015_m1","1B17E37A889DAF4E15F4100E7C5AC465A36BC5DE2184E1322AEC5C9DA1CD9F5F","Discovery only through 2020: require exact control compatibility, both broad eras positive, no red active discovery year, continuous PF at least 1.50, continuous DD at or below 3%, and neighboring DI/risk support before any retrospective 2021-2026 implementation check."
"32","ri_m10_r30","discovery_model1","Reversion independent scheduling discovery Model1","year_2016","1","10000","outputs\reversion_independent_discovery_model1_package\configs\032_ri_m10_r30_year_2016_m1.ini","outputs\reversion_independent_discovery_model1_package\configs\032_ri_m10_r30_year_2016_m1.ini","ri_m10_r30_year_2016_m1","outputs\reversion_independent_discovery_model1_package\reports_here\ri_m10_r30_year_2016_m1","1B17E37A889DAF4E15F4100E7C5AC465A36BC5DE2184E1322AEC5C9DA1CD9F5F","Discovery only through 2020: require exact control compatibility, both broad eras positive, no red active discovery year, continuous PF at least 1.50, continuous DD at or below 3%, and neighboring DI/risk support before any retrospective 2021-2026 implementation check."
"33","ri_m10_r30","discovery_model1","Reversion independent scheduling discovery Model1","year_2017","1","10000","outputs\reversion_independent_discovery_model1_package\configs\033_ri_m10_r30_year_2017_m1.ini","outputs\reversion_independent_discovery_model1_package\configs\033_ri_m10_r30_year_2017_m1.ini","ri_m10_r30_year_2017_m1","outputs\reversion_independent_discovery_model1_package\reports_here\ri_m10_r30_year_2017_m1","1B17E37A889DAF4E15F4100E7C5AC465A36BC5DE2184E1322AEC5C9DA1CD9F5F","Discovery only through 2020: require exact control compatibility, both broad eras positive, no red active discovery year, continuous PF at least 1.50, continuous DD at or below 3%, and neighboring DI/risk support before any retrospective 2021-2026 implementation check."
"34","ri_m10_r30","discovery_model1","Reversion independent scheduling discovery Model1","year_2018","1","10000","outputs\reversion_independent_discovery_model1_package\configs\034_ri_m10_r30_year_2018_m1.ini","outputs\reversion_independent_discovery_model1_package\configs\034_ri_m10_r30_year_2018_m1.ini","ri_m10_r30_year_2018_m1","outputs\reversion_independent_discovery_model1_package\reports_here\ri_m10_r30_year_2018_m1","1B17E37A889DAF4E15F4100E7C5AC465A36BC5DE2184E1322AEC5C9DA1CD9F5F","Discovery only through 2020: require exact control compatibility, both broad eras positive, no red active discovery year, continuous PF at least 1.50, continuous DD at or below 3%, and neighboring DI/risk support before any retrospective 2021-2026 implementation check."
"35","ri_m10_r30","discovery_model1","Reversion independent scheduling discovery Model1","year_2019","1","10000","outputs\reversion_independent_discovery_model1_package\configs\035_ri_m10_r30_year_2019_m1.ini","outputs\reversion_independent_discovery_model1_package\configs\035_ri_m10_r30_year_2019_m1.ini","ri_m10_r30_year_2019_m1","outputs\reversion_independent_discovery_model1_package\reports_here\ri_m10_r30_year_2019_m1","1B17E37A889DAF4E15F4100E7C5AC465A36BC5DE2184E1322AEC5C9DA1CD9F5F","Discovery only through 2020: require exact control compatibility, both broad eras positive, no red active discovery year, continuous PF at least 1.50, continuous DD at or below 3%, and neighboring DI/risk support before any retrospective 2021-2026 implementation check."
"36","ri_m10_r30","discovery_model1","Reversion independent scheduling discovery Model1","year_2020","1","10000","outputs\reversion_independent_discovery_model1_package\configs\036_ri_m10_r30_year_2020_m1.ini","outputs\reversion_independent_discovery_model1_package\configs\036_ri_m10_r30_year_2020_m1.ini","ri_m10_r30_year_2020_m1","outputs\reversion_independent_discovery_model1_package\reports_here\ri_m10_r30_year_2020_m1","1B17E37A889DAF4E15F4100E7C5AC465A36BC5DE2184E1322AEC5C9DA1CD9F5F","Discovery only through 2020: require exact control compatibility, both broad eras positive, no red active discovery year, continuous PF at least 1.50, continuous DD at or below 3%, and neighboring DI/risk support before any retrospective 2021-2026 implementation check."
"37","ri_m10_r40","discovery_model1","Reversion independent scheduling discovery Model1","older_2015_2018","1","10000","outputs\reversion_independent_discovery_model1_package\configs\037_ri_m10_r40_older_2015_2018_m1.ini","outputs\reversion_independent_discovery_model1_package\configs\037_ri_m10_r40_older_2015_2018_m1.ini","ri_m10_r40_older_2015_2018_m1","outputs\reversion_independent_discovery_model1_package\reports_here\ri_m10_r40_older_2015_2018_m1","EE80F680E28C3329E2A9CE1E985D12B634EF8E184D849841FE576D2C3CA69A83","Discovery only through 2020: require exact control compatibility, both broad eras positive, no red active discovery year, continuous PF at least 1.50, continuous DD at or below 3%, and neighboring DI/risk support before any retrospective 2021-2026 implementation check."
"38","ri_m10_r40","discovery_model1","Reversion independent scheduling discovery Model1","discovery_2019_2020","1","10000","outputs\reversion_independent_discovery_model1_package\configs\038_ri_m10_r40_discovery_2019_2020_m1.ini","outputs\reversion_independent_discovery_model1_package\configs\038_ri_m10_r40_discovery_2019_2020_m1.ini","ri_m10_r40_discovery_2019_2020_m1","outputs\reversion_independent_discovery_model1_package\reports_here\ri_m10_r40_discovery_2019_2020_m1","EE80F680E28C3329E2A9CE1E985D12B634EF8E184D849841FE576D2C3CA69A83","Discovery only through 2020: require exact control compatibility, both broad eras positive, no red active discovery year, continuous PF at least 1.50, continuous DD at or below 3%, and neighboring DI/risk support before any retrospective 2021-2026 implementation check."
"39","ri_m10_r40","discovery_model1","Reversion independent scheduling discovery Model1","continuous_2015_2020","1","10000","outputs\reversion_independent_discovery_model1_package\configs\039_ri_m10_r40_continuous_2015_2020_m1.ini","outputs\reversion_independent_discovery_model1_package\configs\039_ri_m10_r40_continuous_2015_2020_m1.ini","ri_m10_r40_continuous_2015_2020_m1","outputs\reversion_independent_discovery_model1_package\reports_here\ri_m10_r40_continuous_2015_2020_m1","EE80F680E28C3329E2A9CE1E985D12B634EF8E184D849841FE576D2C3CA69A83","Discovery only through 2020: require exact control compatibility, both broad eras positive, no red active discovery year, continuous PF at least 1.50, continuous DD at or below 3%, and neighboring DI/risk support before any retrospective 2021-2026 implementation check."
"40","ri_m10_r40","discovery_model1","Reversion independent scheduling discovery Model1","year_2015","1","10000","outputs\reversion_independent_discovery_model1_package\configs\040_ri_m10_r40_year_2015_m1.ini","outputs\reversion_independent_discovery_model1_package\configs\040_ri_m10_r40_year_2015_m1.ini","ri_m10_r40_year_2015_m1","outputs\reversion_independent_discovery_model1_package\reports_here\ri_m10_r40_year_2015_m1","EE80F680E28C3329E2A9CE1E985D12B634EF8E184D849841FE576D2C3CA69A83","Discovery only through 2020: require exact control compatibility, both broad eras positive, no red active discovery year, continuous PF at least 1.50, continuous DD at or below 3%, and neighboring DI/risk support before any retrospective 2021-2026 implementation check."
"41","ri_m10_r40","discovery_model1","Reversion independent scheduling discovery Model1","year_2016","1","10000","outputs\reversion_independent_discovery_model1_package\configs\041_ri_m10_r40_year_2016_m1.ini","outputs\reversion_independent_discovery_model1_package\configs\041_ri_m10_r40_year_2016_m1.ini","ri_m10_r40_year_2016_m1","outputs\reversion_independent_discovery_model1_package\reports_here\ri_m10_r40_year_2016_m1","EE80F680E28C3329E2A9CE1E985D12B634EF8E184D849841FE576D2C3CA69A83","Discovery only through 2020: require exact control compatibility, both broad eras positive, no red active discovery year, continuous PF at least 1.50, continuous DD at or below 3%, and neighboring DI/risk support before any retrospective 2021-2026 implementation check."
