"QueueRank","Candidate","Window","Status","Attempts","IdentityRetries","SourceSha256","BinarySha256","ConfigSha256","ReportSha256","IdentitySidecarPresent","PortableExpertRecompiled","Started","Finished"
"1","ncrb_control","older_2015_2018","REPORT_FOUND","1","0","B72F61E0633F5A57C3BC4D5688C8F7F29155B772F7D2BDE3EDC72429A41E9EA8","7D5F1FF625C50609019B8DEBB48026DEF58583613DE971ADA63D5B0AF0DCF03F","8B49E63214FF4AA0E24AD88ABBD309B7FD8435C7B65CDEE96B8C366FD8DD24FF","8EB01AFDBC612212CCDB5143843F9477A2C4E170BC34216023EF5F6FBD326B3B","True","False","2026-07-19T17:27:11","2026-07-19T17:27:41"
"2","ncrb_control","middle_2019_2022","REPORT_FOUND","1","0","B72F61E0633F5A57C3BC4D5688C8F7F29155B772F7D2BDE3EDC72429A41E9EA8","7D5F1FF625C50609019B8DEBB48026DEF58583613DE971ADA63D5B0AF0DCF03F","72CA054C445CAAC22EACB9D7B33014FE62A3773C31B48F2D7D139729A33C09DE","EB048DE166756CFECBF1E17926B60F6B3EC3B809905D32B17D08DCC78349D0A2","True","False","2026-07-19T17:27:12","2026-07-19T17:27:42"
"3","ncrb_control","recent_2023_2026","REPORT_FOUND","1","0","B72F61E0633F5A57C3BC4D5688C8F7F29155B772F7D2BDE3EDC72429A41E9EA8","7D5F1FF625C50609019B8DEBB48026DEF58583613DE971ADA63D5B0AF0DCF03F","E100F89520FCB528ADCFDAAB5ADA1BC9A9E31201B6C84276FD5E122AE553EFEF","38F981771C42BA4D78ACC8BEA6F3EB7B643B6B541DA588A1E6D924E8EBCCFCF8","True","False","2026-07-19T17:27:12","2026-07-19T17:27:46"
"4","ncrb_control","continuous_2015_2026","REPORT_FOUND","1","0","B72F61E0633F5A57C3BC4D5688C8F7F29155B772F7D2BDE3EDC72429A41E9EA8","7D5F1FF625C50609019B8DEBB48026DEF58583613DE971ADA63D5B0AF0DCF03F","72A498386BA3E922F64AD05D8AE9CC18DFC6141B214D1BDEF6853301F6834F5A","D672117A4530BCEE71304E09AFAFAEAAF5DEA7CA0D85A10049A81088E5043504","True","False","2026-07-19T17:27:12","2026-07-19T17:27:57"
"5","ncrb_budget_only","older_2015_2018","REPORT_FOUND","2","1","B72F61E0633F5A57C3BC4D5688C8F7F29155B772F7D2BDE3EDC72429A41E9EA8","7D5F1FF625C50609019B8DEBB48026DEF58583613DE971ADA63D5B0AF0DCF03F","7DDB40A35D13B0A77872FC03EBCE3D5CFFA0E05E518228A6FCB7B899FF361755","A8A8BE79675DC62A2CBDE64A5C6E9CA1D9B0353EF278A871DAEB9B0B473B6445","True","False","2026-07-19T17:30:38","2026-07-19T17:30:59"
"6","ncrb_budget_only","middle_2019_2022","REPORT_FOUND","1","0","B72F61E0633F5A57C3BC4D5688C8F7F29155B772F7D2BDE3EDC72429A41E9EA8","7D5F1FF625C50609019B8DEBB48026DEF58583613DE971ADA63D5B0AF0DCF03F","EC6DA23BF647B226A53FE033F4D1038351E3F91FB2950B094FA3FFF273184BEE","4DE1DAA34D31221E28CB42E874DAD91EA89E00BB01FC3984F95DCCCF48E8CCCF","True","False","2026-07-19T17:27:42","2026-07-19T17:28:06"
"7","ncrb_budget_only","recent_2023_2026","REPORT_FOUND","1","0","B72F61E0633F5A57C3BC4D5688C8F7F29155B772F7D2BDE3EDC72429A41E9EA8","7D5F1FF625C50609019B8DEBB48026DEF58583613DE971ADA63D5B0AF0DCF03F","8A521628E4266937D062EAE38F95664A3E1C49E60DE187F5A403759BE438B2C5","C6852D009947348323D0BFEEB782FBB3F03777065A09F6BA25A2548886B5B3CB","True","False","2026-07-19T17:27:46","2026-07-19T17:28:11"
"8","ncrb_budget_only","continuous_2015_2026","REPORT_FOUND","1","0","B72F61E0633F5A57C3BC4D5688C8F7F29155B772F7D2BDE3EDC72429A41E9EA8","7D5F1FF625C50609019B8DEBB48026DEF58583613DE971ADA63D5B0AF0DCF03F","898A522F85C4A497505C899885BF5DEF0AF47E6D5C6B47ABFC10922462EE5CAA","4C585C45484CFD3C6C56A3961F93EBA9ACC5511ED73D89FEFFFCC4204068A195","True","False","2026-07-19T17:27:57","2026-07-19T17:28:31"
"9","ncrb_strong_dynamic","older_2015_2018","REPORT_FOUND","1","0","B72F61E0633F5A57C3BC4D5688C8F7F29155B772F7D2BDE3EDC72429A41E9EA8","7D5F1FF625C50609019B8DEBB48026DEF58583613DE971ADA63D5B0AF0DCF03F","90E2A52ED6302D395E5D783D162E8B66967D9E23225098965A245740DDEC254D","74509EC5C21123DEEAA2A47DC3818294D6C7A490A92FBC766796A69C18E7ED05","True","False","2026-07-19T17:28:03","2026-07-19T17:28:26"
"10","ncrb_strong_dynamic","middle_2019_2022","REPORT_FOUND","1","0","B72F61E0633F5A57C3BC4D5688C8F7F29155B772F7D2BDE3EDC72429A41E9EA8","7D5F1FF625C50609019B8DEBB48026DEF58583613DE971ADA63D5B0AF0DCF03F","AED9C8D06A506D096B0D26E903760F1E85FB6E69EDB71C3F59F91DAAAAADA141","C96AEAEDD2CA1D001A544057D3D4B708D8C4EF193BD9B8D5F62D420FC40E6E5F","True","False","2026-07-19T17:28:06","2026-07-19T17:28:29"
