"QueueRank","Candidate","Window","Model","Status","Action","Config","ConfigExists","ExpectedReportName","FirstPassInbox","MaxCpuPercent","Reports","Evidence","Started","Finished"
"1","re_may140_late15_dgf_liq_reject1_cush50","2019_full","1","REPORT_FOUND","RUN_HIDDEN","outputs\range_elite_dgf_protect_model1_package\configs\001_re_may140_late15_dgf_liq_reject1_cush50_2019_full_m1.ini","True","re_risk_re_may140_late15_dgf_liq_reject1_cush50_2019_m1","outputs\returned_mt5_reports\first_pass_inbox","80","C:\Users\Ant\Documents\Codex\2026-07-03\absolutely-here-s-a-summary-you\outputs\returned_mt5_reports\first_pass_inbox\re_risk_re_may140_late15_dgf_liq_reject1_cush50_2019_m1.htm","Copied 1 report file(s) into the first-pass inbox.","2026-07-14T19:38:15","2026-07-14T19:38:26"
"2","re_may140_late15_dgf_liq_reject1_cush50","2021_full","1","REPORT_FOUND","RUN_HIDDEN","outputs\range_elite_dgf_protect_model1_package\configs\002_re_may140_late15_dgf_liq_reject1_cush50_2021_full_m1.ini","True","re_risk_re_may140_late15_dgf_liq_reject1_cush50_2021_m1","outputs\returned_mt5_reports\first_pass_inbox","80","C:\Users\Ant\Documents\Codex\2026-07-03\absolutely-here-s-a-summary-you\outputs\returned_mt5_reports\first_pass_inbox\re_risk_re_may140_late15_dgf_liq_reject1_cush50_2021_m1.htm","Copied 1 report file(s) into the first-pass inbox.","2026-07-14T19:38:26","2026-07-14T19:38:37"
"3","re_may140_late15_dgf_liq_reject1_cush50","2023_full","1","REPORT_FOUND","RUN_HIDDEN","outputs\range_elite_dgf_protect_model1_package\configs\003_re_may140_late15_dgf_liq_reject1_cush50_2023_full_m1.ini","True","re_risk_re_may140_late15_dgf_liq_reject1_cush50_2023_m1","outputs\returned_mt5_reports\first_pass_inbox","80","C:\Users\Ant\Documents\Codex\2026-07-03\absolutely-here-s-a-summary-you\outputs\returned_mt5_reports\first_pass_inbox\re_risk_re_may140_late15_dgf_liq_reject1_cush50_2023_m1.htm","Copied 1 report file(s) into the first-pass inbox.","2026-07-14T19:38:37","2026-07-14T19:38:49"
"4","re_may140_late15_dgf_liq_reject1_cush50","2024_full","1","REPORT_FOUND","RUN_HIDDEN","outputs\range_elite_dgf_protect_model1_package\configs\004_re_may140_late15_dgf_liq_reject1_cush50_2024_full_m1.ini","True","re_risk_re_may140_late15_dgf_liq_reject1_cush50_2024_m1","outputs\returned_mt5_reports\first_pass_inbox","80","C:\Users\Ant\Documents\Codex\2026-07-03\absolutely-here-s-a-summary-you\outputs\returned_mt5_reports\first_pass_inbox\re_risk_re_may140_late15_dgf_liq_reject1_cush50_2024_m1.htm","Copied 1 report file(s) into the first-pass inbox.","2026-07-14T19:38:49","2026-07-14T19:39:00"
"5","re_may140_late15_dgf_liq_reject1_cush50","2025_full","1","REPORT_FOUND","RUN_HIDDEN","outputs\range_elite_dgf_protect_model1_package\configs\005_re_may140_late15_dgf_liq_reject1_cush50_2025_full_m1.ini","True","re_risk_re_may140_late15_dgf_liq_reject1_cush50_2025_m1","outputs\returned_mt5_reports\first_pass_inbox","80","C:\Users\Ant\Documents\Codex\2026-07-03\absolutely-here-s-a-summary-you\outputs\returned_mt5_reports\first_pass_inbox\re_risk_re_may140_late15_dgf_liq_reject1_cush50_2025_m1.htm","Copied 1 report file(s) into the first-pass inbox.","2026-07-14T19:39:00","2026-07-14T19:39:11"
"6","re_may140_late15_dgf_liq_reject1_cush50","2026_ytd","1","REPORT_FOUND","RUN_HIDDEN","outputs\range_elite_dgf_protect_model1_package\configs\006_re_may140_late15_dgf_liq_reject1_cush50_2026_ytd_m1.ini","True","re_risk_re_may140_late15_dgf_liq_reject1_cush50_2026ytd_m1","outputs\returned_mt5_reports\first_pass_inbox","80","C:\Users\Ant\Documents\Codex\2026-07-03\absolutely-here-s-a-summary-you\outputs\returned_mt5_reports\first_pass_inbox\re_risk_re_may140_late15_dgf_liq_reject1_cush50_2026ytd_m1.htm","Copied 1 report file(s) into the first-pass inbox.","2026-07-14T19:39:11","2026-07-14T19:39:22"
"7","re_may140_late15_dgf_liq_reject1_cush50_dgfperf35","2019_full","1","REPORT_FOUND","RUN_HIDDEN","outputs\range_elite_dgf_protect_model1_package\configs\007_re_may140_late15_dgf_liq_reject1_cush50_dgfperf35_2019_full_m1.ini","True","re_risk_re_may140_late15_dgf_liq_reject1_cush50_dgfperf35_2019_m1","outputs\returned_mt5_reports\first_pass_inbox","80","C:\Users\Ant\Documents\Codex\2026-07-03\absolutely-here-s-a-summary-you\outputs\returned_mt5_reports\first_pass_inbox\re_risk_re_may140_late15_dgf_liq_reject1_cush50_dgfperf35_2019_m1.htm","Copied 1 report file(s) into the first-pass inbox.","2026-07-14T19:39:22","2026-07-14T19:39:33"
"8","re_may140_late15_dgf_liq_reject1_cush50_dgfperf35","2021_full","1","REPORT_FOUND","RUN_HIDDEN","outputs\range_elite_dgf_protect_model1_package\configs\008_re_may140_late15_dgf_liq_reject1_cush50_dgfperf35_2021_full_m1.ini","True","re_risk_re_may140_late15_dgf_liq_reject1_cush50_dgfperf35_2021_m1","outputs\returned_mt5_reports\first_pass_inbox","80","C:\Users\Ant\Documents\Codex\2026-07-03\absolutely-here-s-a-summary-you\outputs\returned_mt5_reports\first_pass_inbox\re_risk_re_may140_late15_dgf_liq_reject1_cush50_dgfperf35_2021_m1.htm","Copied 1 report file(s) into the first-pass inbox.","2026-07-14T19:39:33","2026-07-14T19:39:44"
"9","re_may140_late15_dgf_liq_reject1_cush50_dgfperf35","2023_full","1","REPORT_FOUND","RUN_HIDDEN","outputs\range_elite_dgf_protect_model1_package\configs\009_re_may140_late15_dgf_liq_reject1_cush50_dgfperf35_2023_full_m1.ini","True","re_risk_re_may140_late15_dgf_liq_reject1_cush50_dgfperf35_2023_m1","outputs\returned_mt5_reports\first_pass_inbox","80","C:\Users\Ant\Documents\Codex\2026-07-03\absolutely-here-s-a-summary-you\outputs\returned_mt5_reports\first_pass_inbox\re_risk_re_may140_late15_dgf_liq_reject1_cush50_dgfperf35_2023_m1.htm","Copied 1 report file(s) into the first-pass inbox.","2026-07-14T19:39:44","2026-07-14T19:39:56"
"10","re_may140_late15_dgf_liq_reject1_cush50_dgfperf35","2024_full","1","REPORT_FOUND","RUN_HIDDEN","outputs\range_elite_dgf_protect_model1_package\configs\010_re_may140_late15_dgf_liq_reject1_cush50_dgfperf35_2024_full_m1.ini","True","re_risk_re_may140_late15_dgf_liq_reject1_cush50_dgfperf35_2024_m1","outputs\returned_mt5_reports\first_pass_inbox","80","C:\Users\Ant\Documents\Codex\2026-07-03\absolutely-here-s-a-summary-you\outputs\returned_mt5_reports\first_pass_inbox\re_risk_re_may140_late15_dgf_liq_reject1_cush50_dgfperf35_2024_m1.htm","Copied 1 report file(s) into the first-pass inbox.","2026-07-14T19:39:56","2026-07-14T19:40:07"
