"Status","ReportsParsed","IdentityValidReports","PreservedIdentityRefusals","SuccessfulExactRecoveries","LeaderControlReproduced","ActiveReferenceReproduced","EveryReportProfitable","CenterEraPass","CenterActivityPass","CenterProfitPass","CenterQualityPass","CenterGatePass","NeighborPassCount","RequiredNeighborPassCount","Model4ValidationPermitted","ResearchPromotionPermitted","ForwardCandidateChanged","RealAccountTradingAllowed","LeaderProfitFactor","CenterProfitFactor","CenterProfitFactorRetentionPercent","ReferenceNetProfit","CenterNetProfit","SourceSha256","BinarySha256","ManifestSha256"
"REJECTED_IN_DISCOVERY","27","27","2","2","True","True","True","True","True","True","False","False","5","3","False","False","False","False","1.88","1.84","97.87","1575.7","1695.16","1E05D5E8A9283EC34EC9F8116E21C363E4D100BE782065E87DDDC90CCC3E6005","405665BCE71400E067AD6DE80CFA4CAEE4C937C2F916F05A1545327DAAE2E4B1","A6BA5855A67F090B20CC9E895EC81070402DE75F3E01D6011FE32663F6FD266E"
