"QueueRank","Candidate","Phase","PhaseLabel","Window","Model","PackageConfig","SourceConfig","ExpectedReportName","ReportDestination","ProfileSha256","StopRule"
"1","r10_base","phase0_fast_model1","Peak R20 R10 drawdown sweep","continuous_2024_2026","1","outputs\peak_r20_drawdown_sweep_package\configs\001_r10_base_continuous_2024_2026_m1.ini","outputs\peak_r20_drawdown_sweep_package\configs\001_r10_base_continuous_2024_2026_m1.ini","peak_r20_dd_r10_base_continuous_2024_2026_m1","outputs\peak_r20_drawdown_sweep_package\reports_here\peak_r20_dd_r10_base_continuous_2024_2026_m1","88CBC2C42EC5C591966A77F0F4CD25D1942220D4195A771504ACCC3DDC7DDB9E","Reject if broad window is red, drawdown remains above the R10 frontier without better profit/recovery, or profit is gained by fragile hard stopping."
"2","r10_minfloor02","phase0_fast_model1","Peak R20 R10 drawdown sweep","continuous_2024_2026","1","outputs\peak_r20_drawdown_sweep_package\configs\002_r10_minfloor02_continuous_2024_2026_m1.ini","outputs\peak_r20_drawdown_sweep_package\configs\002_r10_minfloor02_continuous_2024_2026_m1.ini","peak_r20_dd_r10_minfloor02_continuous_2024_2026_m1","outputs\peak_r20_drawdown_sweep_package\reports_here\peak_r20_dd_r10_minfloor02_continuous_2024_2026_m1","060A294265A81A3CB102A15A12C0A8B89FAB3AA0A4DDE0732FE9F2C54250B008","Reject if broad window is red, drawdown remains above the R10 frontier without better profit/recovery, or profit is gained by fragile hard stopping."
"3","r10_minfloor05","phase0_fast_model1","Peak R20 R10 drawdown sweep","continuous_2024_2026","1","outputs\peak_r20_drawdown_sweep_package\configs\003_r10_minfloor05_continuous_2024_2026_m1.ini","outputs\peak_r20_drawdown_sweep_package\configs\003_r10_minfloor05_continuous_2024_2026_m1.ini","peak_r20_dd_r10_minfloor05_continuous_2024_2026_m1","outputs\peak_r20_drawdown_sweep_package\reports_here\peak_r20_dd_r10_minfloor05_continuous_2024_2026_m1","9538184507246CDADA0741DA00EABD86DADDA35796B3DE7DF4F06373261C9981","Reject if broad window is red, drawdown remains above the R10 frontier without better profit/recovery, or profit is gained by fragile hard stopping."
"4","r10_minfloor10","phase0_fast_model1","Peak R20 R10 drawdown sweep","continuous_2024_2026","1","outputs\peak_r20_drawdown_sweep_package\configs\004_r10_minfloor10_continuous_2024_2026_m1.ini","outputs\peak_r20_drawdown_sweep_package\configs\004_r10_minfloor10_continuous_2024_2026_m1.ini","peak_r20_dd_r10_minfloor10_continuous_2024_2026_m1","outputs\peak_r20_drawdown_sweep_package\reports_here\peak_r20_dd_r10_minfloor10_continuous_2024_2026_m1","0892CA8CE4C9ABDCA919E4D993733E12D811FC5C99EFAB4207B7CA48E695F32E","Reject if broad window is red, drawdown remains above the R10 frontier without better profit/recovery, or profit is gained by fragile hard stopping."
"5","r10_eqgb_q15_12_18","phase0_fast_model1","Peak R20 R10 drawdown sweep","continuous_2024_2026","1","outputs\peak_r20_drawdown_sweep_package\configs\005_r10_eqgb_q15_12_18_continuous_2024_2026_m1.ini","outputs\peak_r20_drawdown_sweep_package\configs\005_r10_eqgb_q15_12_18_continuous_2024_2026_m1.ini","peak_r20_dd_r10_eqgb_q15_12_18_continuous_2024_2026_m1","outputs\peak_r20_drawdown_sweep_package\reports_here\peak_r20_dd_r10_eqgb_q15_12_18_continuous_2024_2026_m1","41CC6D4282596FBA9EC4AFF89F77289D037E4114D02140E3E9DE0CD5FBDCBED7","Reject if broad window is red, drawdown remains above the R10 frontier without better profit/recovery, or profit is gained by fragile hard stopping."
"6","r10_eqgb_q20_12_18","phase0_fast_model1","Peak R20 R10 drawdown sweep","continuous_2024_2026","1","outputs\peak_r20_drawdown_sweep_package\configs\006_r10_eqgb_q20_12_18_continuous_2024_2026_m1.ini","outputs\peak_r20_drawdown_sweep_package\configs\006_r10_eqgb_q20_12_18_continuous_2024_2026_m1.ini","peak_r20_dd_r10_eqgb_q20_12_18_continuous_2024_2026_m1","outputs\peak_r20_drawdown_sweep_package\reports_here\peak_r20_dd_r10_eqgb_q20_12_18_continuous_2024_2026_m1","6645ED688C498C1E9E71623AE182FCE3AA3F8E81B296A79C24F934D958F1A9A7","Reject if broad window is red, drawdown remains above the R10 frontier without better profit/recovery, or profit is gained by fragile hard stopping."
"7","r10_eqgb_q10_10_16","phase0_fast_model1","Peak R20 R10 drawdown sweep","continuous_2024_2026","1","outputs\peak_r20_drawdown_sweep_package\configs\007_r10_eqgb_q10_10_16_continuous_2024_2026_m1.ini","outputs\peak_r20_drawdown_sweep_package\configs\007_r10_eqgb_q10_10_16_continuous_2024_2026_m1.ini","peak_r20_dd_r10_eqgb_q10_10_16_continuous_2024_2026_m1","outputs\peak_r20_drawdown_sweep_package\reports_here\peak_r20_dd_r10_eqgb_q10_10_16_continuous_2024_2026_m1","E2FD6644E7D131B6A0EBE38A7070B625C6052955E31AFC3E1B817CAD1C701260","Reject if broad window is red, drawdown remains above the R10 frontier without better profit/recovery, or profit is gained by fragile hard stopping."
"8","r10_realgb_q15_12_18","phase0_fast_model1","Peak R20 R10 drawdown sweep","continuous_2024_2026","1","outputs\peak_r20_drawdown_sweep_package\configs\008_r10_realgb_q15_12_18_continuous_2024_2026_m1.ini","outputs\peak_r20_drawdown_sweep_package\configs\008_r10_realgb_q15_12_18_continuous_2024_2026_m1.ini","peak_r20_dd_r10_realgb_q15_12_18_continuous_2024_2026_m1","outputs\peak_r20_drawdown_sweep_package\reports_here\peak_r20_dd_r10_realgb_q15_12_18_continuous_2024_2026_m1","0EB85E1DC598DD71769C1FCD0522120027E5040DD852AF3B71D716C5EC6E497C","Reject if broad window is red, drawdown remains above the R10 frontier without better profit/recovery, or profit is gained by fragile hard stopping."
"9","r10_realgb_q20_12_18","phase0_fast_model1","Peak R20 R10 drawdown sweep","continuous_2024_2026","1","outputs\peak_r20_drawdown_sweep_package\configs\009_r10_realgb_q20_12_18_continuous_2024_2026_m1.ini","outputs\peak_r20_drawdown_sweep_package\configs\009_r10_realgb_q20_12_18_continuous_2024_2026_m1.ini","peak_r20_dd_r10_realgb_q20_12_18_continuous_2024_2026_m1","outputs\peak_r20_drawdown_sweep_package\reports_here\peak_r20_dd_r10_realgb_q20_12_18_continuous_2024_2026_m1","0E000C3AF00EBBF69BEF2475A49BE4CA389B438DA77B6C11FB6AAF2CB14C7C94","Reject if broad window is red, drawdown remains above the R10 frontier without better profit/recovery, or profit is gained by fragile hard stopping."
"10","r10_bothgb_q15","phase0_fast_model1","Peak R20 R10 drawdown sweep","continuous_2024_2026","1","outputs\peak_r20_drawdown_sweep_package\configs\010_r10_bothgb_q15_continuous_2024_2026_m1.ini","outputs\peak_r20_drawdown_sweep_package\configs\010_r10_bothgb_q15_continuous_2024_2026_m1.ini","peak_r20_dd_r10_bothgb_q15_continuous_2024_2026_m1","outputs\peak_r20_drawdown_sweep_package\reports_here\peak_r20_dd_r10_bothgb_q15_continuous_2024_2026_m1","6CE678CED3783877723A88E8F733B9478C20D174645763C1348CCCD41436F69D","Reject if broad window is red, drawdown remains above the R10 frontier without better profit/recovery, or profit is gained by fragile hard stopping."
