"QueueRank","Candidate","Phase","PhaseLabel","Window","Model","PackageConfig","SourceConfig","ExpectedReportName","ReportDestination","ProfileSha256","StopRule"
"11","r10_loss_scale_25","phase0_fast_model1","Peak R20 R10 drawdown sweep","continuous_2024_2026","1","outputs\peak_r20_drawdown_sweep_package\configs\011_r10_loss_scale_25_continuous_2024_2026_m1.ini","outputs\peak_r20_drawdown_sweep_package\configs\011_r10_loss_scale_25_continuous_2024_2026_m1.ini","peak_r20_dd_r10_loss_scale_25_continuous_2024_2026_m1","outputs\peak_r20_drawdown_sweep_package\reports_here\peak_r20_dd_r10_loss_scale_25_continuous_2024_2026_m1","6CB44A97E90FA9E2528F7986D893A8A9D742C2BD00A072D26782CC9D677F794E","Reject if broad window is red, drawdown remains above the R10 frontier without better profit/recovery, or profit is gained by fragile hard stopping."
"12","r10_loss_scale_15","phase0_fast_model1","Peak R20 R10 drawdown sweep","continuous_2024_2026","1","outputs\peak_r20_drawdown_sweep_package\configs\012_r10_loss_scale_15_continuous_2024_2026_m1.ini","outputs\peak_r20_drawdown_sweep_package\configs\012_r10_loss_scale_15_continuous_2024_2026_m1.ini","peak_r20_dd_r10_loss_scale_15_continuous_2024_2026_m1","outputs\peak_r20_drawdown_sweep_package\reports_here\peak_r20_dd_r10_loss_scale_15_continuous_2024_2026_m1","CBACFF055A796C46779E707281728BA525C8B59AB55168025BE05DAE80AB86F5","Reject if broad window is red, drawdown remains above the R10 frontier without better profit/recovery, or profit is gained by fragile hard stopping."
"13","r10_floor10_loss25","phase0_fast_model1","Peak R20 R10 drawdown sweep","continuous_2024_2026","1","outputs\peak_r20_drawdown_sweep_package\configs\013_r10_floor10_loss25_continuous_2024_2026_m1.ini","outputs\peak_r20_drawdown_sweep_package\configs\013_r10_floor10_loss25_continuous_2024_2026_m1.ini","peak_r20_dd_r10_floor10_loss25_continuous_2024_2026_m1","outputs\peak_r20_drawdown_sweep_package\reports_here\peak_r20_dd_r10_floor10_loss25_continuous_2024_2026_m1","285C5B36E1EEC94684A24198C1B5020B48F05E5041D6E8D4060BF514F26BA4C6","Reject if broad window is red, drawdown remains above the R10 frontier without better profit/recovery, or profit is gained by fragile hard stopping."
"14","r10_floor05_loss25","phase0_fast_model1","Peak R20 R10 drawdown sweep","continuous_2024_2026","1","outputs\peak_r20_drawdown_sweep_package\configs\014_r10_floor05_loss25_continuous_2024_2026_m1.ini","outputs\peak_r20_drawdown_sweep_package\configs\014_r10_floor05_loss25_continuous_2024_2026_m1.ini","peak_r20_dd_r10_floor05_loss25_continuous_2024_2026_m1","outputs\peak_r20_drawdown_sweep_package\reports_here\peak_r20_dd_r10_floor05_loss25_continuous_2024_2026_m1","6A51197A50298361A75D32029EDF13DBFC07280B36D1A009C30A78153F4D1CDC","Reject if broad window is red, drawdown remains above the R10 frontier without better profit/recovery, or profit is gained by fragile hard stopping."
"15","r10_floor10_eqgb","phase0_fast_model1","Peak R20 R10 drawdown sweep","continuous_2024_2026","1","outputs\peak_r20_drawdown_sweep_package\configs\015_r10_floor10_eqgb_continuous_2024_2026_m1.ini","outputs\peak_r20_drawdown_sweep_package\configs\015_r10_floor10_eqgb_continuous_2024_2026_m1.ini","peak_r20_dd_r10_floor10_eqgb_continuous_2024_2026_m1","outputs\peak_r20_drawdown_sweep_package\reports_here\peak_r20_dd_r10_floor10_eqgb_continuous_2024_2026_m1","D28666D2B79E4C4866DFEFAD7279FDAFCD9757907A67510BF41074BB436D23B1","Reject if broad window is red, drawdown remains above the R10 frontier without better profit/recovery, or profit is gained by fragile hard stopping."
"16","r10_floor05_eqgb","phase0_fast_model1","Peak R20 R10 drawdown sweep","continuous_2024_2026","1","outputs\peak_r20_drawdown_sweep_package\configs\016_r10_floor05_eqgb_continuous_2024_2026_m1.ini","outputs\peak_r20_drawdown_sweep_package\configs\016_r10_floor05_eqgb_continuous_2024_2026_m1.ini","peak_r20_dd_r10_floor05_eqgb_continuous_2024_2026_m1","outputs\peak_r20_drawdown_sweep_package\reports_here\peak_r20_dd_r10_floor05_eqgb_continuous_2024_2026_m1","BF01A97CE195D386A9B41C2624CA51E8B05DE32F4876AD509BB3B138764402B5","Reject if broad window is red, drawdown remains above the R10 frontier without better profit/recovery, or profit is gained by fragile hard stopping."
"17","r10_may260_floor10","phase0_fast_model1","Peak R20 R10 drawdown sweep","continuous_2024_2026","1","outputs\peak_r20_drawdown_sweep_package\configs\017_r10_may260_floor10_continuous_2024_2026_m1.ini","outputs\peak_r20_drawdown_sweep_package\configs\017_r10_may260_floor10_continuous_2024_2026_m1.ini","peak_r20_dd_r10_may260_floor10_continuous_2024_2026_m1","outputs\peak_r20_drawdown_sweep_package\reports_here\peak_r20_dd_r10_may260_floor10_continuous_2024_2026_m1","FB4D27ED03215FC92CF7D9803950DD84A784A95CE8186871431B2D40F7D8BEA1","Reject if broad window is red, drawdown remains above the R10 frontier without better profit/recovery, or profit is gained by fragile hard stopping."
"18","r10_may240_floor10","phase0_fast_model1","Peak R20 R10 drawdown sweep","continuous_2024_2026","1","outputs\peak_r20_drawdown_sweep_package\configs\018_r10_may240_floor10_continuous_2024_2026_m1.ini","outputs\peak_r20_drawdown_sweep_package\configs\018_r10_may240_floor10_continuous_2024_2026_m1.ini","peak_r20_dd_r10_may240_floor10_continuous_2024_2026_m1","outputs\peak_r20_drawdown_sweep_package\reports_here\peak_r20_dd_r10_may240_floor10_continuous_2024_2026_m1","F972AB509A0D0AFC1E349A8E4CA2CCC65A9804B19EBC367CE518E4D07647EC9B","Reject if broad window is red, drawdown remains above the R10 frontier without better profit/recovery, or profit is gained by fragile hard stopping."
"19","r10_aug25_floor05","phase0_fast_model1","Peak R20 R10 drawdown sweep","continuous_2024_2026","1","outputs\peak_r20_drawdown_sweep_package\configs\019_r10_aug25_floor05_continuous_2024_2026_m1.ini","outputs\peak_r20_drawdown_sweep_package\configs\019_r10_aug25_floor05_continuous_2024_2026_m1.ini","peak_r20_dd_r10_aug25_floor05_continuous_2024_2026_m1","outputs\peak_r20_drawdown_sweep_package\reports_here\peak_r20_dd_r10_aug25_floor05_continuous_2024_2026_m1","3A930B02F1AB7451D32182E623CF38E6BE15BB0B40FEE4F4B62C541EC38239CC","Reject if broad window is red, drawdown remains above the R10 frontier without better profit/recovery, or profit is gained by fragile hard stopping."
"20","r10_profit_guard40","phase0_fast_model1","Peak R20 R10 drawdown sweep","continuous_2024_2026","1","outputs\peak_r20_drawdown_sweep_package\configs\020_r10_profit_guard40_continuous_2024_2026_m1.ini","outputs\peak_r20_drawdown_sweep_package\configs\020_r10_profit_guard40_continuous_2024_2026_m1.ini","peak_r20_dd_r10_profit_guard40_continuous_2024_2026_m1","outputs\peak_r20_drawdown_sweep_package\reports_here\peak_r20_dd_r10_profit_guard40_continuous_2024_2026_m1","F267E820081290D4340CA6988993F82BC36D70741173244570064BF8C1CB76EF","Reject if broad window is red, drawdown remains above the R10 frontier without better profit/recovery, or profit is gained by fragile hard stopping."
"21","r10_eqlock4_50","phase0_fast_model1","Peak R20 R10 drawdown sweep","continuous_2024_2026","1","outputs\peak_r20_drawdown_sweep_package\configs\021_r10_eqlock4_50_continuous_2024_2026_m1.ini","outputs\peak_r20_drawdown_sweep_package\configs\021_r10_eqlock4_50_continuous_2024_2026_m1.ini","peak_r20_dd_r10_eqlock4_50_continuous_2024_2026_m1","outputs\peak_r20_drawdown_sweep_package\reports_here\peak_r20_dd_r10_eqlock4_50_continuous_2024_2026_m1","B16CC42CD4D48AF8C3EB2481A14AAF07D975221B5F95DE9C60652708DE1BAE6A","Reject if broad window is red, drawdown remains above the R10 frontier without better profit/recovery, or profit is gained by fragile hard stopping."
"22","r10_dailytrail35","phase0_fast_model1","Peak R20 R10 drawdown sweep","continuous_2024_2026","1","outputs\peak_r20_drawdown_sweep_package\configs\022_r10_dailytrail35_continuous_2024_2026_m1.ini","outputs\peak_r20_drawdown_sweep_package\configs\022_r10_dailytrail35_continuous_2024_2026_m1.ini","peak_r20_dd_r10_dailytrail35_continuous_2024_2026_m1","outputs\peak_r20_drawdown_sweep_package\reports_here\peak_r20_dd_r10_dailytrail35_continuous_2024_2026_m1","31B341EE5BE9486838C7E4CDB8AD59A2F483D98040D127740CCE86042398B391","Reject if broad window is red, drawdown remains above the R10 frontier without better profit/recovery, or profit is gained by fragile hard stopping."
