"QueueRank","Candidate","CandidateRank","SourceType","Phase","Window","Model","Deposit","ExpectedReportName","ProfileSha256","SourceSha256","StopRule","SourceConfig","PhaseLabel","ReportDestination","PackageConfig"
"1","dnrb_center","1","independent_d1_nr7_h1_breakout","discovery_model1","older_2015_2018","1","10000","dnrb_center_older_2015_2018_m1","55666ABD028EA50344820DA7125377FE02F400241DF4FB1E14A0B0990371BA33","BBFC4214F63658B7D2D22109AC0C536D32A23693C471179DB0E07EA70C974880","Discovery only: both disjoint eras positive; continuous PF >= 1.25; >= 80 trades; DD <= 3%; recovery >= 1.5; center or one-factor row requires adjacent support before 2021+ may open.","outputs\independent_d1_nr7_h1_breakout_discovery_model1_package\configs\001_dnrb_center_older_2015_2018_m1.ini","Independent D1 NR7 / H1 breakout discovery Model1","outputs\independent_d1_nr7_h1_breakout_discovery_model1_package\reports_here\dnrb_center_older_2015_2018_m1","outputs\independent_d1_nr7_h1_breakout_discovery_model1_package\configs\001_dnrb_center_older_2015_2018_m1.ini"
"2","dnrb_center","1","independent_d1_nr7_h1_breakout","discovery_model1","discovery_2019_2020","1","10000","dnrb_center_discovery_2019_2020_m1","55666ABD028EA50344820DA7125377FE02F400241DF4FB1E14A0B0990371BA33","BBFC4214F63658B7D2D22109AC0C536D32A23693C471179DB0E07EA70C974880","Discovery only: both disjoint eras positive; continuous PF >= 1.25; >= 80 trades; DD <= 3%; recovery >= 1.5; center or one-factor row requires adjacent support before 2021+ may open.","outputs\independent_d1_nr7_h1_breakout_discovery_model1_package\configs\002_dnrb_center_discovery_2019_2020_m1.ini","Independent D1 NR7 / H1 breakout discovery Model1","outputs\independent_d1_nr7_h1_breakout_discovery_model1_package\reports_here\dnrb_center_discovery_2019_2020_m1","outputs\independent_d1_nr7_h1_breakout_discovery_model1_package\configs\002_dnrb_center_discovery_2019_2020_m1.ini"
"3","dnrb_center","1","independent_d1_nr7_h1_breakout","discovery_model1","continuous_2015_2020","1","10000","dnrb_center_continuous_2015_2020_m1","55666ABD028EA50344820DA7125377FE02F400241DF4FB1E14A0B0990371BA33","BBFC4214F63658B7D2D22109AC0C536D32A23693C471179DB0E07EA70C974880","Discovery only: both disjoint eras positive; continuous PF >= 1.25; >= 80 trades; DD <= 3%; recovery >= 1.5; center or one-factor row requires adjacent support before 2021+ may open.","outputs\independent_d1_nr7_h1_breakout_discovery_model1_package\configs\003_dnrb_center_continuous_2015_2020_m1.ini","Independent D1 NR7 / H1 breakout discovery Model1","outputs\independent_d1_nr7_h1_breakout_discovery_model1_package\reports_here\dnrb_center_continuous_2015_2020_m1","outputs\independent_d1_nr7_h1_breakout_discovery_model1_package\configs\003_dnrb_center_continuous_2015_2020_m1.ini"
"4","dnrb_nr5","2","independent_d1_nr7_h1_breakout","discovery_model1","older_2015_2018","1","10000","dnrb_nr5_older_2015_2018_m1","805547219C6EECCA4964DE2E795966A2250732FBAEB8DF34134F39346E4FC1CA","BBFC4214F63658B7D2D22109AC0C536D32A23693C471179DB0E07EA70C974880","Discovery only: both disjoint eras positive; continuous PF >= 1.25; >= 80 trades; DD <= 3%; recovery >= 1.5; center or one-factor row requires adjacent support before 2021+ may open.","outputs\independent_d1_nr7_h1_breakout_discovery_model1_package\configs\004_dnrb_nr5_older_2015_2018_m1.ini","Independent D1 NR7 / H1 breakout discovery Model1","outputs\independent_d1_nr7_h1_breakout_discovery_model1_package\reports_here\dnrb_nr5_older_2015_2018_m1","outputs\independent_d1_nr7_h1_breakout_discovery_model1_package\configs\004_dnrb_nr5_older_2015_2018_m1.ini"
"5","dnrb_nr5","2","independent_d1_nr7_h1_breakout","discovery_model1","discovery_2019_2020","1","10000","dnrb_nr5_discovery_2019_2020_m1","805547219C6EECCA4964DE2E795966A2250732FBAEB8DF34134F39346E4FC1CA","BBFC4214F63658B7D2D22109AC0C536D32A23693C471179DB0E07EA70C974880","Discovery only: both disjoint eras positive; continuous PF >= 1.25; >= 80 trades; DD <= 3%; recovery >= 1.5; center or one-factor row requires adjacent support before 2021+ may open.","outputs\independent_d1_nr7_h1_breakout_discovery_model1_package\configs\005_dnrb_nr5_discovery_2019_2020_m1.ini","Independent D1 NR7 / H1 breakout discovery Model1","outputs\independent_d1_nr7_h1_breakout_discovery_model1_package\reports_here\dnrb_nr5_discovery_2019_2020_m1","outputs\independent_d1_nr7_h1_breakout_discovery_model1_package\configs\005_dnrb_nr5_discovery_2019_2020_m1.ini"
"6","dnrb_nr5","2","independent_d1_nr7_h1_breakout","discovery_model1","continuous_2015_2020","1","10000","dnrb_nr5_continuous_2015_2020_m1","805547219C6EECCA4964DE2E795966A2250732FBAEB8DF34134F39346E4FC1CA","BBFC4214F63658B7D2D22109AC0C536D32A23693C471179DB0E07EA70C974880","Discovery only: both disjoint eras positive; continuous PF >= 1.25; >= 80 trades; DD <= 3%; recovery >= 1.5; center or one-factor row requires adjacent support before 2021+ may open.","outputs\independent_d1_nr7_h1_breakout_discovery_model1_package\configs\006_dnrb_nr5_continuous_2015_2020_m1.ini","Independent D1 NR7 / H1 breakout discovery Model1","outputs\independent_d1_nr7_h1_breakout_discovery_model1_package\reports_here\dnrb_nr5_continuous_2015_2020_m1","outputs\independent_d1_nr7_h1_breakout_discovery_model1_package\configs\006_dnrb_nr5_continuous_2015_2020_m1.ini"
"7","dnrb_nr10","3","independent_d1_nr7_h1_breakout","discovery_model1","older_2015_2018","1","10000","dnrb_nr10_older_2015_2018_m1","C0D187B2A48830259E6F0419CD8A48EFD38749A4EB00E95B755D39A41EBA7710","BBFC4214F63658B7D2D22109AC0C536D32A23693C471179DB0E07EA70C974880","Discovery only: both disjoint eras positive; continuous PF >= 1.25; >= 80 trades; DD <= 3%; recovery >= 1.5; center or one-factor row requires adjacent support before 2021+ may open.","outputs\independent_d1_nr7_h1_breakout_discovery_model1_package\configs\007_dnrb_nr10_older_2015_2018_m1.ini","Independent D1 NR7 / H1 breakout discovery Model1","outputs\independent_d1_nr7_h1_breakout_discovery_model1_package\reports_here\dnrb_nr10_older_2015_2018_m1","outputs\independent_d1_nr7_h1_breakout_discovery_model1_package\configs\007_dnrb_nr10_older_2015_2018_m1.ini"
"8","dnrb_nr10","3","independent_d1_nr7_h1_breakout","discovery_model1","discovery_2019_2020","1","10000","dnrb_nr10_discovery_2019_2020_m1","C0D187B2A48830259E6F0419CD8A48EFD38749A4EB00E95B755D39A41EBA7710","BBFC4214F63658B7D2D22109AC0C536D32A23693C471179DB0E07EA70C974880","Discovery only: both disjoint eras positive; continuous PF >= 1.25; >= 80 trades; DD <= 3%; recovery >= 1.5; center or one-factor row requires adjacent support before 2021+ may open.","outputs\independent_d1_nr7_h1_breakout_discovery_model1_package\configs\008_dnrb_nr10_discovery_2019_2020_m1.ini","Independent D1 NR7 / H1 breakout discovery Model1","outputs\independent_d1_nr7_h1_breakout_discovery_model1_package\reports_here\dnrb_nr10_discovery_2019_2020_m1","outputs\independent_d1_nr7_h1_breakout_discovery_model1_package\configs\008_dnrb_nr10_discovery_2019_2020_m1.ini"
"9","dnrb_nr10","3","independent_d1_nr7_h1_breakout","discovery_model1","continuous_2015_2020","1","10000","dnrb_nr10_continuous_2015_2020_m1","C0D187B2A48830259E6F0419CD8A48EFD38749A4EB00E95B755D39A41EBA7710","BBFC4214F63658B7D2D22109AC0C536D32A23693C471179DB0E07EA70C974880","Discovery only: both disjoint eras positive; continuous PF >= 1.25; >= 80 trades; DD <= 3%; recovery >= 1.5; center or one-factor row requires adjacent support before 2021+ may open.","outputs\independent_d1_nr7_h1_breakout_discovery_model1_package\configs\009_dnrb_nr10_continuous_2015_2020_m1.ini","Independent D1 NR7 / H1 breakout discovery Model1","outputs\independent_d1_nr7_h1_breakout_discovery_model1_package\reports_here\dnrb_nr10_continuous_2015_2020_m1","outputs\independent_d1_nr7_h1_breakout_discovery_model1_package\configs\009_dnrb_nr10_continuous_2015_2020_m1.ini"
"10","dnrb_maxatr070","4","independent_d1_nr7_h1_breakout","discovery_model1","older_2015_2018","1","10000","dnrb_maxatr070_older_2015_2018_m1","F8E4BF7F48002BF1381D9DC4456874368254D6365EC8FA523E129CFA9A84CBBE","BBFC4214F63658B7D2D22109AC0C536D32A23693C471179DB0E07EA70C974880","Discovery only: both disjoint eras positive; continuous PF >= 1.25; >= 80 trades; DD <= 3%; recovery >= 1.5; center or one-factor row requires adjacent support before 2021+ may open.","outputs\independent_d1_nr7_h1_breakout_discovery_model1_package\configs\010_dnrb_maxatr070_older_2015_2018_m1.ini","Independent D1 NR7 / H1 breakout discovery Model1","outputs\independent_d1_nr7_h1_breakout_discovery_model1_package\reports_here\dnrb_maxatr070_older_2015_2018_m1","outputs\independent_d1_nr7_h1_breakout_discovery_model1_package\configs\010_dnrb_maxatr070_older_2015_2018_m1.ini"
