"Status","ReportsParsed","IdentityValidReports","PreservedIdentityRefusals","EveryRowProfitable","CenterGatePass","LowNeighborGatePass","HighNeighborGatePass","BothNeighborsPass","Model4ValidationPermitted","ResearchPromotionPermitted","ForwardCandidateChanged","RealAccountTradingAllowed","ControlNetProfit","ControlCagrPercent","ControlMaxDrawdownPercent","CenterNetProfit","CenterCagrPercent","CenterMaxDrawdownPercent","BestHeadlineCandidate","BestHeadlineNetProfit","SourceSha256","BinarySha256","ManifestSha256"
"REJECTED_IN_DISCOVERY","20","20","1","True","False","False","False","False","False","False","False","False","2660.57","2.07","1.15","3145.43","2.4","2.26","cerl_high175","3347.9","B6810B305549968E2273DAAF736A63759FE5C16F3B416F5C69E39840FBE5173E","D0619DFEF164F5A70F5AC48D124F553C554F30CE613C9A2A208B150B2E71C7FC","36BADB8D3656E921BD544F35FA4DA6B2B95438DF200EC0866723B4E75566584E"
