"QueueRank","Candidate","CandidateRank","SourceType","SourceRank","Phase","Set","Window","From","To","Model","Config","ExpectedReportName","ProfileSnapshot","ProfileSha256","StopRule","Status","ReportPath","InitialDeposit","CalendarDays","Years","NetProfit","Balance","TotalReturnPercent","AnnualizedReturnPercent","CagrPercent","ProfitFactor","ExpectedPayoff","SharpeRatio","WinRatePercent","TotalTrades","MaxConsecutiveLosses","MaxDrawdownMoney","MaxDrawdownPercent","BalanceDrawdownMaximal","EquityDrawdownMaximal","RecoveryFactor","RunnerStatus","RunnerEvidence","LogTimestamp","TesterStatsTimestamp"
"1","r10_pg40_atr085_control","1","peak_r20_regime_combo_sweep","1","phase4_regime_combo_sweep_model1","r10_pg40_atr085_control_2019_full.set","2019_full","2019.01.01","2019.12.31","1","configs\001_r10_pg40_atr085_control_2019_full_m1.ini","peak_r20_regime_combo_r10_pg40_atr085_control_2019_full_m1","profiles\r10_pg40_atr085_control_2019_full.set","D981466582C99A8812B4E8FDE64050783C880E331537E152DDDD5ACA368159EE","Reject unless combo improves older-year stability without creating a new recent-year failure.","PARSED_FROM_LOG","C:\Users\Ant\AppData\Roaming\MetaQuotes\Terminal\D0E8209F77C8CF37AD8BF550E51FF075\Tester\logs\20260714.log","1000","364","0.9966","-24.87","975.13","-2.49","-2.5","-2.5","0.4667","-6.2175","-0.8024","25","4","3","74.64","7.46","74.64","74.64","-0.3261","NO_REPORT","Terminal exited but no report file was found.","2026-07-14T12:58:42","2026-07-14T12:58:42"
"2","r10_pg40_atr085_control","2","peak_r20_regime_combo_sweep","2","phase4_regime_combo_sweep_model1","r10_pg40_atr085_control_2021_full.set","2021_full","2021.01.01","2021.12.31","1","configs\002_r10_pg40_atr085_control_2021_full_m1.ini","peak_r20_regime_combo_r10_pg40_atr085_control_2021_full_m1","profiles\r10_pg40_atr085_control_2021_full.set","01664265D56ED74C973C4F3628E8FAD7FF18B56745F75F6C43F7B9CDA5FC347B","Reject unless combo improves older-year stability without creating a new recent-year failure.","PARSED_FROM_LOG","C:\Users\Ant\AppData\Roaming\MetaQuotes\Terminal\D0E8209F77C8CF37AD8BF550E51FF075\Tester\logs\20260714.log","1000","364","0.9966","-10.57","989.43","-1.06","-1.06","-1.06","0.9258","-0.8808","-0.8909","41.67","12","2","77.01","7.7","77.01","77.01","-0.1298","NO_REPORT","Terminal exited but no report file was found.","2026-07-14T12:58:56","2026-07-14T12:58:56"
"3","r10_pg40_atr085_control","3","peak_r20_regime_combo_sweep","3","phase4_regime_combo_sweep_model1","r10_pg40_atr085_control_2022_full.set","2022_full","2022.01.01","2022.12.31","1","configs\003_r10_pg40_atr085_control_2022_full_m1.ini","peak_r20_regime_combo_r10_pg40_atr085_control_2022_full_m1","profiles\r10_pg40_atr085_control_2022_full.set","2C1CBDB896211CBF5C6BDCFCF2E97DB0940882A9FE1037DF986DA0115287BE86","Reject unless combo improves older-year stability without creating a new recent-year failure.","PARSED_FROM_LOG","C:\Users\Ant\AppData\Roaming\MetaQuotes\Terminal\D0E8209F77C8CF37AD8BF550E51FF075\Tester\logs\20260714.log","1000","364","0.9966","3.73","1003.73","0.37","0.37","0.37","1.024","0.2664","0.2589","38.46","14","5","119.58","11.91","119.58","119.58","0.0293","NO_REPORT","Terminal exited but no report file was found.","2026-07-14T12:59:09","2026-07-14T12:59:09"
"4","r10_pg40_atr085_control","4","peak_r20_regime_combo_sweep","4","phase4_regime_combo_sweep_model1","r10_pg40_atr085_control_2023_full.set","2023_full","2023.01.01","2023.12.31","1","configs\004_r10_pg40_atr085_control_2023_full_m1.ini","peak_r20_regime_combo_r10_pg40_atr085_control_2023_full_m1","profiles\r10_pg40_atr085_control_2023_full.set","B915542D8D699E8CE7CDB7A28B64497EBE1D4C5F38E3172839B0935E7F3CBFE6","Reject unless combo improves older-year stability without creating a new recent-year failure.","PARSED_FROM_LOG","C:\Users\Ant\AppData\Roaming\MetaQuotes\Terminal\D0E8209F77C8CF37AD8BF550E51FF075\Tester\logs\20260714.log","1000","364","0.9966","32.69","1032.69","3.27","3.28","3.28","1.1814","2.1793","2.2718","37.93","15","5","86.6","8.39","86.6","86.6","0.3679","NO_REPORT","Terminal exited but no report file was found.","2026-07-14T12:59:21","2026-07-14T12:59:21"
"5","r10_pg40_atr085_control","5","peak_r20_regime_combo_sweep","5","phase4_regime_combo_sweep_model1","r10_pg40_atr085_control_2024_full.set","2024_full","2024.01.01","2024.12.31","1","configs\005_r10_pg40_atr085_control_2024_full_m1.ini","peak_r20_regime_combo_r10_pg40_atr085_control_2024_full_m1","profiles\r10_pg40_atr085_control_2024_full.set","F3936001FD0C7E1CAA945FD2DD46888148475C3AAE393D50DC8AFECA2BBAFB0E","Reject unless combo improves older-year stability without creating a new recent-year failure.","PARSED_FROM_LOG","C:\Users\Ant\AppData\Roaming\MetaQuotes\Terminal\D0E8209F77C8CF37AD8BF550E51FF075\Tester\logs\20260714.log","1000","365","0.9993","153.32","1153.32","15.33","15.34","15.34","2.4607","12.7767","7.9903","50","12","2","82.51","7.15","82.51","82.51","1.7784","NO_REPORT","Terminal exited but no report file was found.","2026-07-14T12:59:35","2026-07-14T12:59:35"
"6","r10_pg40_atr085_adapt6","6","peak_r20_regime_combo_sweep","6","phase4_regime_combo_sweep_model1","r10_pg40_atr085_adapt6_2019_full.set","2019_full","2019.01.01","2019.12.31","1","configs\006_r10_pg40_atr085_adapt6_2019_full_m1.ini","peak_r20_regime_combo_r10_pg40_atr085_adapt6_2019_full_m1","profiles\r10_pg40_atr085_adapt6_2019_full.set","AD0B406F814258E98429FBADBFD6D8EEFAEE45098C1A66B14D4D6F30BCA139EA","Reject unless combo improves older-year stability without creating a new recent-year failure.","PARSED_FROM_LOG","C:\Users\Ant\AppData\Roaming\MetaQuotes\Terminal\D0E8209F77C8CF37AD8BF550E51FF075\Tester\logs\20260714.log","1000","364","0.9966","15.12","1015.12","1.51","1.52","1.52","1.5199","5.04","0.2244","46.67","3","3","40.33","3.97","40.33","40.33","0.3724","NO_REPORT","Terminal exited but no report file was found.","2026-07-14T12:59:47","2026-07-14T12:59:47"
"7","r10_pg40_atr085_adapt6","7","peak_r20_regime_combo_sweep","7","phase4_regime_combo_sweep_model1","r10_pg40_atr085_adapt6_2021_full.set","2021_full","2021.01.01","2021.12.31","1","configs\007_r10_pg40_atr085_adapt6_2021_full_m1.ini","peak_r20_regime_combo_r10_pg40_atr085_adapt6_2021_full_m1","profiles\r10_pg40_atr085_adapt6_2021_full.set","899BC4756D5214E9645C9CBDEBAB4C7A3BEA208FEF38F99B6E1D03B6C868BFD5","Reject unless combo improves older-year stability without creating a new recent-year failure.","PARSED_FROM_LOG","C:\Users\Ant\AppData\Roaming\MetaQuotes\Terminal\D0E8209F77C8CF37AD8BF550E51FF075\Tester\logs\20260714.log","1000","364","0.9966","-55.32","944.68","-5.53","-5.55","-5.55","0.558","-6.915","-2.1805","25","8","4","89.9","8.99","89.9","89.9","-0.6147","NO_REPORT","Terminal exited but no report file was found.","2026-07-14T13:00:00","2026-07-14T13:00:00"
"8","r10_pg40_atr085_adapt6","8","peak_r20_regime_combo_sweep","8","phase4_regime_combo_sweep_model1","r10_pg40_atr085_adapt6_2022_full.set","2022_full","2022.01.01","2022.12.31","1","configs\008_r10_pg40_atr085_adapt6_2022_full_m1.ini","peak_r20_regime_combo_r10_pg40_atr085_adapt6_2022_full_m1","profiles\r10_pg40_atr085_adapt6_2022_full.set","DBB7BD258700DB95693ED1A5CFD76AAFA8AE7A6BAC5D4F34F252F4DF49C7C1EA","Reject unless combo improves older-year stability without creating a new recent-year failure.","PARSED_FROM_LOG","C:\Users\Ant\AppData\Roaming\MetaQuotes\Terminal\D0E8209F77C8CF37AD8BF550E51FF075\Tester\logs\20260714.log","1000","364","0.9966","-30.94","969.06","-3.09","-3.1","-3.1","0.6325","-5.1567","-0.9852","16.67","6","4","75.68","7.57","75.68","75.68","-0.4029","NO_REPORT","Terminal exited but no report file was found.","2026-07-14T13:00:13","2026-07-14T13:00:13"
"9","r10_pg40_atr085_adapt6","9","peak_r20_regime_combo_sweep","9","phase4_regime_combo_sweep_model1","r10_pg40_atr085_adapt6_2023_full.set","2023_full","2023.01.01","2023.12.31","1","configs\009_r10_pg40_atr085_adapt6_2023_full_m1.ini","peak_r20_regime_combo_r10_pg40_atr085_adapt6_2023_full_m1","profiles\r10_pg40_atr085_adapt6_2023_full.set","3B1CA1C64DFC22B3B3C101E536AC04CB283130160B1CE7183DE6FE05DAE1A875","Reject unless combo improves older-year stability without creating a new recent-year failure.","PARSED_FROM_LOG","C:\Users\Ant\AppData\Roaming\MetaQuotes\Terminal\D0E8209F77C8CF37AD8BF550E51FF075\Tester\logs\20260714.log","1000","364","0.9966","1.17","1001.17","0.12","0.12","0.12","1.0112","0.117","0.0406","33.33","10","3","89.35","8.92","89.35","89.35","0.0124","NO_REPORT","Terminal exited but no report file was found.","2026-07-14T13:00:26","2026-07-14T13:00:26"
"10","r10_pg40_atr085_adapt6","10","peak_r20_regime_combo_sweep","10","phase4_regime_combo_sweep_model1","r10_pg40_atr085_adapt6_2024_full.set","2024_full","2024.01.01","2024.12.31","1","configs\010_r10_pg40_atr085_adapt6_2024_full_m1.ini","peak_r20_regime_combo_r10_pg40_atr085_adapt6_2024_full_m1","profiles\r10_pg40_atr085_adapt6_2024_full.set","987D9CEFC90453BCB67FCDECD9205CA19CBCD962A85706737E099F029E8819BB","Reject unless combo improves older-year stability without creating a new recent-year failure.","PARSED_FROM_LOG","C:\Users\Ant\AppData\Roaming\MetaQuotes\Terminal\D0E8209F77C8CF37AD8BF550E51FF075\Tester\logs\20260714.log","1000","365","0.9993","92.09","1092.09","9.21","9.22","9.22","1.8836","10.2322","2.9016","44.44","9","2","77.06","7.06","77.06","77.06","1.1553","NO_REPORT","Terminal exited but no report file was found.","2026-07-14T13:00:39","2026-07-14T13:00:39"
