"Status","ReportsParsed","IdentityValidReports","PreservedIdentityRefusals","SuccessfulExactRecoveries","ControlReproduced","EveryReportProfitable","CenterActivityConfirmed","CenterGatePass","NeighborPassCount","RequiredNeighborPassCount","Model4ValidationPermitted","ResearchPromotionPermitted","ForwardCandidateChanged","RealAccountTradingAllowed","ControlNetProfit","CenterNetProfit","SourceSha256","BinarySha256","ManifestSha256"
"REJECTED_IN_DISCOVERY","24","24","2","2","True","True","True","False","2","4","False","False","False","False","1379.93","1373.21","1092D9AD0036C6C4E7A0F61CB7318B31CDCE75F9311762388CF256AFFB6BFEA9","8B72A5B1457BCBF79118381AA5F2F8B1D709DA703611BE60778C4DB518DCD130","81D2138F43F8B4B7B24BDD75036CA4B87AD27A9ADF2495E9AEDBA014D121505A"
