"Status","ControlNetProfit","ControlTotalTrades","ControlProfitFactor","ControlMaxDrawdownPercent","MomentumTrades","FirstEntry","LastExit","EventsSha256","ResultSha256","LedgerSha256","SourceSha256","BinarySha256","ReportSha256","ForwardCandidateChanged","RealAccountTradingAllowed"
"EXACT_CONTROL_REPRODUCTION_AND_LEDGER_PASS","2492.25","400","1.93","1.18","310","2015-01-08T06:00:00.0000000","2025-01-30T14:52:39.0000000","049630A8B11F6B0B0C704756F8C4B7585DAE6AF3D24B7A9F3BD9A9A788C48E58","6EF6298474E81E849FD94122DE2CC54551C18B01954F39D3996F99EC14F1149C","A9BD88891D0225933B56EE84B2F96C5F503EDC0DDCBB529B9440336CAD524046","14F40409A6865F081774AEE18FEEC3E0F22ED1833F8ECAB54DD4BD852A3AD14B","2167D676ED538E8D97CE1C3AB68F3A4264FABB9D6B3622D97E6CFF847980F544","295A16EFD6B60BF167E9F188D3EDC9C47A4F1A94782DC7DF95EB3FF13E247D82","False","False"
