"Profile","Phase","Set","ReportsExpected","ReportsParsed","MissingReports","UnparsedReports","TotalNetProfit","WorstWindowNetProfit","BestWindowNetProfit","AverageAnnualizedReturnPercent","WorstAnnualizedReturnPercent","AverageCagrPercent","WorstCagrPercent","LosingWindows","ProfitableWindows","FlatWindows","WorstDrawdownMoney","AverageProfitFactor","AverageSharpeRatio","AverageWinRatePercent","WorstConsecutiveLosses","EvidenceComplete"
"rvsg_center3","reversion_stop_geometry_discovery_model1","center","3","3","0","0","2786.92","370.6","1380.03","2.25","1.85","2.17","1.84","0","3","0","118.17","1.9267","5.4133","46.31","6","True"
"rvsg_control5","reversion_stop_geometry_discovery_model1","control","3","3","0","0","2786.72","370.6","1379.93","2.25","1.85","2.17","1.84","0","3","0","118.17","1.9267","5.4133","46.31","6","True"
"rvsg_stop2","reversion_stop_geometry_discovery_model1","lower_boundary","3","3","0","0","2774.46","327.51","1370.72","2.21","1.64","2.13","1.63","0","3","0","118.17","1.8667","5.17","46.21","6","True"
"rvsg_stop4","reversion_stop_geometry_discovery_model1","upper_neighbor","3","3","0","0","2786.72","370.6","1379.93","2.25","1.85","2.17","1.84","0","3","0","118.17","1.9267","5.4133","46.31","6","True"
"rvsg_stop6","reversion_stop_geometry_discovery_model1","wide_boundary","3","3","0","0","2786.72","370.6","1379.93","2.25","1.85","2.17","1.84","0","3","0","118.17","1.9267","5.4133","46.31","6","True"
