"Status","ReportsParsed","IdentityValidReports","TotalAttempts","IdentityRetries","AllWindowsPositive","CandidateNetAtLeastControlEveryWindow","LowerNeighborNetAtLeastControlEveryWindow","UpperNeighborNetAtLeastControlEveryWindow","ContinuousNetAtLeastControlPlusFivePercent","CagrAtLeastControlPlusPointTen","ProfitFactorAtLeastControl","DrawdownWithinFrozenLimits","RecoveryAtLeastControl","ReturnDrawdownAtLeastControl","ContinuousTradesAtLeast400","LowerNeighborGate","UpperNeighborGate","Model4ValidationPermitted","ResearchPromotionPermitted","ForwardCandidateChanged","RealAccountTradingAllowed","ControlNetProfit","CandidateNetProfit","LowerNeighborNetProfit","UpperNeighborNetProfit","ControlRecoveryFactor","CandidateRecoveryFactor","LowerNeighborRecoveryFactor","UpperNeighborRecoveryFactor","SourceSha256","BinarySha256","CandidateProfileSha256"
"REJECTED_IN_MODEL1","16","16","16","0","True","False","False","True","True","True","True","True","True","True","True","False","True","False","False","False","False","2195.53","2367.32","2290.38","2445.32","15.8168","16.3919","15.3531","16.711","096B49D31562D8A40FF6A3A4E80E40ACA7C3880285D2BB08EEE6CE2F77EA4248","C8F436B0474D166020B210731EF553E64F9BC49700C99FB25F2AA69972ECFBC2","CFB5B5ADDDC921554C9E462D0F2C1387D8F4AAA6191A98500604745DC3FAEBFD"
