Version,Phase,ReportsExpected,ReportsFound,Errors,Workers,SourceSha256,PortableBinarySha256,Status
v1,calibration_model1,24,24,0,1,6FCAF941E0BA5BFD30C7286CFD9037D31912232D3BF40E020F672A67433ED53E,F943AF92289FE250632D3CE718EB29A51D284A63EA7773522B5A72C744596F0F,PASS
v1,neighborhood_model1,18,18,0,1,6FCAF941E0BA5BFD30C7286CFD9037D31912232D3BF40E020F672A67433ED53E,F943AF92289FE250632D3CE718EB29A51D284A63EA7773522B5A72C744596F0F,PASS
v1,later_period_model1,6,6,0,1,6FCAF941E0BA5BFD30C7286CFD9037D31912232D3BF40E020F672A67433ED53E,F943AF92289FE250632D3CE718EB29A51D284A63EA7773522B5A72C744596F0F,PASS
v1,broad_model4,8,8,0,1,6FCAF941E0BA5BFD30C7286CFD9037D31912232D3BF40E020F672A67433ED53E,F943AF92289FE250632D3CE718EB29A51D284A63EA7773522B5A72C744596F0F,PASS
v2,broad_model1,24,24,0,1,D468B984972E84FE2F0E368035EB74841D8B1856AEA56A893FB819DFE4C482E4,3648FA7B27F39CD6A4398D938C83C285164CBF95EEE300B98B522E7A857828CD,PASS
v2,neighborhood_model1,24,24,0,1,D468B984972E84FE2F0E368035EB74841D8B1856AEA56A893FB819DFE4C482E4,3648FA7B27F39CD6A4398D938C83C285164CBF95EEE300B98B522E7A857828CD,PASS
