Status,CurrentWave,PassedRows,TotalRows,NextAction,TerminalRejection,ExecutableGatePass,AnnualToContinuousNetRatio,ReportsPresent,LaunchLocked,PostHocCollisionScorePromoted,ForwardCandidateChanged,RealAccountApproved,ManifestSha256,SourceSha256,ProfileSha256
LOCKED_AWAITING_WAVE_01_REPORTS,1,0,24,WAIT_FOR_LAUNCH_UNLOCK_THEN_RUN_WAVE_01,False,False,,0,True,False,False,False,4DB75F81EB1BF82DD4516654E2070D75563D904B7A17367629911EE261B0E18A,EC6F866B8F7786169F7B2ECE5553CF3A4DC6E6073D0B25389C16381B71FEF51F,746798EF260A375F8F8921DBC6D03CD3968ED38F5C105818598CA57572A0B883
