"QueueRank","Candidate","CandidateRank","SourceType","SourceRank","Phase","Set","Window","From","To","Model","Deposit","Config","ExpectedReportName","ProfileSnapshot","ProfileSha256","SourceSha256","StopRule"
"1","h4ct_capital_l40","1","capital_feasibility_probe","1","capital_feasibility_diagnostic","h4ct_capital_l40.set","continuous_2015_2026","2015.01.01","2026.07.12","1","10000","configs\001_h4ct_capital_l40_continuous_m1.ini","h4ct_capital_l40_continuous_2015_2026_m1","profiles\h4ct_capital_l40.set","81D15F12641B8E783F7BDBDB8F0C8529FDFF7B83BA32824868E7BA3C906DBE8E","F145262DD527FAD53438E90DB97249DF5F908E5EFF1CF5DD023A1DB0D81A3814","Diagnostic only; no profit promotion and no risk overflow."
"2","h4ct_capital_l55","2","capital_feasibility_probe","1","capital_feasibility_diagnostic","h4ct_capital_l55.set","continuous_2015_2026","2015.01.01","2026.07.12","1","10000","configs\002_h4ct_capital_l55_continuous_m1.ini","h4ct_capital_l55_continuous_2015_2026_m1","profiles\h4ct_capital_l55.set","AEF4218F87CC66E1E0F74065E7662C3DC20DA4E181A75C0B9F9B835152722F4D","F145262DD527FAD53438E90DB97249DF5F908E5EFF1CF5DD023A1DB0D81A3814","Diagnostic only; no profit promotion and no risk overflow."
"3","h4ct_capital_l80","3","capital_feasibility_probe","1","capital_feasibility_diagnostic","h4ct_capital_l80.set","continuous_2015_2026","2015.01.01","2026.07.12","1","10000","configs\003_h4ct_capital_l80_continuous_m1.ini","h4ct_capital_l80_continuous_2015_2026_m1","profiles\h4ct_capital_l80.set","C0E089F2EDE57F4949C3402B7D3C0AB7E347AFD27B24A4A1D6FFB399161F19AC","F145262DD527FAD53438E90DB97249DF5F908E5EFF1CF5DD023A1DB0D81A3814","Diagnostic only; no profit promotion and no risk overflow."
