"QueueRank","Candidate","Phase","PhaseLabel","Window","Model","Deposit","PackageConfig","SourceConfig","ExpectedReportName","ReportDestination","ProfileSha256","StopRule"
"1","m30ce_center","discovery_model1","Independent M30 compression-expansion discovery Model1","older_2015_2018","1","10000","outputs\independent_m30_compression_expansion_discovery_model1_package\configs\001_m30ce_center_older_2015_2018_m1.ini","outputs\independent_m30_compression_expansion_discovery_model1_package\configs\001_m30ce_center_older_2015_2018_m1.ini","m30ce_center_older_2015_2018_m1","outputs\independent_m30_compression_expansion_discovery_model1_package\reports_here\m30ce_center_older_2015_2018_m1","5EDFBBAC894533CEA283495C72E9F8B9A0697AA60862279BEEBB8DFB6196F06B","Discovery only: both disjoint eras must be positive; continuous PF >= 1.20, trades >= 100, DD <= 5%, and an adjacent compression/payoff shape must pass before opening 2021-2026."
"2","m30ce_center","discovery_model1","Independent M30 compression-expansion discovery Model1","discovery_2019_2020","1","10000","outputs\independent_m30_compression_expansion_discovery_model1_package\configs\002_m30ce_center_discovery_2019_2020_m1.ini","outputs\independent_m30_compression_expansion_discovery_model1_package\configs\002_m30ce_center_discovery_2019_2020_m1.ini","m30ce_center_discovery_2019_2020_m1","outputs\independent_m30_compression_expansion_discovery_model1_package\reports_here\m30ce_center_discovery_2019_2020_m1","5EDFBBAC894533CEA283495C72E9F8B9A0697AA60862279BEEBB8DFB6196F06B","Discovery only: both disjoint eras must be positive; continuous PF >= 1.20, trades >= 100, DD <= 5%, and an adjacent compression/payoff shape must pass before opening 2021-2026."
"3","m30ce_center","discovery_model1","Independent M30 compression-expansion discovery Model1","continuous_2015_2020","1","10000","outputs\independent_m30_compression_expansion_discovery_model1_package\configs\003_m30ce_center_continuous_2015_2020_m1.ini","outputs\independent_m30_compression_expansion_discovery_model1_package\configs\003_m30ce_center_continuous_2015_2020_m1.ini","m30ce_center_continuous_2015_2020_m1","outputs\independent_m30_compression_expansion_discovery_model1_package\reports_here\m30ce_center_continuous_2015_2020_m1","5EDFBBAC894533CEA283495C72E9F8B9A0697AA60862279BEEBB8DFB6196F06B","Discovery only: both disjoint eras must be positive; continuous PF >= 1.20, trades >= 100, DD <= 5%, and an adjacent compression/payoff shape must pass before opening 2021-2026."
"4","m30ce_box8","discovery_model1","Independent M30 compression-expansion discovery Model1","older_2015_2018","1","10000","outputs\independent_m30_compression_expansion_discovery_model1_package\configs\004_m30ce_box8_older_2015_2018_m1.ini","outputs\independent_m30_compression_expansion_discovery_model1_package\configs\004_m30ce_box8_older_2015_2018_m1.ini","m30ce_box8_older_2015_2018_m1","outputs\independent_m30_compression_expansion_discovery_model1_package\reports_here\m30ce_box8_older_2015_2018_m1","DE3AC21300E21CDC4147FF97ACC58820A3A43CA9EE0BF24B784583B2CC7F586D","Discovery only: both disjoint eras must be positive; continuous PF >= 1.20, trades >= 100, DD <= 5%, and an adjacent compression/payoff shape must pass before opening 2021-2026."
"5","m30ce_box8","discovery_model1","Independent M30 compression-expansion discovery Model1","discovery_2019_2020","1","10000","outputs\independent_m30_compression_expansion_discovery_model1_package\configs\005_m30ce_box8_discovery_2019_2020_m1.ini","outputs\independent_m30_compression_expansion_discovery_model1_package\configs\005_m30ce_box8_discovery_2019_2020_m1.ini","m30ce_box8_discovery_2019_2020_m1","outputs\independent_m30_compression_expansion_discovery_model1_package\reports_here\m30ce_box8_discovery_2019_2020_m1","DE3AC21300E21CDC4147FF97ACC58820A3A43CA9EE0BF24B784583B2CC7F586D","Discovery only: both disjoint eras must be positive; continuous PF >= 1.20, trades >= 100, DD <= 5%, and an adjacent compression/payoff shape must pass before opening 2021-2026."
"6","m30ce_box8","discovery_model1","Independent M30 compression-expansion discovery Model1","continuous_2015_2020","1","10000","outputs\independent_m30_compression_expansion_discovery_model1_package\configs\006_m30ce_box8_continuous_2015_2020_m1.ini","outputs\independent_m30_compression_expansion_discovery_model1_package\configs\006_m30ce_box8_continuous_2015_2020_m1.ini","m30ce_box8_continuous_2015_2020_m1","outputs\independent_m30_compression_expansion_discovery_model1_package\reports_here\m30ce_box8_continuous_2015_2020_m1","DE3AC21300E21CDC4147FF97ACC58820A3A43CA9EE0BF24B784583B2CC7F586D","Discovery only: both disjoint eras must be positive; continuous PF >= 1.20, trades >= 100, DD <= 5%, and an adjacent compression/payoff shape must pass before opening 2021-2026."
"7","m30ce_box12","discovery_model1","Independent M30 compression-expansion discovery Model1","older_2015_2018","1","10000","outputs\independent_m30_compression_expansion_discovery_model1_package\configs\007_m30ce_box12_older_2015_2018_m1.ini","outputs\independent_m30_compression_expansion_discovery_model1_package\configs\007_m30ce_box12_older_2015_2018_m1.ini","m30ce_box12_older_2015_2018_m1","outputs\independent_m30_compression_expansion_discovery_model1_package\reports_here\m30ce_box12_older_2015_2018_m1","126FC286636FED25052CD40E42CA01A59916AA49B0C7EE86883B803B370D30B2","Discovery only: both disjoint eras must be positive; continuous PF >= 1.20, trades >= 100, DD <= 5%, and an adjacent compression/payoff shape must pass before opening 2021-2026."
"8","m30ce_box12","discovery_model1","Independent M30 compression-expansion discovery Model1","discovery_2019_2020","1","10000","outputs\independent_m30_compression_expansion_discovery_model1_package\configs\008_m30ce_box12_discovery_2019_2020_m1.ini","outputs\independent_m30_compression_expansion_discovery_model1_package\configs\008_m30ce_box12_discovery_2019_2020_m1.ini","m30ce_box12_discovery_2019_2020_m1","outputs\independent_m30_compression_expansion_discovery_model1_package\reports_here\m30ce_box12_discovery_2019_2020_m1","126FC286636FED25052CD40E42CA01A59916AA49B0C7EE86883B803B370D30B2","Discovery only: both disjoint eras must be positive; continuous PF >= 1.20, trades >= 100, DD <= 5%, and an adjacent compression/payoff shape must pass before opening 2021-2026."
"9","m30ce_box12","discovery_model1","Independent M30 compression-expansion discovery Model1","continuous_2015_2020","1","10000","outputs\independent_m30_compression_expansion_discovery_model1_package\configs\009_m30ce_box12_continuous_2015_2020_m1.ini","outputs\independent_m30_compression_expansion_discovery_model1_package\configs\009_m30ce_box12_continuous_2015_2020_m1.ini","m30ce_box12_continuous_2015_2020_m1","outputs\independent_m30_compression_expansion_discovery_model1_package\reports_here\m30ce_box12_continuous_2015_2020_m1","126FC286636FED25052CD40E42CA01A59916AA49B0C7EE86883B803B370D30B2","Discovery only: both disjoint eras must be positive; continuous PF >= 1.20, trades >= 100, DD <= 5%, and an adjacent compression/payoff shape must pass before opening 2021-2026."
"10","m30ce_boxmax150","discovery_model1","Independent M30 compression-expansion discovery Model1","older_2015_2018","1","10000","outputs\independent_m30_compression_expansion_discovery_model1_package\configs\010_m30ce_boxmax150_older_2015_2018_m1.ini","outputs\independent_m30_compression_expansion_discovery_model1_package\configs\010_m30ce_boxmax150_older_2015_2018_m1.ini","m30ce_boxmax150_older_2015_2018_m1","outputs\independent_m30_compression_expansion_discovery_model1_package\reports_here\m30ce_boxmax150_older_2015_2018_m1","2ED905B8B172D6C33DB2C7784976CD19D72FA93F32B67B271F9855E30305315C","Discovery only: both disjoint eras must be positive; continuous PF >= 1.20, trades >= 100, DD <= 5%, and an adjacent compression/payoff shape must pass before opening 2021-2026."
"11","m30ce_boxmax150","discovery_model1","Independent M30 compression-expansion discovery Model1","discovery_2019_2020","1","10000","outputs\independent_m30_compression_expansion_discovery_model1_package\configs\011_m30ce_boxmax150_discovery_2019_2020_m1.ini","outputs\independent_m30_compression_expansion_discovery_model1_package\configs\011_m30ce_boxmax150_discovery_2019_2020_m1.ini","m30ce_boxmax150_discovery_2019_2020_m1","outputs\independent_m30_compression_expansion_discovery_model1_package\reports_here\m30ce_boxmax150_discovery_2019_2020_m1","2ED905B8B172D6C33DB2C7784976CD19D72FA93F32B67B271F9855E30305315C","Discovery only: both disjoint eras must be positive; continuous PF >= 1.20, trades >= 100, DD <= 5%, and an adjacent compression/payoff shape must pass before opening 2021-2026."
"12","m30ce_boxmax150","discovery_model1","Independent M30 compression-expansion discovery Model1","continuous_2015_2020","1","10000","outputs\independent_m30_compression_expansion_discovery_model1_package\configs\012_m30ce_boxmax150_continuous_2015_2020_m1.ini","outputs\independent_m30_compression_expansion_discovery_model1_package\configs\012_m30ce_boxmax150_continuous_2015_2020_m1.ini","m30ce_boxmax150_continuous_2015_2020_m1","outputs\independent_m30_compression_expansion_discovery_model1_package\reports_here\m30ce_boxmax150_continuous_2015_2020_m1","2ED905B8B172D6C33DB2C7784976CD19D72FA93F32B67B271F9855E30305315C","Discovery only: both disjoint eras must be positive; continuous PF >= 1.20, trades >= 100, DD <= 5%, and an adjacent compression/payoff shape must pass before opening 2021-2026."
"13","m30ce_boxmax210","discovery_model1","Independent M30 compression-expansion discovery Model1","older_2015_2018","1","10000","outputs\independent_m30_compression_expansion_discovery_model1_package\configs\013_m30ce_boxmax210_older_2015_2018_m1.ini","outputs\independent_m30_compression_expansion_discovery_model1_package\configs\013_m30ce_boxmax210_older_2015_2018_m1.ini","m30ce_boxmax210_older_2015_2018_m1","outputs\independent_m30_compression_expansion_discovery_model1_package\reports_here\m30ce_boxmax210_older_2015_2018_m1","B0AD5B3C17F5A6B6AF1AF47FEE09FC22DC9B91EBBB4A1D276B76299435014E03","Discovery only: both disjoint eras must be positive; continuous PF >= 1.20, trades >= 100, DD <= 5%, and an adjacent compression/payoff shape must pass before opening 2021-2026."
"14","m30ce_boxmax210","discovery_model1","Independent M30 compression-expansion discovery Model1","discovery_2019_2020","1","10000","outputs\independent_m30_compression_expansion_discovery_model1_package\configs\014_m30ce_boxmax210_discovery_2019_2020_m1.ini","outputs\independent_m30_compression_expansion_discovery_model1_package\configs\014_m30ce_boxmax210_discovery_2019_2020_m1.ini","m30ce_boxmax210_discovery_2019_2020_m1","outputs\independent_m30_compression_expansion_discovery_model1_package\reports_here\m30ce_boxmax210_discovery_2019_2020_m1","B0AD5B3C17F5A6B6AF1AF47FEE09FC22DC9B91EBBB4A1D276B76299435014E03","Discovery only: both disjoint eras must be positive; continuous PF >= 1.20, trades >= 100, DD <= 5%, and an adjacent compression/payoff shape must pass before opening 2021-2026."
"15","m30ce_boxmax210","discovery_model1","Independent M30 compression-expansion discovery Model1","continuous_2015_2020","1","10000","outputs\independent_m30_compression_expansion_discovery_model1_package\configs\015_m30ce_boxmax210_continuous_2015_2020_m1.ini","outputs\independent_m30_compression_expansion_discovery_model1_package\configs\015_m30ce_boxmax210_continuous_2015_2020_m1.ini","m30ce_boxmax210_continuous_2015_2020_m1","outputs\independent_m30_compression_expansion_discovery_model1_package\reports_here\m30ce_boxmax210_continuous_2015_2020_m1","B0AD5B3C17F5A6B6AF1AF47FEE09FC22DC9B91EBBB4A1D276B76299435014E03","Discovery only: both disjoint eras must be positive; continuous PF >= 1.20, trades >= 100, DD <= 5%, and an adjacent compression/payoff shape must pass before opening 2021-2026."
"16","m30ce_avg035","discovery_model1","Independent M30 compression-expansion discovery Model1","older_2015_2018","1","10000","outputs\independent_m30_compression_expansion_discovery_model1_package\configs\016_m30ce_avg035_older_2015_2018_m1.ini","outputs\independent_m30_compression_expansion_discovery_model1_package\configs\016_m30ce_avg035_older_2015_2018_m1.ini","m30ce_avg035_older_2015_2018_m1","outputs\independent_m30_compression_expansion_discovery_model1_package\reports_here\m30ce_avg035_older_2015_2018_m1","8C05DB9A3CA87AC84028601237192BC642406B0C3689CE41C0D26BA93281C218","Discovery only: both disjoint eras must be positive; continuous PF >= 1.20, trades >= 100, DD <= 5%, and an adjacent compression/payoff shape must pass before opening 2021-2026."
"17","m30ce_avg035","discovery_model1","Independent M30 compression-expansion discovery Model1","discovery_2019_2020","1","10000","outputs\independent_m30_compression_expansion_discovery_model1_package\configs\017_m30ce_avg035_discovery_2019_2020_m1.ini","outputs\independent_m30_compression_expansion_discovery_model1_package\configs\017_m30ce_avg035_discovery_2019_2020_m1.ini","m30ce_avg035_discovery_2019_2020_m1","outputs\independent_m30_compression_expansion_discovery_model1_package\reports_here\m30ce_avg035_discovery_2019_2020_m1","8C05DB9A3CA87AC84028601237192BC642406B0C3689CE41C0D26BA93281C218","Discovery only: both disjoint eras must be positive; continuous PF >= 1.20, trades >= 100, DD <= 5%, and an adjacent compression/payoff shape must pass before opening 2021-2026."
"18","m30ce_avg035","discovery_model1","Independent M30 compression-expansion discovery Model1","continuous_2015_2020","1","10000","outputs\independent_m30_compression_expansion_discovery_model1_package\configs\018_m30ce_avg035_continuous_2015_2020_m1.ini","outputs\independent_m30_compression_expansion_discovery_model1_package\configs\018_m30ce_avg035_continuous_2015_2020_m1.ini","m30ce_avg035_continuous_2015_2020_m1","outputs\independent_m30_compression_expansion_discovery_model1_package\reports_here\m30ce_avg035_continuous_2015_2020_m1","8C05DB9A3CA87AC84028601237192BC642406B0C3689CE41C0D26BA93281C218","Discovery only: both disjoint eras must be positive; continuous PF >= 1.20, trades >= 100, DD <= 5%, and an adjacent compression/payoff shape must pass before opening 2021-2026."
"19","m30ce_avg055","discovery_model1","Independent M30 compression-expansion discovery Model1","older_2015_2018","1","10000","outputs\independent_m30_compression_expansion_discovery_model1_package\configs\019_m30ce_avg055_older_2015_2018_m1.ini","outputs\independent_m30_compression_expansion_discovery_model1_package\configs\019_m30ce_avg055_older_2015_2018_m1.ini","m30ce_avg055_older_2015_2018_m1","outputs\independent_m30_compression_expansion_discovery_model1_package\reports_here\m30ce_avg055_older_2015_2018_m1","B5439F9602A24A343E217B83434AE565CED01DEE1CF6BD39BFA437DC512D263F","Discovery only: both disjoint eras must be positive; continuous PF >= 1.20, trades >= 100, DD <= 5%, and an adjacent compression/payoff shape must pass before opening 2021-2026."
"20","m30ce_avg055","discovery_model1","Independent M30 compression-expansion discovery Model1","discovery_2019_2020","1","10000","outputs\independent_m30_compression_expansion_discovery_model1_package\configs\020_m30ce_avg055_discovery_2019_2020_m1.ini","outputs\independent_m30_compression_expansion_discovery_model1_package\configs\020_m30ce_avg055_discovery_2019_2020_m1.ini","m30ce_avg055_discovery_2019_2020_m1","outputs\independent_m30_compression_expansion_discovery_model1_package\reports_here\m30ce_avg055_discovery_2019_2020_m1","B5439F9602A24A343E217B83434AE565CED01DEE1CF6BD39BFA437DC512D263F","Discovery only: both disjoint eras must be positive; continuous PF >= 1.20, trades >= 100, DD <= 5%, and an adjacent compression/payoff shape must pass before opening 2021-2026."
"21","m30ce_avg055","discovery_model1","Independent M30 compression-expansion discovery Model1","continuous_2015_2020","1","10000","outputs\independent_m30_compression_expansion_discovery_model1_package\configs\021_m30ce_avg055_continuous_2015_2020_m1.ini","outputs\independent_m30_compression_expansion_discovery_model1_package\configs\021_m30ce_avg055_continuous_2015_2020_m1.ini","m30ce_avg055_continuous_2015_2020_m1","outputs\independent_m30_compression_expansion_discovery_model1_package\reports_here\m30ce_avg055_continuous_2015_2020_m1","B5439F9602A24A343E217B83434AE565CED01DEE1CF6BD39BFA437DC512D263F","Discovery only: both disjoint eras must be positive; continuous PF >= 1.20, trades >= 100, DD <= 5%, and an adjacent compression/payoff shape must pass before opening 2021-2026."
"22","m30ce_exp120","discovery_model1","Independent M30 compression-expansion discovery Model1","older_2015_2018","1","10000","outputs\independent_m30_compression_expansion_discovery_model1_package\configs\022_m30ce_exp120_older_2015_2018_m1.ini","outputs\independent_m30_compression_expansion_discovery_model1_package\configs\022_m30ce_exp120_older_2015_2018_m1.ini","m30ce_exp120_older_2015_2018_m1","outputs\independent_m30_compression_expansion_discovery_model1_package\reports_here\m30ce_exp120_older_2015_2018_m1","FE0AD92C3268D8237A85B7DDDE72A93770F06DCC698EAE891A0117D121E9B0DB","Discovery only: both disjoint eras must be positive; continuous PF >= 1.20, trades >= 100, DD <= 5%, and an adjacent compression/payoff shape must pass before opening 2021-2026."
"23","m30ce_exp120","discovery_model1","Independent M30 compression-expansion discovery Model1","discovery_2019_2020","1","10000","outputs\independent_m30_compression_expansion_discovery_model1_package\configs\023_m30ce_exp120_discovery_2019_2020_m1.ini","outputs\independent_m30_compression_expansion_discovery_model1_package\configs\023_m30ce_exp120_discovery_2019_2020_m1.ini","m30ce_exp120_discovery_2019_2020_m1","outputs\independent_m30_compression_expansion_discovery_model1_package\reports_here\m30ce_exp120_discovery_2019_2020_m1","FE0AD92C3268D8237A85B7DDDE72A93770F06DCC698EAE891A0117D121E9B0DB","Discovery only: both disjoint eras must be positive; continuous PF >= 1.20, trades >= 100, DD <= 5%, and an adjacent compression/payoff shape must pass before opening 2021-2026."
"24","m30ce_exp120","discovery_model1","Independent M30 compression-expansion discovery Model1","continuous_2015_2020","1","10000","outputs\independent_m30_compression_expansion_discovery_model1_package\configs\024_m30ce_exp120_continuous_2015_2020_m1.ini","outputs\independent_m30_compression_expansion_discovery_model1_package\configs\024_m30ce_exp120_continuous_2015_2020_m1.ini","m30ce_exp120_continuous_2015_2020_m1","outputs\independent_m30_compression_expansion_discovery_model1_package\reports_here\m30ce_exp120_continuous_2015_2020_m1","FE0AD92C3268D8237A85B7DDDE72A93770F06DCC698EAE891A0117D121E9B0DB","Discovery only: both disjoint eras must be positive; continuous PF >= 1.20, trades >= 100, DD <= 5%, and an adjacent compression/payoff shape must pass before opening 2021-2026."
"25","m30ce_exp160","discovery_model1","Independent M30 compression-expansion discovery Model1","older_2015_2018","1","10000","outputs\independent_m30_compression_expansion_discovery_model1_package\configs\025_m30ce_exp160_older_2015_2018_m1.ini","outputs\independent_m30_compression_expansion_discovery_model1_package\configs\025_m30ce_exp160_older_2015_2018_m1.ini","m30ce_exp160_older_2015_2018_m1","outputs\independent_m30_compression_expansion_discovery_model1_package\reports_here\m30ce_exp160_older_2015_2018_m1","914F9D9A4917F71C4F9D387E8CD78CAE0275CA4CC1A9FC135C4989D287666F51","Discovery only: both disjoint eras must be positive; continuous PF >= 1.20, trades >= 100, DD <= 5%, and an adjacent compression/payoff shape must pass before opening 2021-2026."
"26","m30ce_exp160","discovery_model1","Independent M30 compression-expansion discovery Model1","discovery_2019_2020","1","10000","outputs\independent_m30_compression_expansion_discovery_model1_package\configs\026_m30ce_exp160_discovery_2019_2020_m1.ini","outputs\independent_m30_compression_expansion_discovery_model1_package\configs\026_m30ce_exp160_discovery_2019_2020_m1.ini","m30ce_exp160_discovery_2019_2020_m1","outputs\independent_m30_compression_expansion_discovery_model1_package\reports_here\m30ce_exp160_discovery_2019_2020_m1","914F9D9A4917F71C4F9D387E8CD78CAE0275CA4CC1A9FC135C4989D287666F51","Discovery only: both disjoint eras must be positive; continuous PF >= 1.20, trades >= 100, DD <= 5%, and an adjacent compression/payoff shape must pass before opening 2021-2026."
