"Profile","Parsed","Expected","TotalNet","Continuous","YTD","Full2025","Full2024","WeakSum","WorstWindow","LosingWindows"
"base","6","6","9580.99","6222.35","","","","","214.3","0"
"no_follow_soft","6","6","2684.59","485.92","","","","","0","0"
