"QueueRank","Wave","ExpectedReportName","ConfigSha256","SourceSha256","PortableBinarySha256","ReportSha256","ReportPath","ReportIdentityPath","ReportIdentityReused","IdentityPass"
"1","1","rdmc_mld3_w01_m1_critical_2019","EF1A8C2F5550E683544FE7953C03FFBCB7CB4EC793B2ADF4D89D27E392E8E43F","59A872EB7D4DA5159CDCAED791A51DF1C118F3E34EE460F0242BA486D7977370","BCDB0C5A859636645D0AF12A945B138742DBFE726424CBFEC29633D5933F6D24","F93E7A47FBCDA6C2C36263DEDD99BC77A5597BEDFAF961144E39D782C4E41933","outputs\rdmc_momentum_loss_decay_v3_package\reports_here\rdmc_mld3_w01_m1_critical_2019.htm","outputs\rdmc_momentum_loss_decay_v3_package\reports_here\rdmc_mld3_w01_m1_critical_2019.identity.json","False","True"
"2","1","rdmc_mld3_w01_m1_critical_2022","84D87B91496D871235FDEA7D678D18BF256DB20030CB4559CCA0E25CF2F96EC8","59A872EB7D4DA5159CDCAED791A51DF1C118F3E34EE460F0242BA486D7977370","BCDB0C5A859636645D0AF12A945B138742DBFE726424CBFEC29633D5933F6D24","BE1C2615B687C49DCF4F1EDD5427B91AE13D14F8C6CE2B9CAEE2E685F35AAE3B","outputs\rdmc_momentum_loss_decay_v3_package\reports_here\rdmc_mld3_w01_m1_critical_2022.htm","outputs\rdmc_momentum_loss_decay_v3_package\reports_here\rdmc_mld3_w01_m1_critical_2022.identity.json","False","True"
