Status,CurrentWave,PassedRows,TotalRows,ReportsPresent,TerminalRejection,ExecutableGatePass,NextAction,LaunchLocked,ForwardCandidateChanged,RealAccountApproved,ManifestSha256,SourceSha256,ProfileSha256
EXECUTABLE_GATE_REJECTED_WAVE_01,1,0,2,2,True,False,REWRITE_ENTRY_OR_REGIME_LOGIC_THEN_RESTART_WAVE_01,True,False,False,24F5B32D6F12740E763DC3BA4B14F0BBA5E892381D46EE33190C4C0F320756F7,1376E383DBB4A040DBC14337EA736DBFA4417C3B5D36DD629205665B9B81E569,6C01552D24702869C9E950846D96A74469E958B08E5D176FA34792D44D9224F0
