"QueueRank","Candidate","Window","Model","Status","Action","Config","ConfigExists","ExpectedReportName","FirstPassInbox","MaxCpuPercent","Reports","Evidence","Started","Finished"
"1","re_may140","2019_full","4","REPORT_FOUND","RUN_HIDDEN","outputs\range_elite_dgf_liq_signal_model4_package\configs\001_re_may140_2019_full_m4.ini","True","re_risk_re_may140_2019_m4","outputs\returned_mt5_reports\first_pass_inbox","80","C:\Users\Ant\Documents\Codex\2026-07-03\absolutely-here-s-a-summary-you\outputs\returned_mt5_reports\first_pass_inbox\re_risk_re_may140_2019_m4.htm","Copied 1 report file(s) into the first-pass inbox.","2026-07-14T18:33:48","2026-07-14T18:34:10"
"2","re_may140","2021_full","4","REPORT_FOUND","RUN_HIDDEN","outputs\range_elite_dgf_liq_signal_model4_package\configs\002_re_may140_2021_full_m4.ini","True","re_risk_re_may140_2021_m4","outputs\returned_mt5_reports\first_pass_inbox","80","C:\Users\Ant\Documents\Codex\2026-07-03\absolutely-here-s-a-summary-you\outputs\returned_mt5_reports\first_pass_inbox\re_risk_re_may140_2021_m4.htm","Copied 1 report file(s) into the first-pass inbox.","2026-07-14T18:34:10","2026-07-14T18:34:33"
"3","re_may140","2023_full","4","REPORT_FOUND","RUN_HIDDEN","outputs\range_elite_dgf_liq_signal_model4_package\configs\003_re_may140_2023_full_m4.ini","True","re_risk_re_may140_2023_m4","outputs\returned_mt5_reports\first_pass_inbox","80","C:\Users\Ant\Documents\Codex\2026-07-03\absolutely-here-s-a-summary-you\outputs\returned_mt5_reports\first_pass_inbox\re_risk_re_may140_2023_m4.htm","Copied 1 report file(s) into the first-pass inbox.","2026-07-14T18:34:33","2026-07-14T18:35:01"
"4","re_may140","2024_full","4","REPORT_FOUND","RUN_HIDDEN","outputs\range_elite_dgf_liq_signal_model4_package\configs\004_re_may140_2024_full_m4.ini","True","re_risk_re_may140_2024_m4","outputs\returned_mt5_reports\first_pass_inbox","80","C:\Users\Ant\Documents\Codex\2026-07-03\absolutely-here-s-a-summary-you\outputs\returned_mt5_reports\first_pass_inbox\re_risk_re_may140_2024_m4.htm","Copied 1 report file(s) into the first-pass inbox.","2026-07-14T18:35:01","2026-07-14T18:35:31"
"5","re_may140","2025_full","4","REPORT_FOUND","RUN_HIDDEN","outputs\range_elite_dgf_liq_signal_model4_package\configs\005_re_may140_2025_full_m4.ini","True","re_risk_re_may140_2025_m4","outputs\returned_mt5_reports\first_pass_inbox","80","C:\Users\Ant\Documents\Codex\2026-07-03\absolutely-here-s-a-summary-you\outputs\returned_mt5_reports\first_pass_inbox\re_risk_re_may140_2025_m4.htm","Copied 1 report file(s) into the first-pass inbox.","2026-07-14T18:35:31","2026-07-14T18:35:58"
"6","re_may140","2026_ytd","4","REPORT_FOUND","RUN_HIDDEN","outputs\range_elite_dgf_liq_signal_model4_package\configs\006_re_may140_2026_ytd_m4.ini","True","re_risk_re_may140_2026ytd_m4","outputs\returned_mt5_reports\first_pass_inbox","80","C:\Users\Ant\Documents\Codex\2026-07-03\absolutely-here-s-a-summary-you\outputs\returned_mt5_reports\first_pass_inbox\re_risk_re_may140_2026ytd_m4.htm","Copied 1 report file(s) into the first-pass inbox.","2026-07-14T18:35:58","2026-07-14T18:36:54"
"7","re_dgf_liq_reject1","2019_full","4","REPORT_FOUND","RUN_HIDDEN","outputs\range_elite_dgf_liq_signal_model4_package\configs\007_re_dgf_liq_reject1_2019_full_m4.ini","True","re_risk_re_dgf_liq_reject1_2019_m4","outputs\returned_mt5_reports\first_pass_inbox","80","C:\Users\Ant\Documents\Codex\2026-07-03\absolutely-here-s-a-summary-you\outputs\returned_mt5_reports\first_pass_inbox\re_risk_re_dgf_liq_reject1_2019_m4.htm","Copied 1 report file(s) into the first-pass inbox.","2026-07-14T18:36:54","2026-07-14T18:37:15"
"8","re_dgf_liq_reject1","2021_full","4","REPORT_FOUND","RUN_HIDDEN","outputs\range_elite_dgf_liq_signal_model4_package\configs\008_re_dgf_liq_reject1_2021_full_m4.ini","True","re_risk_re_dgf_liq_reject1_2021_m4","outputs\returned_mt5_reports\first_pass_inbox","80","C:\Users\Ant\Documents\Codex\2026-07-03\absolutely-here-s-a-summary-you\outputs\returned_mt5_reports\first_pass_inbox\re_risk_re_dgf_liq_reject1_2021_m4.htm","Copied 1 report file(s) into the first-pass inbox.","2026-07-14T18:37:15","2026-07-14T18:37:38"
"9","re_dgf_liq_reject1","2023_full","4","REPORT_FOUND","RUN_HIDDEN","outputs\range_elite_dgf_liq_signal_model4_package\configs\009_re_dgf_liq_reject1_2023_full_m4.ini","True","re_risk_re_dgf_liq_reject1_2023_m4","outputs\returned_mt5_reports\first_pass_inbox","80","C:\Users\Ant\Documents\Codex\2026-07-03\absolutely-here-s-a-summary-you\outputs\returned_mt5_reports\first_pass_inbox\re_risk_re_dgf_liq_reject1_2023_m4.htm","Copied 1 report file(s) into the first-pass inbox.","2026-07-14T18:37:38","2026-07-14T18:38:06"
"10","re_dgf_liq_reject1","2024_full","4","REPORT_FOUND","RUN_HIDDEN","outputs\range_elite_dgf_liq_signal_model4_package\configs\010_re_dgf_liq_reject1_2024_full_m4.ini","True","re_risk_re_dgf_liq_reject1_2024_m4","outputs\returned_mt5_reports\first_pass_inbox","80","C:\Users\Ant\Documents\Codex\2026-07-03\absolutely-here-s-a-summary-you\outputs\returned_mt5_reports\first_pass_inbox\re_risk_re_dgf_liq_reject1_2024_m4.htm","Copied 1 report file(s) into the first-pass inbox.","2026-07-14T18:38:06","2026-07-14T18:38:32"
"11","re_dgf_liq_reject1","2025_full","4","REPORT_FOUND","RUN_HIDDEN","outputs\range_elite_dgf_liq_signal_model4_package\configs\011_re_dgf_liq_reject1_2025_full_m4.ini","True","re_risk_re_dgf_liq_reject1_2025_m4","outputs\returned_mt5_reports\first_pass_inbox","80","C:\Users\Ant\Documents\Codex\2026-07-03\absolutely-here-s-a-summary-you\outputs\returned_mt5_reports\first_pass_inbox\re_risk_re_dgf_liq_reject1_2025_m4.htm","Copied 1 report file(s) into the first-pass inbox.","2026-07-14T18:38:32","2026-07-14T18:38:59"
"12","re_dgf_liq_reject1","2026_ytd","4","REPORT_FOUND","RUN_HIDDEN","outputs\range_elite_dgf_liq_signal_model4_package\configs\012_re_dgf_liq_reject1_2026_ytd_m4.ini","True","re_risk_re_dgf_liq_reject1_2026ytd_m4","outputs\returned_mt5_reports\first_pass_inbox","80","C:\Users\Ant\Documents\Codex\2026-07-03\absolutely-here-s-a-summary-you\outputs\returned_mt5_reports\first_pass_inbox\re_risk_re_dgf_liq_reject1_2026ytd_m4.htm","Copied 1 report file(s) into the first-pass inbox.","2026-07-14T18:38:59","2026-07-14T18:39:51"
