"QueueRank","Candidate","Phase","PhaseLabel","Window","Model","Deposit","PackageConfig","SourceConfig","ExpectedReportName","ReportDestination","ProfileSha256","StopRule"
"11","fbt_box_tight","discovery_model1","Independent M15 failed-breakout trap discovery Model1","discovery_2019_2020","1","10000","outputs\independent_m15_failed_breakout_trap_discovery_model1_package\configs\011_fbt_box_tight_discovery_2019_2020_m1.ini","outputs\independent_m15_failed_breakout_trap_discovery_model1_package\configs\011_fbt_box_tight_discovery_2019_2020_m1.ini","fbt_box_tight_discovery_2019_2020_m1","outputs\independent_m15_failed_breakout_trap_discovery_model1_package\reports_here\fbt_box_tight_discovery_2019_2020_m1","93FD56C0810CAF6D8F78AF66BE0BADE870E3FD753A90F85097B20DBFB888A38D","Discovery only through 2020: both disjoint eras must be profitable; continuous PF at least 1.20; at least 60 continuous trades; DD at or below 5%; and nearby box, timing, reclaim, regime, and payoff shapes must support the result before opening 2021-2026."
"12","fbt_box_tight","discovery_model1","Independent M15 failed-breakout trap discovery Model1","continuous_2015_2020","1","10000","outputs\independent_m15_failed_breakout_trap_discovery_model1_package\configs\012_fbt_box_tight_continuous_2015_2020_m1.ini","outputs\independent_m15_failed_breakout_trap_discovery_model1_package\configs\012_fbt_box_tight_continuous_2015_2020_m1.ini","fbt_box_tight_continuous_2015_2020_m1","outputs\independent_m15_failed_breakout_trap_discovery_model1_package\reports_here\fbt_box_tight_continuous_2015_2020_m1","93FD56C0810CAF6D8F78AF66BE0BADE870E3FD753A90F85097B20DBFB888A38D","Discovery only through 2020: both disjoint eras must be profitable; continuous PF at least 1.20; at least 60 continuous trades; DD at or below 5%; and nearby box, timing, reclaim, regime, and payoff shapes must support the result before opening 2021-2026."
"13","fbt_box_wide","discovery_model1","Independent M15 failed-breakout trap discovery Model1","older_2015_2018","1","10000","outputs\independent_m15_failed_breakout_trap_discovery_model1_package\configs\013_fbt_box_wide_older_2015_2018_m1.ini","outputs\independent_m15_failed_breakout_trap_discovery_model1_package\configs\013_fbt_box_wide_older_2015_2018_m1.ini","fbt_box_wide_older_2015_2018_m1","outputs\independent_m15_failed_breakout_trap_discovery_model1_package\reports_here\fbt_box_wide_older_2015_2018_m1","9175CA6FCD5771F4AA1F0498E42F30870E861907EE9EB9ED362455B174B0D60C","Discovery only through 2020: both disjoint eras must be profitable; continuous PF at least 1.20; at least 60 continuous trades; DD at or below 5%; and nearby box, timing, reclaim, regime, and payoff shapes must support the result before opening 2021-2026."
"14","fbt_box_wide","discovery_model1","Independent M15 failed-breakout trap discovery Model1","discovery_2019_2020","1","10000","outputs\independent_m15_failed_breakout_trap_discovery_model1_package\configs\014_fbt_box_wide_discovery_2019_2020_m1.ini","outputs\independent_m15_failed_breakout_trap_discovery_model1_package\configs\014_fbt_box_wide_discovery_2019_2020_m1.ini","fbt_box_wide_discovery_2019_2020_m1","outputs\independent_m15_failed_breakout_trap_discovery_model1_package\reports_here\fbt_box_wide_discovery_2019_2020_m1","9175CA6FCD5771F4AA1F0498E42F30870E861907EE9EB9ED362455B174B0D60C","Discovery only through 2020: both disjoint eras must be profitable; continuous PF at least 1.20; at least 60 continuous trades; DD at or below 5%; and nearby box, timing, reclaim, regime, and payoff shapes must support the result before opening 2021-2026."
"15","fbt_box_wide","discovery_model1","Independent M15 failed-breakout trap discovery Model1","continuous_2015_2020","1","10000","outputs\independent_m15_failed_breakout_trap_discovery_model1_package\configs\015_fbt_box_wide_continuous_2015_2020_m1.ini","outputs\independent_m15_failed_breakout_trap_discovery_model1_package\configs\015_fbt_box_wide_continuous_2015_2020_m1.ini","fbt_box_wide_continuous_2015_2020_m1","outputs\independent_m15_failed_breakout_trap_discovery_model1_package\reports_here\fbt_box_wide_continuous_2015_2020_m1","9175CA6FCD5771F4AA1F0498E42F30870E861907EE9EB9ED362455B174B0D60C","Discovery only through 2020: both disjoint eras must be profitable; continuous PF at least 1.20; at least 60 continuous trades; DD at or below 5%; and nearby box, timing, reclaim, regime, and payoff shapes must support the result before opening 2021-2026."
"16","fbt_age2","discovery_model1","Independent M15 failed-breakout trap discovery Model1","older_2015_2018","1","10000","outputs\independent_m15_failed_breakout_trap_discovery_model1_package\configs\016_fbt_age2_older_2015_2018_m1.ini","outputs\independent_m15_failed_breakout_trap_discovery_model1_package\configs\016_fbt_age2_older_2015_2018_m1.ini","fbt_age2_older_2015_2018_m1","outputs\independent_m15_failed_breakout_trap_discovery_model1_package\reports_here\fbt_age2_older_2015_2018_m1","129CDB765AA46144B056D700292E7A0EBBF8C65B7A07F40B8951461EB1B5F43F","Discovery only through 2020: both disjoint eras must be profitable; continuous PF at least 1.20; at least 60 continuous trades; DD at or below 5%; and nearby box, timing, reclaim, regime, and payoff shapes must support the result before opening 2021-2026."
"17","fbt_age2","discovery_model1","Independent M15 failed-breakout trap discovery Model1","discovery_2019_2020","1","10000","outputs\independent_m15_failed_breakout_trap_discovery_model1_package\configs\017_fbt_age2_discovery_2019_2020_m1.ini","outputs\independent_m15_failed_breakout_trap_discovery_model1_package\configs\017_fbt_age2_discovery_2019_2020_m1.ini","fbt_age2_discovery_2019_2020_m1","outputs\independent_m15_failed_breakout_trap_discovery_model1_package\reports_here\fbt_age2_discovery_2019_2020_m1","129CDB765AA46144B056D700292E7A0EBBF8C65B7A07F40B8951461EB1B5F43F","Discovery only through 2020: both disjoint eras must be profitable; continuous PF at least 1.20; at least 60 continuous trades; DD at or below 5%; and nearby box, timing, reclaim, regime, and payoff shapes must support the result before opening 2021-2026."
"18","fbt_age2","discovery_model1","Independent M15 failed-breakout trap discovery Model1","continuous_2015_2020","1","10000","outputs\independent_m15_failed_breakout_trap_discovery_model1_package\configs\018_fbt_age2_continuous_2015_2020_m1.ini","outputs\independent_m15_failed_breakout_trap_discovery_model1_package\configs\018_fbt_age2_continuous_2015_2020_m1.ini","fbt_age2_continuous_2015_2020_m1","outputs\independent_m15_failed_breakout_trap_discovery_model1_package\reports_here\fbt_age2_continuous_2015_2020_m1","129CDB765AA46144B056D700292E7A0EBBF8C65B7A07F40B8951461EB1B5F43F","Discovery only through 2020: both disjoint eras must be profitable; continuous PF at least 1.20; at least 60 continuous trades; DD at or below 5%; and nearby box, timing, reclaim, regime, and payoff shapes must support the result before opening 2021-2026."
"19","fbt_age6","discovery_model1","Independent M15 failed-breakout trap discovery Model1","older_2015_2018","1","10000","outputs\independent_m15_failed_breakout_trap_discovery_model1_package\configs\019_fbt_age6_older_2015_2018_m1.ini","outputs\independent_m15_failed_breakout_trap_discovery_model1_package\configs\019_fbt_age6_older_2015_2018_m1.ini","fbt_age6_older_2015_2018_m1","outputs\independent_m15_failed_breakout_trap_discovery_model1_package\reports_here\fbt_age6_older_2015_2018_m1","B8BC10E6D07B36608231B0CA4A121EB4FB97BC681F970ABEF660DDAE2A0B35ED","Discovery only through 2020: both disjoint eras must be profitable; continuous PF at least 1.20; at least 60 continuous trades; DD at or below 5%; and nearby box, timing, reclaim, regime, and payoff shapes must support the result before opening 2021-2026."
"20","fbt_age6","discovery_model1","Independent M15 failed-breakout trap discovery Model1","discovery_2019_2020","1","10000","outputs\independent_m15_failed_breakout_trap_discovery_model1_package\configs\020_fbt_age6_discovery_2019_2020_m1.ini","outputs\independent_m15_failed_breakout_trap_discovery_model1_package\configs\020_fbt_age6_discovery_2019_2020_m1.ini","fbt_age6_discovery_2019_2020_m1","outputs\independent_m15_failed_breakout_trap_discovery_model1_package\reports_here\fbt_age6_discovery_2019_2020_m1","B8BC10E6D07B36608231B0CA4A121EB4FB97BC681F970ABEF660DDAE2A0B35ED","Discovery only through 2020: both disjoint eras must be profitable; continuous PF at least 1.20; at least 60 continuous trades; DD at or below 5%; and nearby box, timing, reclaim, regime, and payoff shapes must support the result before opening 2021-2026."
"21","fbt_age6","discovery_model1","Independent M15 failed-breakout trap discovery Model1","continuous_2015_2020","1","10000","outputs\independent_m15_failed_breakout_trap_discovery_model1_package\configs\021_fbt_age6_continuous_2015_2020_m1.ini","outputs\independent_m15_failed_breakout_trap_discovery_model1_package\configs\021_fbt_age6_continuous_2015_2020_m1.ini","fbt_age6_continuous_2015_2020_m1","outputs\independent_m15_failed_breakout_trap_discovery_model1_package\reports_here\fbt_age6_continuous_2015_2020_m1","B8BC10E6D07B36608231B0CA4A121EB4FB97BC681F970ABEF660DDAE2A0B35ED","Discovery only through 2020: both disjoint eras must be profitable; continuous PF at least 1.20; at least 60 continuous trades; DD at or below 5%; and nearby box, timing, reclaim, regime, and payoff shapes must support the result before opening 2021-2026."
"22","fbt_reclaim10","discovery_model1","Independent M15 failed-breakout trap discovery Model1","older_2015_2018","1","10000","outputs\independent_m15_failed_breakout_trap_discovery_model1_package\configs\022_fbt_reclaim10_older_2015_2018_m1.ini","outputs\independent_m15_failed_breakout_trap_discovery_model1_package\configs\022_fbt_reclaim10_older_2015_2018_m1.ini","fbt_reclaim10_older_2015_2018_m1","outputs\independent_m15_failed_breakout_trap_discovery_model1_package\reports_here\fbt_reclaim10_older_2015_2018_m1","89909074635E46A700FFCD5A2197F92825906504EB8B5251DCC84E25BA20F0A9","Discovery only through 2020: both disjoint eras must be profitable; continuous PF at least 1.20; at least 60 continuous trades; DD at or below 5%; and nearby box, timing, reclaim, regime, and payoff shapes must support the result before opening 2021-2026."
"23","fbt_reclaim10","discovery_model1","Independent M15 failed-breakout trap discovery Model1","discovery_2019_2020","1","10000","outputs\independent_m15_failed_breakout_trap_discovery_model1_package\configs\023_fbt_reclaim10_discovery_2019_2020_m1.ini","outputs\independent_m15_failed_breakout_trap_discovery_model1_package\configs\023_fbt_reclaim10_discovery_2019_2020_m1.ini","fbt_reclaim10_discovery_2019_2020_m1","outputs\independent_m15_failed_breakout_trap_discovery_model1_package\reports_here\fbt_reclaim10_discovery_2019_2020_m1","89909074635E46A700FFCD5A2197F92825906504EB8B5251DCC84E25BA20F0A9","Discovery only through 2020: both disjoint eras must be profitable; continuous PF at least 1.20; at least 60 continuous trades; DD at or below 5%; and nearby box, timing, reclaim, regime, and payoff shapes must support the result before opening 2021-2026."
"24","fbt_reclaim10","discovery_model1","Independent M15 failed-breakout trap discovery Model1","continuous_2015_2020","1","10000","outputs\independent_m15_failed_breakout_trap_discovery_model1_package\configs\024_fbt_reclaim10_continuous_2015_2020_m1.ini","outputs\independent_m15_failed_breakout_trap_discovery_model1_package\configs\024_fbt_reclaim10_continuous_2015_2020_m1.ini","fbt_reclaim10_continuous_2015_2020_m1","outputs\independent_m15_failed_breakout_trap_discovery_model1_package\reports_here\fbt_reclaim10_continuous_2015_2020_m1","89909074635E46A700FFCD5A2197F92825906504EB8B5251DCC84E25BA20F0A9","Discovery only through 2020: both disjoint eras must be profitable; continuous PF at least 1.20; at least 60 continuous trades; DD at or below 5%; and nearby box, timing, reclaim, regime, and payoff shapes must support the result before opening 2021-2026."
"25","fbt_reclaim25","discovery_model1","Independent M15 failed-breakout trap discovery Model1","older_2015_2018","1","10000","outputs\independent_m15_failed_breakout_trap_discovery_model1_package\configs\025_fbt_reclaim25_older_2015_2018_m1.ini","outputs\independent_m15_failed_breakout_trap_discovery_model1_package\configs\025_fbt_reclaim25_older_2015_2018_m1.ini","fbt_reclaim25_older_2015_2018_m1","outputs\independent_m15_failed_breakout_trap_discovery_model1_package\reports_here\fbt_reclaim25_older_2015_2018_m1","FF35C3D720DCB116B4D4592424CAC43F45F990076AD49200CBAFFA2BDA0CC903","Discovery only through 2020: both disjoint eras must be profitable; continuous PF at least 1.20; at least 60 continuous trades; DD at or below 5%; and nearby box, timing, reclaim, regime, and payoff shapes must support the result before opening 2021-2026."
"26","fbt_reclaim25","discovery_model1","Independent M15 failed-breakout trap discovery Model1","discovery_2019_2020","1","10000","outputs\independent_m15_failed_breakout_trap_discovery_model1_package\configs\026_fbt_reclaim25_discovery_2019_2020_m1.ini","outputs\independent_m15_failed_breakout_trap_discovery_model1_package\configs\026_fbt_reclaim25_discovery_2019_2020_m1.ini","fbt_reclaim25_discovery_2019_2020_m1","outputs\independent_m15_failed_breakout_trap_discovery_model1_package\reports_here\fbt_reclaim25_discovery_2019_2020_m1","FF35C3D720DCB116B4D4592424CAC43F45F990076AD49200CBAFFA2BDA0CC903","Discovery only through 2020: both disjoint eras must be profitable; continuous PF at least 1.20; at least 60 continuous trades; DD at or below 5%; and nearby box, timing, reclaim, regime, and payoff shapes must support the result before opening 2021-2026."
"27","fbt_reclaim25","discovery_model1","Independent M15 failed-breakout trap discovery Model1","continuous_2015_2020","1","10000","outputs\independent_m15_failed_breakout_trap_discovery_model1_package\configs\027_fbt_reclaim25_continuous_2015_2020_m1.ini","outputs\independent_m15_failed_breakout_trap_discovery_model1_package\configs\027_fbt_reclaim25_continuous_2015_2020_m1.ini","fbt_reclaim25_continuous_2015_2020_m1","outputs\independent_m15_failed_breakout_trap_discovery_model1_package\reports_here\fbt_reclaim25_continuous_2015_2020_m1","FF35C3D720DCB116B4D4592424CAC43F45F990076AD49200CBAFFA2BDA0CC903","Discovery only through 2020: both disjoint eras must be profitable; continuous PF at least 1.20; at least 60 continuous trades; DD at or below 5%; and nearby box, timing, reclaim, regime, and payoff shapes must support the result before opening 2021-2026."
"28","fbt_break_strict","discovery_model1","Independent M15 failed-breakout trap discovery Model1","older_2015_2018","1","10000","outputs\independent_m15_failed_breakout_trap_discovery_model1_package\configs\028_fbt_break_strict_older_2015_2018_m1.ini","outputs\independent_m15_failed_breakout_trap_discovery_model1_package\configs\028_fbt_break_strict_older_2015_2018_m1.ini","fbt_break_strict_older_2015_2018_m1","outputs\independent_m15_failed_breakout_trap_discovery_model1_package\reports_here\fbt_break_strict_older_2015_2018_m1","4CE8948E910C72B5157261B2FA1E01D04C0651C38182F8E4B337A8C033C13A2A","Discovery only through 2020: both disjoint eras must be profitable; continuous PF at least 1.20; at least 60 continuous trades; DD at or below 5%; and nearby box, timing, reclaim, regime, and payoff shapes must support the result before opening 2021-2026."
"29","fbt_break_strict","discovery_model1","Independent M15 failed-breakout trap discovery Model1","discovery_2019_2020","1","10000","outputs\independent_m15_failed_breakout_trap_discovery_model1_package\configs\029_fbt_break_strict_discovery_2019_2020_m1.ini","outputs\independent_m15_failed_breakout_trap_discovery_model1_package\configs\029_fbt_break_strict_discovery_2019_2020_m1.ini","fbt_break_strict_discovery_2019_2020_m1","outputs\independent_m15_failed_breakout_trap_discovery_model1_package\reports_here\fbt_break_strict_discovery_2019_2020_m1","4CE8948E910C72B5157261B2FA1E01D04C0651C38182F8E4B337A8C033C13A2A","Discovery only through 2020: both disjoint eras must be profitable; continuous PF at least 1.20; at least 60 continuous trades; DD at or below 5%; and nearby box, timing, reclaim, regime, and payoff shapes must support the result before opening 2021-2026."
"30","fbt_break_strict","discovery_model1","Independent M15 failed-breakout trap discovery Model1","continuous_2015_2020","1","10000","outputs\independent_m15_failed_breakout_trap_discovery_model1_package\configs\030_fbt_break_strict_continuous_2015_2020_m1.ini","outputs\independent_m15_failed_breakout_trap_discovery_model1_package\configs\030_fbt_break_strict_continuous_2015_2020_m1.ini","fbt_break_strict_continuous_2015_2020_m1","outputs\independent_m15_failed_breakout_trap_discovery_model1_package\reports_here\fbt_break_strict_continuous_2015_2020_m1","4CE8948E910C72B5157261B2FA1E01D04C0651C38182F8E4B337A8C033C13A2A","Discovery only through 2020: both disjoint eras must be profitable; continuous PF at least 1.20; at least 60 continuous trades; DD at or below 5%; and nearby box, timing, reclaim, regime, and payoff shapes must support the result before opening 2021-2026."
"31","fbt_reclaim_strict","discovery_model1","Independent M15 failed-breakout trap discovery Model1","older_2015_2018","1","10000","outputs\independent_m15_failed_breakout_trap_discovery_model1_package\configs\031_fbt_reclaim_strict_older_2015_2018_m1.ini","outputs\independent_m15_failed_breakout_trap_discovery_model1_package\configs\031_fbt_reclaim_strict_older_2015_2018_m1.ini","fbt_reclaim_strict_older_2015_2018_m1","outputs\independent_m15_failed_breakout_trap_discovery_model1_package\reports_here\fbt_reclaim_strict_older_2015_2018_m1","02A0638E58DBFBEA22B214589C3814A8057A818B8EF80E3E228D34AA3EF0FE12","Discovery only through 2020: both disjoint eras must be profitable; continuous PF at least 1.20; at least 60 continuous trades; DD at or below 5%; and nearby box, timing, reclaim, regime, and payoff shapes must support the result before opening 2021-2026."
"32","fbt_reclaim_strict","discovery_model1","Independent M15 failed-breakout trap discovery Model1","discovery_2019_2020","1","10000","outputs\independent_m15_failed_breakout_trap_discovery_model1_package\configs\032_fbt_reclaim_strict_discovery_2019_2020_m1.ini","outputs\independent_m15_failed_breakout_trap_discovery_model1_package\configs\032_fbt_reclaim_strict_discovery_2019_2020_m1.ini","fbt_reclaim_strict_discovery_2019_2020_m1","outputs\independent_m15_failed_breakout_trap_discovery_model1_package\reports_here\fbt_reclaim_strict_discovery_2019_2020_m1","02A0638E58DBFBEA22B214589C3814A8057A818B8EF80E3E228D34AA3EF0FE12","Discovery only through 2020: both disjoint eras must be profitable; continuous PF at least 1.20; at least 60 continuous trades; DD at or below 5%; and nearby box, timing, reclaim, regime, and payoff shapes must support the result before opening 2021-2026."
"33","fbt_reclaim_strict","discovery_model1","Independent M15 failed-breakout trap discovery Model1","continuous_2015_2020","1","10000","outputs\independent_m15_failed_breakout_trap_discovery_model1_package\configs\033_fbt_reclaim_strict_continuous_2015_2020_m1.ini","outputs\independent_m15_failed_breakout_trap_discovery_model1_package\configs\033_fbt_reclaim_strict_continuous_2015_2020_m1.ini","fbt_reclaim_strict_continuous_2015_2020_m1","outputs\independent_m15_failed_breakout_trap_discovery_model1_package\reports_here\fbt_reclaim_strict_continuous_2015_2020_m1","02A0638E58DBFBEA22B214589C3814A8057A818B8EF80E3E228D34AA3EF0FE12","Discovery only through 2020: both disjoint eras must be profitable; continuous PF at least 1.20; at least 60 continuous trades; DD at or below 5%; and nearby box, timing, reclaim, regime, and payoff shapes must support the result before opening 2021-2026."
"34","fbt_break_volume","discovery_model1","Independent M15 failed-breakout trap discovery Model1","older_2015_2018","1","10000","outputs\independent_m15_failed_breakout_trap_discovery_model1_package\configs\034_fbt_break_volume_older_2015_2018_m1.ini","outputs\independent_m15_failed_breakout_trap_discovery_model1_package\configs\034_fbt_break_volume_older_2015_2018_m1.ini","fbt_break_volume_older_2015_2018_m1","outputs\independent_m15_failed_breakout_trap_discovery_model1_package\reports_here\fbt_break_volume_older_2015_2018_m1","B55B6EBBE9F3B90D3D40355BFAF8F1E22FCDC185577A8A37D6945BBF946FE8C2","Discovery only through 2020: both disjoint eras must be profitable; continuous PF at least 1.20; at least 60 continuous trades; DD at or below 5%; and nearby box, timing, reclaim, regime, and payoff shapes must support the result before opening 2021-2026."
"35","fbt_break_volume","discovery_model1","Independent M15 failed-breakout trap discovery Model1","discovery_2019_2020","1","10000","outputs\independent_m15_failed_breakout_trap_discovery_model1_package\configs\035_fbt_break_volume_discovery_2019_2020_m1.ini","outputs\independent_m15_failed_breakout_trap_discovery_model1_package\configs\035_fbt_break_volume_discovery_2019_2020_m1.ini","fbt_break_volume_discovery_2019_2020_m1","outputs\independent_m15_failed_breakout_trap_discovery_model1_package\reports_here\fbt_break_volume_discovery_2019_2020_m1","B55B6EBBE9F3B90D3D40355BFAF8F1E22FCDC185577A8A37D6945BBF946FE8C2","Discovery only through 2020: both disjoint eras must be profitable; continuous PF at least 1.20; at least 60 continuous trades; DD at or below 5%; and nearby box, timing, reclaim, regime, and payoff shapes must support the result before opening 2021-2026."
"36","fbt_break_volume","discovery_model1","Independent M15 failed-breakout trap discovery Model1","continuous_2015_2020","1","10000","outputs\independent_m15_failed_breakout_trap_discovery_model1_package\configs\036_fbt_break_volume_continuous_2015_2020_m1.ini","outputs\independent_m15_failed_breakout_trap_discovery_model1_package\configs\036_fbt_break_volume_continuous_2015_2020_m1.ini","fbt_break_volume_continuous_2015_2020_m1","outputs\independent_m15_failed_breakout_trap_discovery_model1_package\reports_here\fbt_break_volume_continuous_2015_2020_m1","B55B6EBBE9F3B90D3D40355BFAF8F1E22FCDC185577A8A37D6945BBF946FE8C2","Discovery only through 2020: both disjoint eras must be profitable; continuous PF at least 1.20; at least 60 continuous trades; DD at or below 5%; and nearby box, timing, reclaim, regime, and payoff shapes must support the result before opening 2021-2026."
