"QueueRank","Candidate","Phase","PhaseLabel","Window","Model","Deposit","PackageConfig","SourceConfig","ExpectedReportName","ReportDestination","ProfileSha256","StopRule","OriginalQueueRank"
"3","aer_center","discovery_model1","Independent M15 ADR-exhaustion reversion discovery Model1","discovery_2019_2020","1","10000","outputs\independent_m15_adr_exhaustion_reversion_discovery_model1_package\configs\002_aer_center_discovery_2019_2020_m1.ini","outputs\independent_m15_adr_exhaustion_reversion_discovery_model1_package\configs\002_aer_center_discovery_2019_2020_m1.ini","aer_center_discovery_2019_2020_m1","outputs\independent_m15_adr_exhaustion_reversion_discovery_model1_package\reports_here\aer_center_discovery_2019_2020_m1","375EE7C0FF94F285AB1B69CF2381F4393B7330FD97E70098CF5A346ABC3E2FB0","Discovery only: both disjoint eras must be positive; continuous PF >= 1.20, trades >= 80, DD <= 3%, positive payoff and return/DD >= 1.0, with an adjacent one-factor shape passing before opening 2021-2026.","2"
"6","aer_adr075","discovery_model1","Independent M15 ADR-exhaustion reversion discovery Model1","discovery_2019_2020","1","10000","outputs\independent_m15_adr_exhaustion_reversion_discovery_model1_package\configs\005_aer_adr075_discovery_2019_2020_m1.ini","outputs\independent_m15_adr_exhaustion_reversion_discovery_model1_package\configs\005_aer_adr075_discovery_2019_2020_m1.ini","aer_adr075_discovery_2019_2020_m1","outputs\independent_m15_adr_exhaustion_reversion_discovery_model1_package\reports_here\aer_adr075_discovery_2019_2020_m1","11951BB57A4584A1D883C808DD43DDEA37D1FAD18A440D1CA6DE5A019A7DF870","Discovery only: both disjoint eras must be positive; continuous PF >= 1.20, trades >= 80, DD <= 3%, positive payoff and return/DD >= 1.0, with an adjacent one-factor shape passing before opening 2021-2026.","5"
"9","aer_adr095","discovery_model1","Independent M15 ADR-exhaustion reversion discovery Model1","discovery_2019_2020","1","10000","outputs\independent_m15_adr_exhaustion_reversion_discovery_model1_package\configs\008_aer_adr095_discovery_2019_2020_m1.ini","outputs\independent_m15_adr_exhaustion_reversion_discovery_model1_package\configs\008_aer_adr095_discovery_2019_2020_m1.ini","aer_adr095_discovery_2019_2020_m1","outputs\independent_m15_adr_exhaustion_reversion_discovery_model1_package\reports_here\aer_adr095_discovery_2019_2020_m1","FE9A34C575ACED38AA03B3AB1F9C932662D58E468DADE8A9F2248E40302ABE11","Discovery only: both disjoint eras must be positive; continuous PF >= 1.20, trades >= 80, DD <= 3%, positive payoff and return/DD >= 1.0, with an adjacent one-factor shape passing before opening 2021-2026.","8"
"12","aer_move045","discovery_model1","Independent M15 ADR-exhaustion reversion discovery Model1","discovery_2019_2020","1","10000","outputs\independent_m15_adr_exhaustion_reversion_discovery_model1_package\configs\011_aer_move045_discovery_2019_2020_m1.ini","outputs\independent_m15_adr_exhaustion_reversion_discovery_model1_package\configs\011_aer_move045_discovery_2019_2020_m1.ini","aer_move045_discovery_2019_2020_m1","outputs\independent_m15_adr_exhaustion_reversion_discovery_model1_package\reports_here\aer_move045_discovery_2019_2020_m1","1155AEC53D958AD1390227C28ECE502DD4105D559F718EA53DA8E93209485E5C","Discovery only: both disjoint eras must be positive; continuous PF >= 1.20, trades >= 80, DD <= 3%, positive payoff and return/DD >= 1.0, with an adjacent one-factor shape passing before opening 2021-2026.","11"
"15","aer_move065","discovery_model1","Independent M15 ADR-exhaustion reversion discovery Model1","discovery_2019_2020","1","10000","outputs\independent_m15_adr_exhaustion_reversion_discovery_model1_package\configs\014_aer_move065_discovery_2019_2020_m1.ini","outputs\independent_m15_adr_exhaustion_reversion_discovery_model1_package\configs\014_aer_move065_discovery_2019_2020_m1.ini","aer_move065_discovery_2019_2020_m1","outputs\independent_m15_adr_exhaustion_reversion_discovery_model1_package\reports_here\aer_move065_discovery_2019_2020_m1","ED9B6C09E10A6963C78AC32A74D1F1F22C2F086501099C520B5119C027B0F073","Discovery only: both disjoint eras must be positive; continuous PF >= 1.20, trades >= 80, DD <= 3%, positive payoff and return/DD >= 1.0, with an adjacent one-factor shape passing before opening 2021-2026.","14"
"18","aer_vol000","discovery_model1","Independent M15 ADR-exhaustion reversion discovery Model1","discovery_2019_2020","1","10000","outputs\independent_m15_adr_exhaustion_reversion_discovery_model1_package\configs\017_aer_vol000_discovery_2019_2020_m1.ini","outputs\independent_m15_adr_exhaustion_reversion_discovery_model1_package\configs\017_aer_vol000_discovery_2019_2020_m1.ini","aer_vol000_discovery_2019_2020_m1","outputs\independent_m15_adr_exhaustion_reversion_discovery_model1_package\reports_here\aer_vol000_discovery_2019_2020_m1","33AAC0D403064811F343BC218C56D961E948FEFB8B66085E611AF70965E2B531","Discovery only: both disjoint eras must be positive; continuous PF >= 1.20, trades >= 80, DD <= 3%, positive payoff and return/DD >= 1.0, with an adjacent one-factor shape passing before opening 2021-2026.","17"
"21","aer_vol110","discovery_model1","Independent M15 ADR-exhaustion reversion discovery Model1","discovery_2019_2020","1","10000","outputs\independent_m15_adr_exhaustion_reversion_discovery_model1_package\configs\020_aer_vol110_discovery_2019_2020_m1.ini","outputs\independent_m15_adr_exhaustion_reversion_discovery_model1_package\configs\020_aer_vol110_discovery_2019_2020_m1.ini","aer_vol110_discovery_2019_2020_m1","outputs\independent_m15_adr_exhaustion_reversion_discovery_model1_package\reports_here\aer_vol110_discovery_2019_2020_m1","CF183259E1808E757535AFB450449399E8D8158080309B04E1D782C62E659BE6","Discovery only: both disjoint eras must be positive; continuous PF >= 1.20, trades >= 80, DD <= 3%, positive payoff and return/DD >= 1.0, with an adjacent one-factor shape passing before opening 2021-2026.","20"
"24","aer_adx28","discovery_model1","Independent M15 ADR-exhaustion reversion discovery Model1","discovery_2019_2020","1","10000","outputs\independent_m15_adr_exhaustion_reversion_discovery_model1_package\configs\023_aer_adx28_discovery_2019_2020_m1.ini","outputs\independent_m15_adr_exhaustion_reversion_discovery_model1_package\configs\023_aer_adx28_discovery_2019_2020_m1.ini","aer_adx28_discovery_2019_2020_m1","outputs\independent_m15_adr_exhaustion_reversion_discovery_model1_package\reports_here\aer_adx28_discovery_2019_2020_m1","9245D79535FCF3D7D7869D0C15F02B3E0E2BE5DD760462B9315DFBA4BB7AAF54","Discovery only: both disjoint eras must be positive; continuous PF >= 1.20, trades >= 80, DD <= 3%, positive payoff and return/DD >= 1.0, with an adjacent one-factor shape passing before opening 2021-2026.","23"
"27","aer_adx36","discovery_model1","Independent M15 ADR-exhaustion reversion discovery Model1","discovery_2019_2020","1","10000","outputs\independent_m15_adr_exhaustion_reversion_discovery_model1_package\configs\026_aer_adx36_discovery_2019_2020_m1.ini","outputs\independent_m15_adr_exhaustion_reversion_discovery_model1_package\configs\026_aer_adx36_discovery_2019_2020_m1.ini","aer_adx36_discovery_2019_2020_m1","outputs\independent_m15_adr_exhaustion_reversion_discovery_model1_package\reports_here\aer_adx36_discovery_2019_2020_m1","60757FCCCBE6D889C7702E6C96447B7CAE6A9A7A17704036195E64D9BA1D6812","Discovery only: both disjoint eras must be positive; continuous PF >= 1.20, trades >= 80, DD <= 3%, positive payoff and return/DD >= 1.0, with an adjacent one-factor shape passing before opening 2021-2026.","26"
"30","aer_wick50","discovery_model1","Independent M15 ADR-exhaustion reversion discovery Model1","discovery_2019_2020","1","10000","outputs\independent_m15_adr_exhaustion_reversion_discovery_model1_package\configs\029_aer_wick50_discovery_2019_2020_m1.ini","outputs\independent_m15_adr_exhaustion_reversion_discovery_model1_package\configs\029_aer_wick50_discovery_2019_2020_m1.ini","aer_wick50_discovery_2019_2020_m1","outputs\independent_m15_adr_exhaustion_reversion_discovery_model1_package\reports_here\aer_wick50_discovery_2019_2020_m1","D68DED07EC13503D661F76296CF3C48D2D833A6B3B203F3F9E0BAD54599D878B","Discovery only: both disjoint eras must be positive; continuous PF >= 1.20, trades >= 80, DD <= 3%, positive payoff and return/DD >= 1.0, with an adjacent one-factor shape passing before opening 2021-2026.","29"
