Profile,StressRPerTrade,Year,Trades,NetProfit,StartingBalance,EndingBalance,ReturnPercent
dd_0.05_rv_0.50_mom_0.10,0.05,2019,39,-100.53,10975.68,10875.15,-0.916
dd_0.05_rv_0.50_mom_0.10,0.05,2020,35,-69.84,10875.15,10805.31,-0.642
dd_0.05_rv_0.50_mom_0.10,0.05,2021,37,501.9,10805.31,11307.21,4.645
dd_0.05_rv_0.50_mom_0.10,0.05,2022,43,66.65,11307.21,11373.86,0.589
dd_0.05_rv_0.50_mom_0.10,0.05,2023,46,204.61,11373.86,11578.47,1.799
dd_0.05_rv_0.50_mom_0.10,0.05,2024,35,107.23,11578.47,11685.7,0.926
dd_0.05_rv_0.50_mom_0.10,0.05,2025,7,-7.18,11685.7,11678.52,-0.061
dd_0.05_rv_0.50_mom_0.10,0.05,2026,2,302.12,11678.52,11980.64,2.587
dd_0.05_rv_0.50_mom_0.10,0.1,2015,22,237.99,10000.0,10237.99,2.38
dd_0.05_rv_0.50_mom_0.10,0.1,2016,40,281.11,10237.99,10519.1,2.746
dd_0.05_rv_0.50_mom_0.10,0.1,2017,53,17.06,10519.1,10536.16,0.162
dd_0.05_rv_0.50_mom_0.10,0.1,2018,54,314.8,10536.16,10850.96,2.988
dd_0.05_rv_0.50_mom_0.10,0.1,2019,39,-120.88,10850.96,10730.08,-1.114
dd_0.05_rv_0.50_mom_0.10,0.1,2020,35,-101.4,10730.08,10628.68,-0.945
dd_0.05_rv_0.50_mom_0.10,0.1,2021,37,459.69,10628.68,11088.37,4.325
dd_0.05_rv_0.50_mom_0.10,0.1,2022,43,38.94,11088.37,11127.31,0.351
dd_0.05_rv_0.50_mom_0.10,0.1,2023,46,166.86,11127.31,11294.17,1.5
dd_0.05_rv_0.50_mom_0.10,0.1,2024,35,74.42,11294.17,11368.59,0.659
dd_0.05_rv_0.50_mom_0.10,0.1,2025,7,-17.5,11368.59,11351.09,-0.154
dd_0.05_rv_0.50_mom_0.10,0.1,2026,2,287.9,11351.09,11638.99,2.536
dd_0.05_rv_0.50_mom_0.15,0.0,2015,22,305.35,10000.0,10305.35,3.054
dd_0.05_rv_0.50_mom_0.15,0.0,2016,40,353.67,10305.35,10659.02,3.432
dd_0.05_rv_0.50_mom_0.15,0.0,2017,53,144.1,10659.02,10803.12,1.352
dd_0.05_rv_0.50_mom_0.15,0.0,2018,54,458.48,10803.12,11261.6,4.244
dd_0.05_rv_0.50_mom_0.15,0.0,2019,39,-91.6,11261.6,11170.0,-0.813
dd_0.05_rv_0.50_mom_0.15,0.0,2020,35,5.4,11170.0,11175.4,0.048
dd_0.05_rv_0.50_mom_0.15,0.0,2021,37,515.27,11175.4,11690.67,4.611
dd_0.05_rv_0.50_mom_0.15,0.0,2022,43,71.95,11690.67,11762.62,0.615
dd_0.05_rv_0.50_mom_0.15,0.0,2023,46,236.25,11762.62,11998.87,2.008
dd_0.05_rv_0.50_mom_0.15,0.0,2024,35,213.72,11998.87,12212.59,1.781
dd_0.05_rv_0.50_mom_0.15,0.0,2025,7,17.47,12212.59,12230.06,0.143
dd_0.05_rv_0.50_mom_0.15,0.0,2026,2,322.58,12230.06,12552.64,2.638
dd_0.05_rv_0.50_mom_0.15,0.05,2015,22,281.74,10000.0,10281.74,2.817
dd_0.05_rv_0.50_mom_0.15,0.05,2016,40,319.5,10281.74,10601.24,3.107
dd_0.05_rv_0.50_mom_0.15,0.05,2017,53,93.22,10601.24,10694.46,0.879
dd_0.05_rv_0.50_mom_0.15,0.05,2018,54,401.43,10694.46,11095.89,3.754
dd_0.05_rv_0.50_mom_0.15,0.05,2019,39,-121.04,11095.89,10974.85,-1.091
dd_0.05_rv_0.50_mom_0.15,0.05,2020,35,-34.71,10974.85,10940.14,-0.316
dd_0.05_rv_0.50_mom_0.15,0.05,2021,37,462.88,10940.14,11403.02,4.231
dd_0.05_rv_0.50_mom_0.15,0.05,2022,43,33.27,11403.02,11436.29,0.292
dd_0.05_rv_0.50_mom_0.15,0.05,2023,46,184.93,11436.29,11621.22,1.617
dd_0.05_rv_0.50_mom_0.15,0.05,2024,35,168.04,11621.22,11789.26,1.446
dd_0.05_rv_0.50_mom_0.15,0.05,2025,7,5.06,11789.26,11794.32,0.043
dd_0.05_rv_0.50_mom_0.15,0.05,2026,2,305.12,11794.32,12099.44,2.587
dd_0.05_rv_0.50_mom_0.15,0.1,2015,22,258.18,10000.0,10258.18,2.582
dd_0.05_rv_0.50_mom_0.15,0.1,2016,40,285.58,10258.18,10543.76,2.784
dd_0.05_rv_0.50_mom_0.15,0.1,2017,53,43.11,10543.76,10586.87,0.409
dd_0.05_rv_0.50_mom_0.15,0.1,2018,54,345.71,10586.87,10932.58,3.265
dd_0.05_rv_0.50_mom_0.15,0.1,2019,39,-149.52,10932.58,10783.06,-1.368
dd_0.05_rv_0.50_mom_0.15,0.1,2020,35,-73.28,10783.06,10709.78,-0.68
dd_0.05_rv_0.50_mom_0.15,0.1,2021,37,412.6,10709.78,11122.38,3.853
dd_0.05_rv_0.50_mom_0.15,0.1,2022,43,-3.44,11122.38,11118.94,-0.031
dd_0.05_rv_0.50_mom_0.15,0.1,2023,46,136.44,11118.94,11255.38,1.227
dd_0.05_rv_0.50_mom_0.15,0.1,2024,35,125.13,11255.38,11380.51,1.112
dd_0.05_rv_0.50_mom_0.15,0.1,2025,7,-6.5,11380.51,11374.01,-0.057
dd_0.05_rv_0.50_mom_0.15,0.1,2026,2,288.48,11374.01,11662.49,2.536
dd_0.05_rv_0.50_mom_0.20,0.0,2015,22,334.38,10000.0,10334.38,3.344
dd_0.05_rv_0.50_mom_0.20,0.0,2016,40,376.68,10334.38,10711.06,3.645
dd_0.05_rv_0.50_mom_0.20,0.0,2017,53,193.13,10711.06,10904.19,1.803
dd_0.05_rv_0.50_mom_0.20,0.0,2018,54,518.88,10904.19,11423.07,4.759
dd_0.05_rv_0.50_mom_0.20,0.0,2019,39,-103.97,11423.07,11319.1,-0.91
dd_0.05_rv_0.50_mom_0.20,0.0,2020,35,49.25,11319.1,11368.35,0.435
dd_0.05_rv_0.50_mom_0.20,0.0,2021,37,483.86,11368.35,11852.21,4.256
dd_0.05_rv_0.50_mom_0.20,0.0,2022,43,47.65,11852.21,11899.86,0.402
dd_0.05_rv_0.50_mom_0.20,0.0,2023,46,228.09,11899.86,12127.95,1.917
dd_0.05_rv_0.50_mom_0.20,0.0,2024,35,287.48,12127.95,12415.43,2.37
dd_0.05_rv_0.50_mom_0.20,0.0,2025,7,31.67,12415.43,12447.1,0.255
dd_0.05_rv_0.50_mom_0.20,0.0,2026,2,328.31,12447.1,12775.41,2.638
dd_0.05_rv_0.50_mom_0.20,0.05,2015,22,306.33,10000.0,10306.33,3.063
dd_0.05_rv_0.50_mom_0.20,0.05,2016,40,333.11,10306.33,10639.44,3.232
dd_0.05_rv_0.50_mom_0.20,0.05,2017,53,130.57,10639.44,10770.01,1.227
dd_0.05_rv_0.50_mom_0.20,0.05,2018,54,446.82,10770.01,11216.83,4.149
dd_0.05_rv_0.50_mom_0.20,0.05,2019,39,-142.06,11216.83,11074.77,-1.266
dd_0.05_rv_0.50_mom_0.20,0.05,2020,35,1.02,11074.77,11075.79,0.009
dd_0.05_rv_0.50_mom_0.20,0.05,2021,37,422.87,11075.79,11498.66,3.818
dd_0.05_rv_0.50_mom_0.20,0.05,2022,43,-0.69,11498.66,11497.97,-0.006
dd_0.05_rv_0.50_mom_0.20,0.05,2023,46,164.91,11497.97,11662.88,1.434
dd_0.05_rv_0.50_mom_0.20,0.05,2024,35,229.42,11662.88,11892.3,1.967
dd_0.05_rv_0.50_mom_0.20,0.05,2025,7,17.52,11892.3,11909.82,0.147
dd_0.05_rv_0.50_mom_0.20,0.05,2026,2,308.1,11909.82,12217.92,2.587
dd_0.05_rv_0.50_mom_0.20,0.1,2015,22,278.35,10000.0,10278.35,2.784
dd_0.05_rv_0.50_mom_0.20,0.1,2016,40,289.92,10278.35,10568.27,2.821
dd_0.05_rv_0.50_mom_0.20,0.1,2017,53,69.16,10568.27,10637.43,0.654
dd_0.05_rv_0.50_mom_0.20,0.1,2018,54,376.82,10637.43,11014.25,3.542
dd_0.05_rv_0.50_mom_0.20,0.1,2019,39,-178.59,11014.25,10835.66,-1.621
dd_0.05_rv_0.50_mom_0.20,0.1,2020,35,-44.97,10835.66,10790.69,-0.415
dd_0.05_rv_0.50_mom_0.20,0.1,2021,37,364.89,10790.69,11155.58,3.382
dd_0.05_rv_0.50_mom_0.20,0.1,2022,43,-46.02,11155.58,11109.56,-0.413
dd_0.05_rv_0.50_mom_0.20,0.1,2023,15,133.13,11109.56,11242.69,1.198
dd_0.05_rv_0.50_mom_0.20,0.1,2024,9,-27.49,11242.69,11215.2,-0.245
dd_0.05_rv_0.50_mom_0.20,0.1,2025,4,-39.02,11215.2,11176.18,-0.348
dd_0.05_rv_0.50_mom_0.20,0.1,2026,2,283.47,11176.18,11459.65,2.536
dd_0.10_rv_0.35_mom_0.10,0.0,2015,22,221.08,10000.0,10221.08,2.211
dd_0.10_rv_0.35_mom_0.10,0.0,2016,40,268.23,10221.08,10489.31,2.624
dd_0.10_rv_0.35_mom_0.10,0.0,2017,53,50.58,10489.31,10539.89,0.482
dd_0.10_rv_0.35_mom_0.10,0.0,2018,54,328.6,10539.89,10868.49,3.118
dd_0.10_rv_0.35_mom_0.10,0.0,2019,39,-63.02,10868.49,10805.47,-0.58
dd_0.10_rv_0.35_mom_0.10,0.0,2020,35,29.0,10805.47,10834.47,0.268
dd_0.10_rv_0.35_mom_0.10,0.0,2021,37,330.76,10834.47,11165.23,3.053
dd_0.10_rv_0.35_mom_0.10,0.0,2022,43,48.91,11165.23,11214.14,0.438
dd_0.10_rv_0.35_mom_0.10,0.0,2023,46,143.1,11214.14,11357.24,1.276
dd_0.10_rv_0.35_mom_0.10,0.0,2024,35,173.59,11357.24,11530.83,1.528
dd_0.10_rv_0.35_mom_0.10,0.0,2025,7,36.73,11530.83,11567.56,0.319
dd_0.10_rv_0.35_mom_0.10,0.0,2026,2,213.2,11567.56,11780.76,1.843
dd_0.10_rv_0.35_mom_0.10,0.05,2015,22,204.78,10000.0,10204.78,2.048
dd_0.10_rv_0.35_mom_0.10,0.05,2016,40,244.31,10204.78,10449.09,2.394
dd_0.10_rv_0.35_mom_0.10,0.05,2017,53,14.75,10449.09,10463.84,0.141
dd_0.10_rv_0.35_mom_0.10,0.05,2018,54,290.49,10463.84,10754.33,2.776
dd_0.10_rv_0.35_mom_0.10,0.05,2019,39,-84.53,10754.33,10669.8,-0.786
dd_0.10_rv_0.35_mom_0.10,0.05,2020,35,0.61,10669.8,10670.41,0.006
dd_0.10_rv_0.35_mom_0.10,0.05,2021,37,295.9,10670.41,10966.31,2.773
dd_0.10_rv_0.35_mom_0.10,0.05,2022,43,21.65,10966.31,10987.96,0.197
dd_0.10_rv_0.35_mom_0.10,0.05,2023,46,109.12,10987.96,11097.08,0.993
dd_0.10_rv_0.35_mom_0.10,0.05,2024,35,142.9,11097.08,11239.98,1.288
dd_0.10_rv_0.35_mom_0.10,0.05,2025,7,27.63,11239.98,11267.61,0.246
dd_0.10_rv_0.35_mom_0.10,0.05,2026,2,203.69,11267.61,11471.3,1.808
dd_0.10_rv_0.35_mom_0.10,0.1,2015,22,188.5,10000.0,10188.5,1.885
dd_0.10_rv_0.35_mom_0.10,0.1,2016,40,220.52,10188.5,10409.02,2.164
dd_0.10_rv_0.35_mom_0.10,0.1,2017,53,-20.69,10409.02,10388.33,-0.199
dd_0.10_rv_0.35_mom_0.10,0.1,2018,54,253.02,10388.33,10641.35,2.436
dd_0.10_rv_0.35_mom_0.10,0.1,2019,39,-105.53,10641.35,10535.82,-0.992
dd_0.10_rv_0.35_mom_0.10,0.1,2020,35,-27.01,10535.82,10508.81,-0.256
dd_0.10_rv_0.35_mom_0.10,0.1,2021,37,262.09,10508.81,10770.9,2.494
dd_0.10_rv_0.35_mom_0.10,0.1,2022,43,-4.59,10770.9,10766.31,-0.043
dd_0.10_rv_0.35_mom_0.10,0.1,2023,46,76.54,10766.31,10842.85,0.711
dd_0.10_rv_0.35_mom_0.10,0.1,2024,35,113.58,10842.85,10956.43,1.048
dd_0.10_rv_0.35_mom_0.10,0.1,2025,7,18.98,10956.43,10975.41,0.173
dd_0.10_rv_0.35_mom_0.10,0.1,2026,2,194.53,10975.41,11169.94,1.772
dd_0.10_rv_0.35_mom_0.15,0.0,2015,22,249.94,10000.0,10249.94,2.499
dd_0.10_rv_0.35_mom_0.15,0.0,2016,40,290.77,10249.94,10540.71,2.837
dd_0.10_rv_0.35_mom_0.15,0.0,2017,53,98.17,10540.71,10638.88,0.931
dd_0.10_rv_0.35_mom_0.15,0.0,2018,54,385.91,10638.88,11024.79,3.627
dd_0.10_rv_0.35_mom_0.15,0.0,2019,39,-74.51,11024.79,10950.28,-0.676
dd_0.10_rv_0.35_mom_0.15,0.0,2020,35,71.98,10950.28,11022.26,0.657
dd_0.10_rv_0.35_mom_0.15,0.0,2021,37,298.08,11022.26,11320.34,2.704
dd_0.10_rv_0.35_mom_0.15,0.0,2022,43,25.58,11320.34,11345.92,0.226
dd_0.10_rv_0.35_mom_0.15,0.0,2023,46,134.58,11345.92,11480.5,1.186
dd_0.10_rv_0.35_mom_0.15,0.0,2024,35,243.1,11480.5,11723.6,2.118
dd_0.10_rv_0.35_mom_0.15,0.0,2025,7,50.48,11723.6,11774.08,0.431
dd_0.10_rv_0.35_mom_0.15,0.0,2026,2,217.0,11774.08,11991.08,1.843
dd_0.10_rv_0.35_mom_0.15,0.05,2015,22,229.25,10000.0,10229.25,2.292
dd_0.10_rv_0.35_mom_0.15,0.05,2016,40,257.68,10229.25,10486.93,2.519
dd_0.10_rv_0.35_mom_0.15,0.05,2017,53,51.2,10486.93,10538.13,0.488
dd_0.10_rv_0.35_mom_0.15,0.05,2018,54,333.86,10538.13,10871.99,3.168
dd_0.10_rv_0.35_mom_0.15,0.05,2019,39,-104.49,10871.99,10767.5,-0.961
dd_0.10_rv_0.35_mom_0.15,0.05,2020,35,35.91,10767.5,10803.41,0.334
dd_0.10_rv_0.35_mom_0.15,0.05,2021,37,255.67,10803.41,11059.08,2.367
dd_0.10_rv_0.35_mom_0.15,0.05,2022,43,-10.96,11059.08,11048.12,-0.099
dd_0.10_rv_0.35_mom_0.15,0.05,2023,46,89.78,11048.12,11137.9,0.813
dd_0.10_rv_0.35_mom_0.15,0.05,2024,35,201.52,11137.9,11339.42,1.809
dd_0.10_rv_0.35_mom_0.15,0.05,2025,7,39.72,11339.42,11379.14,0.35
dd_0.10_rv_0.35_mom_0.15,0.05,2026,2,205.7,11379.14,11584.84,1.808
dd_0.10_rv_0.35_mom_0.15,0.1,2015,22,208.59,10000.0,10208.59,2.086
dd_0.10_rv_0.35_mom_0.15,0.1,2016,40,224.82,10208.59,10433.41,2.202
dd_0.10_rv_0.35_mom_0.15,0.1,2017,53,4.91,10433.41,10438.32,0.047
dd_0.10_rv_0.35_mom_0.15,0.1,2018,54,282.98,10438.32,10721.3,2.711
dd_0.10_rv_0.35_mom_0.15,0.1,2019,39,-133.53,10721.3,10587.77,-1.245
dd_0.10_rv_0.35_mom_0.15,0.1,2020,35,1.13,10587.77,10588.9,0.011
dd_0.10_rv_0.35_mom_0.15,0.1,2021,37,214.94,10588.9,10803.84,2.03
dd_0.10_rv_0.35_mom_0.15,0.1,2022,43,-45.72,10803.84,10758.12,-0.423
dd_0.10_rv_0.35_mom_0.15,0.1,2023,46,47.39,10758.12,10805.51,0.441
dd_0.10_rv_0.35_mom_0.15,0.1,2024,35,162.3,10805.51,10967.81,1.502
dd_0.10_rv_0.35_mom_0.15,0.1,2025,7,29.63,10967.81,10997.44,0.27
dd_0.10_rv_0.35_mom_0.15,0.1,2026,2,194.92,10997.44,11192.36,1.772
dd_0.10_rv_0.35_mom_0.20,0.0,2015,22,278.82,10000.0,10278.82,2.788
dd_0.10_rv_0.35_mom_0.20,0.0,2016,40,313.33,10278.82,10592.15,3.048
dd_0.10_rv_0.35_mom_0.20,0.0,2017,53,146.23,10592.15,10738.38,1.381
dd_0.10_rv_0.35_mom_0.20,0.0,2018,54,444.33,10738.38,11182.71,4.138
dd_0.10_rv_0.35_mom_0.20,0.0,2019,39,-86.4,11182.71,11096.31,-0.773
dd_0.10_rv_0.35_mom_0.20,0.0,2020,35,116.09,11096.31,11212.4,1.046
dd_0.10_rv_0.35_mom_0.20,0.0,2021,37,264.19,11212.4,11476.59,2.356
dd_0.10_rv_0.35_mom_0.20,0.0,2022,43,1.53,11476.59,11478.12,0.013
dd_0.10_rv_0.35_mom_0.20,0.0,2023,46,125.69,11478.12,11603.81,1.095
dd_0.10_rv_0.35_mom_0.20,0.0,2024,35,314.3,11603.81,11918.11,2.709
dd_0.10_rv_0.35_mom_0.20,0.0,2025,7,64.66,11918.11,11982.77,0.543
dd_0.10_rv_0.35_mom_0.20,0.0,2026,2,220.85,11982.77,12203.62,1.843
dd_0.10_rv_0.35_mom_0.20,0.05,2015,22,253.72,10000.0,10253.72,2.537
dd_0.10_rv_0.35_mom_0.20,0.05,2016,40,270.98,10253.72,10524.7,2.643
dd_0.10_rv_0.35_mom_0.20,0.05,2017,53,87.85,10524.7,10612.55,0.835
dd_0.10_rv_0.35_mom_0.20,0.05,2018,54,377.81,10612.55,10990.36,3.56
dd_0.10_rv_0.35_mom_0.20,0.05,2019,39,-124.93,10990.36,10865.43,-1.137
dd_0.10_rv_0.35_mom_0.20,0.05,2020,35,71.8,10865.43,10937.23,0.661
dd_0.10_rv_0.35_mom_0.20,0.05,2021,37,214.47,10937.23,11151.7,1.961
dd_0.10_rv_0.35_mom_0.20,0.05,2022,43,-44.14,11151.7,11107.56,-0.396
dd_0.10_rv_0.35_mom_0.20,0.05,2023,46,70.12,11107.56,11177.68,0.631
dd_0.10_rv_0.35_mom_0.20,0.05,2024,35,260.69,11177.68,11438.37,2.332
dd_0.10_rv_0.35_mom_0.20,0.05,2025,7,52.02,11438.37,11490.39,0.455
dd_0.10_rv_0.35_mom_0.20,0.05,2026,2,207.72,11490.39,11698.11,1.808
dd_0.10_rv_0.35_mom_0.20,0.1,2015,22,228.67,10000.0,10228.67,2.287
dd_0.10_rv_0.35_mom_0.20,0.1,2016,40,228.99,10228.67,10457.66,2.239
dd_0.10_rv_0.35_mom_0.20,0.1,2017,53,30.5,10457.66,10488.16,0.292
dd_0.10_rv_0.35_mom_0.20,0.1,2018,54,313.11,10488.16,10801.27,2.985
dd_0.10_rv_0.35_mom_0.20,0.1,2019,39,-161.97,10801.27,10639.3,-1.5
dd_0.10_rv_0.35_mom_0.20,0.1,2020,35,29.46,10639.3,10668.76,0.277
dd_0.10_rv_0.35_mom_0.20,0.1,2021,37,167.19,10668.76,10835.95,1.567
dd_0.10_rv_0.35_mom_0.20,0.1,2022,43,-87.04,10835.95,10748.91,-0.803
dd_0.10_rv_0.35_mom_0.20,0.1,2023,21,23.07,10748.91,10771.98,0.215
dd_0.10_rv_0.35_mom_0.20,0.1,2024,9,15.16,10771.98,10787.14,0.141
dd_0.10_rv_0.35_mom_0.20,0.1,2025,4,-2.25,10787.14,10784.89,-0.021
dd_0.10_rv_0.35_mom_0.20,0.1,2026,2,191.15,10784.89,10976.04,1.772
dd_0.10_rv_0.40_mom_0.10,0.0,2015,22,242.21,10000.0,10242.21,2.422
dd_0.10_rv_0.40_mom_0.10,0.0,2016,40,295.64,10242.21,10537.85,2.886
dd_0.10_rv_0.40_mom_0.10,0.0,2017,53,54.12,10537.85,10591.97,0.514
dd_0.10_rv_0.40_mom_0.10,0.0,2018,54,357.59,10591.97,10949.56,3.376
dd_0.10_rv_0.40_mom_0.10,0.0,2019,39,-69.08,10949.56,10880.48,-0.631
dd_0.10_rv_0.40_mom_0.10,0.0,2020,35,14.62,10880.48,10895.1,0.134
dd_0.10_rv_0.40_mom_0.10,0.0,2021,37,396.15,10895.1,11291.25,3.636
dd_0.10_rv_0.40_mom_0.10,0.0,2022,43,63.65,11291.25,11354.9,0.564
dd_0.10_rv_0.40_mom_0.10,0.0,2023,46,171.93,11354.9,11526.83,1.514
dd_0.10_rv_0.40_mom_0.10,0.0,2024,35,173.34,11526.83,11700.17,1.504
dd_0.10_rv_0.40_mom_0.10,0.0,2025,7,32.89,11700.17,11733.06,0.281
dd_0.10_rv_0.40_mom_0.10,0.0,2026,2,247.29,11733.06,11980.35,2.108
dd_0.10_rv_0.40_mom_0.10,0.05,2015,22,224.86,10000.0,10224.86,2.249
dd_0.10_rv_0.40_mom_0.10,0.05,2016,40,271.03,10224.86,10495.89,2.651
dd_0.10_rv_0.40_mom_0.10,0.05,2017,53,16.52,10495.89,10512.41,0.157
dd_0.10_rv_0.40_mom_0.10,0.05,2018,54,317.57,10512.41,10829.98,3.021
dd_0.10_rv_0.40_mom_0.10,0.05,2019,39,-90.91,10829.98,10739.07,-0.839
dd_0.10_rv_0.40_mom_0.10,0.05,2020,35,-15.63,10739.07,10723.44,-0.146
dd_0.10_rv_0.40_mom_0.10,0.05,2021,37,357.83,10723.44,11081.27,3.337
dd_0.10_rv_0.40_mom_0.10,0.05,2022,43,35.22,11081.27,11116.49,0.318
dd_0.10_rv_0.40_mom_0.10,0.05,2023,46,135.68,11116.49,11252.17,1.221
dd_0.10_rv_0.40_mom_0.10,0.05,2024,35,140.71,11252.17,11392.88,1.251
dd_0.10_rv_0.40_mom_0.10,0.05,2025,7,22.89,11392.88,11415.77,0.201
dd_0.10_rv_0.40_mom_0.10,0.05,2026,2,235.98,11415.77,11651.75,2.067
dd_0.10_rv_0.40_mom_0.10,0.1,2015,22,207.54,10000.0,10207.54,2.075
dd_0.10_rv_0.40_mom_0.10,0.1,2016,40,246.56,10207.54,10454.1,2.415
dd_0.10_rv_0.40_mom_0.10,0.1,2017,53,-20.65,10454.1,10433.45,-0.198
dd_0.10_rv_0.40_mom_0.10,0.1,2018,54,278.24,10433.45,10711.69,2.667
dd_0.10_rv_0.40_mom_0.10,0.1,2019,39,-112.21,10711.69,10599.48,-1.048
dd_0.10_rv_0.40_mom_0.10,0.1,2020,35,-45.01,10599.48,10554.47,-0.425
dd_0.10_rv_0.40_mom_0.10,0.1,2021,37,320.69,10554.47,10875.16,3.038
dd_0.10_rv_0.40_mom_0.10,0.1,2022,43,7.88,10875.16,10883.04,0.072
dd_0.10_rv_0.40_mom_0.10,0.1,2023,46,100.96,10883.04,10984.0,0.928
dd_0.10_rv_0.40_mom_0.10,0.1,2024,35,109.59,10984.0,11093.59,0.998
dd_0.10_rv_0.40_mom_0.10,0.1,2025,7,13.4,11093.59,11106.99,0.121
dd_0.10_rv_0.40_mom_0.10,0.1,2026,2,225.11,11106.99,11332.1,2.027
dd_0.10_rv_0.40_mom_0.15,0.0,2015,22,271.13,10000.0,10271.13,2.711
dd_0.10_rv_0.40_mom_0.15,0.0,2016,40,318.36,10271.13,10589.49,3.1
dd_0.10_rv_0.40_mom_0.15,0.0,2017,53,101.95,10589.49,10691.44,0.963
dd_0.10_rv_0.40_mom_0.15,0.0,2018,54,415.58,10691.44,11107.02,3.887
dd_0.10_rv_0.40_mom_0.15,0.0,2019,39,-80.73,11107.02,11026.29,-0.727
dd_0.10_rv_0.40_mom_0.15,0.0,2020,35,57.64,11026.29,11083.93,0.523
dd_0.10_rv_0.40_mom_0.15,0.0,2021,37,364.17,11083.93,11448.1,3.286
dd_0.10_rv_0.40_mom_0.15,0.0,2022,43,40.22,11448.1,11488.32,0.351
dd_0.10_rv_0.40_mom_0.15,0.0,2023,46,163.6,11488.32,11651.92,1.424
dd_0.10_rv_0.40_mom_0.15,0.0,2024,35,243.85,11651.92,11895.77,2.093
dd_0.10_rv_0.40_mom_0.15,0.0,2025,7,46.76,11895.77,11942.53,0.393
dd_0.10_rv_0.40_mom_0.15,0.0,2026,2,251.7,11942.53,12194.23,2.108
dd_0.10_rv_0.40_mom_0.15,0.05,2015,22,249.38,10000.0,10249.38,2.494
dd_0.10_rv_0.40_mom_0.15,0.05,2016,40,284.52,10249.38,10533.9,2.776
dd_0.10_rv_0.40_mom_0.15,0.05,2017,53,53.14,10533.9,10587.04,0.504
dd_0.10_rv_0.40_mom_0.15,0.05,2018,54,361.43,10587.04,10948.47,3.414
dd_0.10_rv_0.40_mom_0.15,0.05,2019,39,-111.07,10948.47,10837.4,-1.014
dd_0.10_rv_0.40_mom_0.15,0.05,2020,35,19.7,10837.4,10857.1,0.182
dd_0.10_rv_0.40_mom_0.15,0.05,2021,37,317.91,10857.1,11175.01,2.928
dd_0.10_rv_0.40_mom_0.15,0.05,2022,43,2.33,11175.01,11177.34,0.021
dd_0.10_rv_0.40_mom_0.15,0.05,2023,46,116.2,11177.34,11293.54,1.04
dd_0.10_rv_0.40_mom_0.15,0.05,2024,35,200.11,11293.54,11493.65,1.772
dd_0.10_rv_0.40_mom_0.15,0.05,2025,7,35.1,11493.65,11528.75,0.305
dd_0.10_rv_0.40_mom_0.15,0.05,2026,2,238.32,11528.75,11767.07,2.067
dd_0.10_rv_0.40_mom_0.15,0.1,2015,22,227.67,10000.0,10227.67,2.277
dd_0.10_rv_0.40_mom_0.15,0.1,2016,40,250.92,10227.67,10478.59,2.453
dd_0.10_rv_0.40_mom_0.15,0.1,2017,53,5.06,10478.59,10483.65,0.048
dd_0.10_rv_0.40_mom_0.15,0.1,2018,54,308.52,10483.65,10792.17,2.943
dd_0.10_rv_0.40_mom_0.15,0.1,2019,39,-140.43,10792.17,10651.74,-1.301
dd_0.10_rv_0.40_mom_0.15,0.1,2020,35,-16.84,10651.74,10634.9,-0.158
dd_0.10_rv_0.40_mom_0.15,0.1,2021,37,273.52,10634.9,10908.42,2.572
dd_0.10_rv_0.40_mom_0.15,0.1,2022,43,-33.66,10908.42,10874.76,-0.309
dd_0.10_rv_0.40_mom_0.15,0.1,2023,46,71.41,10874.76,10946.17,0.657
dd_0.10_rv_0.40_mom_0.15,0.1,2024,35,158.94,10946.17,11105.11,1.452
dd_0.10_rv_0.40_mom_0.15,0.1,2025,7,24.17,11105.11,11129.28,0.218
dd_0.10_rv_0.40_mom_0.15,0.1,2026,2,225.57,11129.28,11354.85,2.027
dd_0.10_rv_0.40_mom_0.20,0.0,2015,22,300.07,10000.0,10300.07,3.001
dd_0.10_rv_0.40_mom_0.20,0.0,2016,40,341.1,10300.07,10641.17,3.312
dd_0.10_rv_0.40_mom_0.20,0.0,2017,53,150.27,10641.17,10791.44,1.412
dd_0.10_rv_0.40_mom_0.20,0.0,2018,54,474.71,10791.44,11266.15,4.399
dd_0.10_rv_0.40_mom_0.20,0.0,2019,39,-92.79,11266.15,11173.36,-0.824
dd_0.10_rv_0.40_mom_0.20,0.0,2020,35,101.79,11173.36,11275.15,0.911
dd_0.10_rv_0.40_mom_0.20,0.0,2021,37,330.99,11275.15,11606.14,2.936
dd_0.10_rv_0.40_mom_0.20,0.0,2022,43,16.07,11606.14,11622.21,0.138
dd_0.10_rv_0.40_mom_0.20,0.0,2023,46,154.89,11622.21,11777.1,1.333
dd_0.10_rv_0.40_mom_0.20,0.0,2024,35,316.06,11777.1,12093.16,2.684
dd_0.10_rv_0.40_mom_0.20,0.0,2025,7,61.08,12093.16,12154.24,0.505
dd_0.10_rv_0.40_mom_0.20,0.0,2026,2,256.16,12154.24,12410.4,2.108
dd_0.10_rv_0.40_mom_0.20,0.05,2015,22,273.9,10000.0,10273.9,2.739
dd_0.10_rv_0.40_mom_0.20,0.05,2016,40,297.94,10273.9,10571.84,2.9
dd_0.10_rv_0.40_mom_0.20,0.05,2017,53,89.97,10571.84,10661.81,0.851
dd_0.10_rv_0.40_mom_0.20,0.05,2018,54,405.88,10661.81,11067.69,3.807
