Profile,StressRPerTrade,Year,Trades,NetProfit,StartingBalance,EndingBalance,ReturnPercent
dd_0.10_rv_0.40_mom_0.20,0.05,2019,39,-131.71,11067.69,10935.98,-1.19
dd_0.10_rv_0.40_mom_0.20,0.05,2020,35,55.62,10935.98,10991.6,0.509
dd_0.10_rv_0.40_mom_0.20,0.05,2021,37,277.02,10991.6,11268.62,2.52
dd_0.10_rv_0.40_mom_0.20,0.05,2022,43,-31.12,11268.62,11237.5,-0.276
dd_0.10_rv_0.40_mom_0.20,0.05,2023,46,96.4,11237.5,11333.9,0.858
dd_0.10_rv_0.40_mom_0.20,0.05,2024,35,260.07,11333.9,11593.97,2.295
dd_0.10_rv_0.40_mom_0.20,0.05,2025,7,47.51,11593.97,11641.48,0.41
dd_0.10_rv_0.40_mom_0.20,0.05,2026,2,240.65,11641.48,11882.13,2.067
dd_0.10_rv_0.40_mom_0.20,0.1,2015,22,247.79,10000.0,10247.79,2.478
dd_0.10_rv_0.40_mom_0.20,0.1,2016,40,255.16,10247.79,10502.95,2.49
dd_0.10_rv_0.40_mom_0.20,0.1,2017,53,30.76,10502.95,10533.71,0.293
dd_0.10_rv_0.40_mom_0.20,0.1,2018,54,338.98,10533.71,10872.69,3.218
dd_0.10_rv_0.40_mom_0.20,0.1,2019,39,-169.08,10872.69,10703.61,-1.555
dd_0.10_rv_0.40_mom_0.20,0.1,2020,35,11.53,10703.61,10715.14,0.108
dd_0.10_rv_0.40_mom_0.20,0.1,2021,37,225.72,10715.14,10940.86,2.107
dd_0.10_rv_0.40_mom_0.20,0.1,2022,43,-75.39,10940.86,10865.47,-0.689
dd_0.10_rv_0.40_mom_0.20,0.1,2023,21,46.75,10865.47,10912.22,0.43
dd_0.10_rv_0.40_mom_0.20,0.1,2024,9,9.98,10912.22,10922.2,0.091
dd_0.10_rv_0.40_mom_0.20,0.1,2025,4,-7.99,10922.2,10914.21,-0.073
dd_0.10_rv_0.40_mom_0.20,0.1,2026,2,221.21,10914.21,11135.42,2.027
dd_0.10_rv_0.45_mom_0.10,0.0,2015,22,263.33,10000.0,10263.33,2.633
dd_0.10_rv_0.45_mom_0.10,0.0,2016,40,323.2,10263.33,10586.53,3.149
dd_0.10_rv_0.45_mom_0.10,0.0,2017,53,57.64,10586.53,10644.17,0.544
dd_0.10_rv_0.45_mom_0.10,0.0,2018,54,386.87,10644.17,11031.04,3.635
dd_0.10_rv_0.45_mom_0.10,0.0,2019,39,-75.23,11031.04,10955.81,-0.682
dd_0.10_rv_0.45_mom_0.10,0.0,2020,35,-0.0,10955.81,10955.81,-0.0
dd_0.10_rv_0.45_mom_0.10,0.0,2021,37,462.49,10955.81,11418.3,4.221
dd_0.10_rv_0.45_mom_0.10,0.0,2022,43,78.69,11418.3,11496.99,0.689
dd_0.10_rv_0.45_mom_0.10,0.0,2023,46,201.48,11496.99,11698.47,1.752
dd_0.10_rv_0.45_mom_0.10,0.0,2024,35,172.99,11698.47,11871.46,1.479
dd_0.10_rv_0.45_mom_0.10,0.0,2025,7,28.91,11871.46,11900.37,0.244
dd_0.10_rv_0.45_mom_0.10,0.0,2026,2,282.33,11900.37,12182.7,2.372
dd_0.10_rv_0.45_mom_0.10,0.05,2015,22,244.93,10000.0,10244.93,2.449
dd_0.10_rv_0.45_mom_0.10,0.05,2016,40,297.89,10244.93,10542.82,2.908
dd_0.10_rv_0.45_mom_0.10,0.05,2017,53,18.26,10542.82,10561.08,0.173
dd_0.10_rv_0.45_mom_0.10,0.05,2018,54,344.9,10561.08,10905.98,3.266
dd_0.10_rv_0.45_mom_0.10,0.05,2019,39,-97.38,10905.98,10808.6,-0.893
dd_0.10_rv_0.45_mom_0.10,0.05,2020,35,-32.1,10808.6,10776.5,-0.297
dd_0.10_rv_0.45_mom_0.10,0.05,2021,37,420.57,10776.5,11197.07,3.903
dd_0.10_rv_0.45_mom_0.10,0.05,2022,43,49.04,11197.07,11246.11,0.438
dd_0.10_rv_0.45_mom_0.10,0.05,2023,46,162.85,11246.11,11408.96,1.448
dd_0.10_rv_0.45_mom_0.10,0.05,2024,35,138.37,11408.96,11547.33,1.213
dd_0.10_rv_0.45_mom_0.10,0.05,2025,7,18.0,11547.33,11565.33,0.156
dd_0.10_rv_0.45_mom_0.10,0.05,2026,2,269.12,11565.33,11834.45,2.327
dd_0.10_rv_0.45_mom_0.10,0.1,2015,22,226.57,10000.0,10226.57,2.266
dd_0.10_rv_0.45_mom_0.10,0.1,2016,40,272.72,10226.57,10499.29,2.667
dd_0.10_rv_0.45_mom_0.10,0.1,2017,53,-20.66,10499.29,10478.63,-0.197
dd_0.10_rv_0.45_mom_0.10,0.1,2018,54,303.68,10478.63,10782.31,2.898
dd_0.10_rv_0.45_mom_0.10,0.1,2019,39,-118.98,10782.31,10663.33,-1.103
dd_0.10_rv_0.45_mom_0.10,0.1,2020,35,-63.25,10663.33,10600.08,-0.593
dd_0.10_rv_0.45_mom_0.10,0.1,2021,37,379.98,10600.08,10980.06,3.585
dd_0.10_rv_0.45_mom_0.10,0.1,2022,43,20.58,10980.06,11000.64,0.187
dd_0.10_rv_0.45_mom_0.10,0.1,2023,46,125.91,11000.64,11126.55,1.145
dd_0.10_rv_0.45_mom_0.10,0.1,2024,35,105.43,11126.55,11231.98,0.948
dd_0.10_rv_0.45_mom_0.10,0.1,2025,7,7.66,11231.98,11239.64,0.068
dd_0.10_rv_0.45_mom_0.10,0.1,2026,2,256.42,11239.64,11496.06,2.281
dd_0.10_rv_0.45_mom_0.15,0.0,2015,22,292.31,10000.0,10292.31,2.923
dd_0.10_rv_0.45_mom_0.15,0.0,2016,40,346.09,10292.31,10638.4,3.363
dd_0.10_rv_0.45_mom_0.15,0.0,2017,53,105.73,10638.4,10744.13,0.994
dd_0.10_rv_0.45_mom_0.15,0.0,2018,54,445.56,10744.13,11189.69,4.147
dd_0.10_rv_0.45_mom_0.15,0.0,2019,39,-87.05,11189.69,11102.64,-0.778
dd_0.10_rv_0.45_mom_0.15,0.0,2020,35,43.06,11102.64,11145.7,0.388
dd_0.10_rv_0.45_mom_0.15,0.0,2021,37,431.23,11145.7,11576.93,3.869
dd_0.10_rv_0.45_mom_0.15,0.0,2022,43,55.16,11576.93,11632.09,0.476
dd_0.10_rv_0.45_mom_0.15,0.0,2023,46,193.34,11632.09,11825.43,1.662
dd_0.10_rv_0.45_mom_0.15,0.0,2024,35,244.5,11825.43,12069.93,2.068
dd_0.10_rv_0.45_mom_0.15,0.0,2025,7,42.91,12069.93,12112.84,0.356
dd_0.10_rv_0.45_mom_0.15,0.0,2026,2,287.37,12112.84,12400.21,2.372
dd_0.10_rv_0.45_mom_0.15,0.05,2015,22,269.5,10000.0,10269.5,2.695
dd_0.10_rv_0.45_mom_0.15,0.05,2016,40,311.49,10269.5,10580.99,3.033
dd_0.10_rv_0.45_mom_0.15,0.05,2017,53,55.06,10580.99,10636.05,0.52
dd_0.10_rv_0.45_mom_0.15,0.05,2018,54,389.26,10636.05,11025.31,3.66
dd_0.10_rv_0.45_mom_0.15,0.05,2019,39,-117.73,11025.31,10907.58,-1.068
dd_0.10_rv_0.45_mom_0.15,0.05,2020,35,3.25,10907.58,10910.83,0.03
dd_0.10_rv_0.45_mom_0.15,0.05,2021,37,380.97,10910.83,11291.8,3.492
dd_0.10_rv_0.45_mom_0.15,0.05,2022,43,15.88,11291.8,11307.68,0.141
dd_0.10_rv_0.45_mom_0.15,0.05,2023,46,143.24,11307.68,11450.92,1.267
dd_0.10_rv_0.45_mom_0.15,0.05,2024,35,198.56,11450.92,11649.48,1.734
dd_0.10_rv_0.45_mom_0.15,0.05,2025,7,30.32,11649.48,11679.8,0.26
dd_0.10_rv_0.45_mom_0.15,0.05,2026,2,271.78,11679.8,11951.58,2.327
dd_0.10_rv_0.45_mom_0.15,0.1,2015,22,246.74,10000.0,10246.74,2.467
dd_0.10_rv_0.45_mom_0.15,0.1,2016,40,277.15,10246.74,10523.89,2.705
dd_0.10_rv_0.45_mom_0.15,0.1,2017,53,5.16,10523.89,10529.05,0.049
dd_0.10_rv_0.45_mom_0.15,0.1,2018,54,334.28,10529.05,10863.33,3.175
dd_0.10_rv_0.45_mom_0.15,0.1,2019,39,-147.41,10863.33,10715.92,-1.357
dd_0.10_rv_0.45_mom_0.15,0.1,2020,35,-35.05,10715.92,10680.87,-0.327
dd_0.10_rv_0.45_mom_0.15,0.1,2021,37,332.78,10680.87,11013.65,3.116
dd_0.10_rv_0.45_mom_0.15,0.1,2022,43,-21.37,11013.65,10992.28,-0.194
dd_0.10_rv_0.45_mom_0.15,0.1,2023,46,95.96,10992.28,11088.24,0.873
dd_0.10_rv_0.45_mom_0.15,0.1,2024,35,155.41,11088.24,11243.65,1.402
dd_0.10_rv_0.45_mom_0.15,0.1,2025,7,18.56,11243.65,11262.21,0.165
dd_0.10_rv_0.45_mom_0.15,0.1,2026,2,256.94,11262.21,11519.15,2.281
dd_0.10_rv_0.45_mom_0.20,0.0,2015,22,321.31,10000.0,10321.31,3.213
dd_0.10_rv_0.45_mom_0.20,0.0,2016,40,369.02,10321.31,10690.33,3.575
dd_0.10_rv_0.45_mom_0.20,0.0,2017,53,154.3,10690.33,10844.63,1.443
dd_0.10_rv_0.45_mom_0.20,0.0,2018,54,505.39,10844.63,11350.02,4.66
dd_0.10_rv_0.45_mom_0.20,0.0,2019,39,-99.27,11350.02,11250.75,-0.875
dd_0.10_rv_0.45_mom_0.20,0.0,2020,35,87.26,11250.75,11338.01,0.776
dd_0.10_rv_0.45_mom_0.20,0.0,2021,37,398.75,11338.01,11736.76,3.517
dd_0.10_rv_0.45_mom_0.20,0.0,2022,43,30.91,11736.76,11767.67,0.263
dd_0.10_rv_0.45_mom_0.20,0.0,2023,46,184.82,11767.67,11952.49,1.571
dd_0.10_rv_0.45_mom_0.20,0.0,2024,35,317.74,11952.49,12270.23,2.658
dd_0.10_rv_0.45_mom_0.20,0.0,2025,7,57.36,12270.23,12327.59,0.467
dd_0.10_rv_0.45_mom_0.20,0.0,2026,2,292.47,12327.59,12620.06,2.372
dd_0.10_rv_0.45_mom_0.20,0.05,2015,22,294.07,10000.0,10294.07,2.941
dd_0.10_rv_0.45_mom_0.20,0.05,2016,40,325.04,10294.07,10619.11,3.158
dd_0.10_rv_0.45_mom_0.20,0.05,2017,53,92.06,10619.11,10711.17,0.867
dd_0.10_rv_0.45_mom_0.20,0.05,2018,54,434.21,10711.17,11145.38,4.054
dd_0.10_rv_0.45_mom_0.20,0.05,2019,39,-138.57,11145.38,11006.81,-1.243
dd_0.10_rv_0.45_mom_0.20,0.05,2020,35,39.2,11006.81,11046.01,0.356
dd_0.10_rv_0.45_mom_0.20,0.05,2021,37,340.39,11046.01,11386.4,3.082
dd_0.10_rv_0.45_mom_0.20,0.05,2022,43,-17.84,11386.4,11368.56,-0.157
dd_0.10_rv_0.45_mom_0.20,0.05,2023,46,123.3,11368.56,11491.86,1.085
dd_0.10_rv_0.45_mom_0.20,0.05,2024,35,259.32,11491.86,11751.18,2.257
dd_0.10_rv_0.45_mom_0.20,0.05,2025,7,42.84,11751.18,11794.02,0.365
dd_0.10_rv_0.45_mom_0.20,0.05,2026,2,274.44,11794.02,12068.46,2.327
dd_0.10_rv_0.45_mom_0.20,0.1,2015,22,266.89,10000.0,10266.89,2.669
dd_0.10_rv_0.45_mom_0.20,0.1,2016,40,281.46,10266.89,10548.35,2.741
dd_0.10_rv_0.45_mom_0.20,0.1,2017,53,30.98,10548.35,10579.33,0.294
dd_0.10_rv_0.45_mom_0.20,0.1,2018,54,365.07,10579.33,10944.4,3.451
dd_0.10_rv_0.45_mom_0.20,0.1,2019,39,-176.28,10944.4,10768.12,-1.611
dd_0.10_rv_0.45_mom_0.20,0.1,2020,35,-6.65,10768.12,10761.47,-0.062
dd_0.10_rv_0.45_mom_0.20,0.1,2021,37,284.95,10761.47,11046.42,2.648
dd_0.10_rv_0.45_mom_0.20,0.1,2022,43,-63.52,11046.42,10982.9,-0.575
dd_0.10_rv_0.45_mom_0.20,0.1,2023,21,70.96,10982.9,11053.86,0.646
dd_0.10_rv_0.45_mom_0.20,0.1,2024,9,4.61,11053.86,11058.47,0.042
dd_0.10_rv_0.45_mom_0.20,0.1,2025,4,-13.89,11058.47,11044.58,-0.126
dd_0.10_rv_0.45_mom_0.20,0.1,2026,2,251.97,11044.58,11296.55,2.281
dd_0.10_rv_0.50_mom_0.10,0.0,2015,22,284.44,10000.0,10284.44,2.844
dd_0.10_rv_0.50_mom_0.10,0.0,2016,40,350.9,10284.44,10635.34,3.412
dd_0.10_rv_0.50_mom_0.10,0.0,2017,53,61.15,10635.34,10696.49,0.575
dd_0.10_rv_0.50_mom_0.10,0.0,2018,54,416.45,10696.49,11112.94,3.893
dd_0.10_rv_0.50_mom_0.10,0.0,2019,39,-81.47,11112.94,11031.47,-0.733
dd_0.10_rv_0.50_mom_0.10,0.0,2020,35,-14.86,11031.47,11016.61,-0.135
dd_0.10_rv_0.50_mom_0.10,0.0,2021,37,529.79,11016.61,11546.4,4.809
dd_0.10_rv_0.50_mom_0.10,0.0,2022,43,94.03,11546.4,11640.43,0.814
dd_0.10_rv_0.50_mom_0.10,0.0,2023,46,231.76,11640.43,11872.19,1.991
dd_0.10_rv_0.50_mom_0.10,0.0,2024,35,172.54,11872.19,12044.73,1.453
dd_0.10_rv_0.50_mom_0.10,0.0,2025,7,24.79,12044.73,12069.52,0.206
dd_0.10_rv_0.50_mom_0.10,0.0,2026,2,318.35,12069.52,12387.87,2.638
dd_0.10_rv_0.50_mom_0.10,0.05,2015,22,264.99,10000.0,10264.99,2.65
dd_0.10_rv_0.50_mom_0.10,0.05,2016,40,324.88,10264.99,10589.87,3.165
dd_0.10_rv_0.50_mom_0.10,0.05,2017,53,19.96,10589.87,10609.83,0.188
dd_0.10_rv_0.50_mom_0.10,0.05,2018,54,372.48,10609.83,10982.31,3.511
dd_0.10_rv_0.50_mom_0.10,0.05,2019,39,-103.94,10982.31,10878.37,-0.946
dd_0.10_rv_0.50_mom_0.10,0.05,2020,35,-48.82,10878.37,10829.55,-0.449
dd_0.10_rv_0.50_mom_0.10,0.05,2021,37,484.12,10829.55,11313.67,4.47
dd_0.10_rv_0.50_mom_0.10,0.05,2022,43,63.13,11313.67,11376.8,0.558
dd_0.10_rv_0.50_mom_0.10,0.05,2023,46,190.65,11376.8,11567.45,1.676
dd_0.10_rv_0.50_mom_0.10,0.05,2024,35,135.89,11567.45,11703.34,1.175
dd_0.10_rv_0.50_mom_0.10,0.05,2025,7,12.95,11703.34,11716.29,0.111
dd_0.10_rv_0.50_mom_0.10,0.05,2026,2,303.1,11716.29,12019.39,2.587
dd_0.10_rv_0.50_mom_0.10,0.1,2015,22,245.57,10000.0,10245.57,2.456
dd_0.10_rv_0.50_mom_0.10,0.1,2016,40,299.0,10245.57,10544.57,2.918
dd_0.10_rv_0.50_mom_0.10,0.1,2017,53,-20.72,10544.57,10523.85,-0.196
dd_0.10_rv_0.50_mom_0.10,0.1,2018,54,329.33,10523.85,10853.18,3.129
dd_0.10_rv_0.50_mom_0.10,0.1,2019,39,-125.82,10853.18,10727.36,-1.159
dd_0.10_rv_0.50_mom_0.10,0.1,2020,35,-81.73,10727.36,10645.63,-0.762
dd_0.10_rv_0.50_mom_0.10,0.1,2021,37,439.96,10645.63,11085.59,4.133
dd_0.10_rv_0.50_mom_0.10,0.1,2022,43,33.49,11085.59,11119.08,0.302
dd_0.10_rv_0.50_mom_0.10,0.1,2023,46,151.39,11119.08,11270.47,1.362
dd_0.10_rv_0.50_mom_0.10,0.1,2024,35,101.09,11270.47,11371.56,0.897
dd_0.10_rv_0.50_mom_0.10,0.1,2025,7,1.77,11371.56,11373.33,0.016
dd_0.10_rv_0.50_mom_0.10,0.1,2026,2,288.47,11373.33,11661.8,2.536
dd_0.10_rv_0.50_mom_0.15,0.0,2015,22,313.48,10000.0,10313.48,3.135
dd_0.10_rv_0.50_mom_0.15,0.0,2016,40,373.98,10313.48,10687.46,3.626
dd_0.10_rv_0.50_mom_0.15,0.0,2017,53,109.49,10687.46,10796.95,1.024
dd_0.10_rv_0.50_mom_0.15,0.0,2018,54,475.83,10796.95,11272.78,4.407
dd_0.10_rv_0.50_mom_0.15,0.0,2019,39,-93.44,11272.78,11179.34,-0.829
dd_0.10_rv_0.50_mom_0.15,0.0,2020,35,28.25,11179.34,11207.59,0.253
dd_0.10_rv_0.50_mom_0.15,0.0,2021,37,499.25,11207.59,11706.84,4.455
dd_0.10_rv_0.50_mom_0.15,0.0,2022,43,70.42,11706.84,11777.26,0.602
dd_0.10_rv_0.50_mom_0.15,0.0,2023,46,223.82,11777.26,12001.08,1.9
dd_0.10_rv_0.50_mom_0.15,0.0,2024,35,245.05,12001.08,12246.13,2.042
dd_0.10_rv_0.50_mom_0.15,0.0,2025,7,38.91,12246.13,12285.04,0.318
dd_0.10_rv_0.50_mom_0.15,0.0,2026,2,324.03,12285.04,12609.07,2.638
dd_0.10_rv_0.50_mom_0.15,0.05,2015,22,289.61,10000.0,10289.61,2.896
dd_0.10_rv_0.50_mom_0.15,0.05,2016,40,338.6,10289.61,10628.21,3.291
dd_0.10_rv_0.50_mom_0.15,0.05,2017,53,56.94,10628.21,10685.15,0.536
dd_0.10_rv_0.50_mom_0.15,0.05,2018,54,417.34,10685.15,11102.49,3.906
dd_0.10_rv_0.50_mom_0.15,0.05,2019,39,-124.48,11102.49,10978.01,-1.121
dd_0.10_rv_0.50_mom_0.15,0.05,2020,35,-13.44,10978.01,10964.57,-0.122
dd_0.10_rv_0.50_mom_0.15,0.05,2021,37,444.85,10964.57,11409.42,4.057
dd_0.10_rv_0.50_mom_0.15,0.05,2022,43,29.7,11409.42,11439.12,0.26
dd_0.10_rv_0.50_mom_0.15,0.05,2023,46,170.92,11439.12,11610.04,1.494
dd_0.10_rv_0.50_mom_0.15,0.05,2024,35,196.88,11610.04,11806.92,1.696
dd_0.10_rv_0.50_mom_0.15,0.05,2025,7,25.38,11806.92,11832.3,0.215
dd_0.10_rv_0.50_mom_0.15,0.05,2026,2,306.1,11832.3,12138.4,2.587
dd_0.10_rv_0.50_mom_0.15,0.1,2015,22,265.78,10000.0,10265.78,2.658
dd_0.10_rv_0.50_mom_0.15,0.1,2016,40,303.5,10265.78,10569.28,2.956
dd_0.10_rv_0.50_mom_0.15,0.1,2017,53,5.21,10569.28,10574.49,0.049
dd_0.10_rv_0.50_mom_0.15,0.1,2018,54,360.26,10574.49,10934.75,3.407
dd_0.10_rv_0.50_mom_0.15,0.1,2019,39,-154.47,10934.75,10780.28,-1.413
dd_0.10_rv_0.50_mom_0.15,0.1,2020,35,-53.49,10780.28,10726.79,-0.496
dd_0.10_rv_0.50_mom_0.15,0.1,2021,37,392.73,10726.79,11119.52,3.661
dd_0.10_rv_0.50_mom_0.15,0.1,2022,43,-8.87,11119.52,11110.65,-0.08
dd_0.10_rv_0.50_mom_0.15,0.1,2023,46,121.04,11110.65,11231.69,1.089
dd_0.10_rv_0.50_mom_0.15,0.1,2024,35,151.71,11231.69,11383.4,1.351
dd_0.10_rv_0.50_mom_0.15,0.1,2025,7,12.78,11383.4,11396.18,0.112
dd_0.10_rv_0.50_mom_0.15,0.1,2026,2,289.05,11396.18,11685.23,2.536
dd_0.10_rv_0.50_mom_0.20,0.0,2015,22,342.54,10000.0,10342.54,3.425
dd_0.10_rv_0.50_mom_0.20,0.0,2016,40,397.08,10342.54,10739.62,3.839
dd_0.10_rv_0.50_mom_0.20,0.0,2017,53,158.31,10739.62,10897.93,1.474
dd_0.10_rv_0.50_mom_0.20,0.0,2018,54,542.09,10897.93,11440.02,4.974
dd_0.10_rv_0.50_mom_0.20,0.0,2019,39,-105.89,11440.02,11334.13,-0.926
dd_0.10_rv_0.50_mom_0.20,0.0,2020,35,72.53,11334.13,11406.66,0.64
dd_0.10_rv_0.50_mom_0.20,0.0,2021,37,467.73,11406.66,11874.39,4.1
dd_0.10_rv_0.50_mom_0.20,0.0,2022,43,46.09,11874.39,11920.48,0.388
dd_0.10_rv_0.50_mom_0.20,0.0,2023,46,215.61,11920.48,12136.09,1.809
dd_0.10_rv_0.50_mom_0.20,0.0,2024,35,319.49,12136.09,12455.58,2.633
dd_0.10_rv_0.50_mom_0.20,0.0,2025,7,53.51,12455.58,12509.09,0.43
dd_0.10_rv_0.50_mom_0.20,0.0,2026,2,329.94,12509.09,12839.03,2.638
dd_0.10_rv_0.50_mom_0.20,0.05,2015,22,314.22,10000.0,10314.22,3.142
dd_0.10_rv_0.50_mom_0.20,0.05,2016,40,352.27,10314.22,10666.49,3.415
dd_0.10_rv_0.50_mom_0.20,0.05,2017,53,94.12,10666.49,10760.61,0.882
dd_0.10_rv_0.50_mom_0.20,0.05,2018,54,468.7,10760.61,11229.31,4.356
dd_0.10_rv_0.50_mom_0.20,0.05,2019,39,-145.6,11229.31,11083.71,-1.297
dd_0.10_rv_0.50_mom_0.20,0.05,2020,35,22.54,11083.71,11106.25,0.203
dd_0.10_rv_0.50_mom_0.20,0.05,2021,37,404.8,11106.25,11511.05,3.645
dd_0.10_rv_0.50_mom_0.20,0.05,2022,43,-4.3,11511.05,11506.75,-0.037
dd_0.10_rv_0.50_mom_0.20,0.05,2023,46,150.92,11506.75,11657.67,1.312
dd_0.10_rv_0.50_mom_0.20,0.05,2024,35,258.58,11657.67,11916.25,2.218
dd_0.10_rv_0.50_mom_0.20,0.05,2025,7,38.05,11916.25,11954.3,0.319
dd_0.10_rv_0.50_mom_0.20,0.05,2026,2,309.26,11954.3,12263.56,2.587
dd_0.10_rv_0.50_mom_0.20,0.1,2015,22,285.97,10000.0,10285.97,2.86
dd_0.10_rv_0.50_mom_0.20,0.1,2016,40,307.88,10285.97,10593.85,2.993
dd_0.10_rv_0.50_mom_0.20,0.1,2017,53,31.14,10593.85,10624.99,0.294
dd_0.10_rv_0.50_mom_0.20,0.1,2018,54,397.45,10624.99,11022.44,3.741
dd_0.10_rv_0.50_mom_0.20,0.1,2019,39,-183.66,11022.44,10838.78,-1.666
dd_0.10_rv_0.50_mom_0.20,0.1,2020,35,-25.07,10838.78,10813.71,-0.231
dd_0.10_rv_0.50_mom_0.20,0.1,2021,37,345.06,10813.71,11158.77,3.191
dd_0.10_rv_0.50_mom_0.20,0.1,2022,43,-51.46,11158.77,11107.31,-0.461
dd_0.10_rv_0.50_mom_0.20,0.1,2023,15,117.8,11107.31,11225.11,1.061
dd_0.10_rv_0.50_mom_0.20,0.1,2024,9,-0.95,11225.11,11224.16,-0.008
dd_0.10_rv_0.50_mom_0.20,0.1,2025,4,-20.0,11224.16,11204.16,-0.178
dd_0.10_rv_0.50_mom_0.20,0.1,2026,2,284.18,11204.16,11488.34,2.536
dd_0.15_rv_0.35_mom_0.10,0.0,2015,22,229.17,10000.0,10229.17,2.292
dd_0.15_rv_0.35_mom_0.10,0.0,2016,40,288.11,10229.17,10517.28,2.817
dd_0.15_rv_0.35_mom_0.10,0.0,2017,53,16.55,10517.28,10533.83,0.157
dd_0.15_rv_0.35_mom_0.10,0.0,2018,54,345.4,10533.83,10879.23,3.279
dd_0.15_rv_0.35_mom_0.10,0.0,2019,39,-64.8,10879.23,10814.43,-0.596
dd_0.15_rv_0.35_mom_0.10,0.0,2020,35,51.18,10814.43,10865.61,0.473
dd_0.15_rv_0.35_mom_0.10,0.0,2021,37,314.97,10865.61,11180.58,2.899
dd_0.15_rv_0.35_mom_0.10,0.0,2022,43,47.38,11180.58,11227.96,0.424
dd_0.15_rv_0.35_mom_0.10,0.0,2023,46,131.22,11227.96,11359.18,1.169
dd_0.15_rv_0.35_mom_0.10,0.0,2024,35,203.08,11359.18,11562.26,1.788
dd_0.15_rv_0.35_mom_0.10,0.0,2025,7,57.05,11562.26,11619.31,0.493
dd_0.15_rv_0.35_mom_0.10,0.0,2026,2,214.15,11619.31,11833.46,1.843
dd_0.15_rv_0.35_mom_0.10,0.05,2015,22,212.61,10000.0,10212.61,2.126
dd_0.15_rv_0.35_mom_0.10,0.05,2016,40,263.05,10212.61,10475.66,2.576
dd_0.15_rv_0.35_mom_0.10,0.05,2017,53,-20.96,10475.66,10454.7,-0.2
dd_0.15_rv_0.35_mom_0.10,0.05,2018,54,305.99,10454.7,10760.69,2.927
dd_0.15_rv_0.35_mom_0.10,0.05,2019,39,-87.88,10760.69,10672.81,-0.817
dd_0.15_rv_0.35_mom_0.10,0.05,2020,35,21.37,10672.81,10694.18,0.2
dd_0.15_rv_0.35_mom_0.10,0.05,2021,37,278.2,10694.18,10972.38,2.601
dd_0.15_rv_0.35_mom_0.10,0.05,2022,43,18.17,10972.38,10990.55,0.166
dd_0.15_rv_0.35_mom_0.10,0.05,2023,46,95.71,10990.55,11086.26,0.871
dd_0.15_rv_0.35_mom_0.10,0.05,2024,35,170.33,11086.26,11256.59,1.536
dd_0.15_rv_0.35_mom_0.10,0.05,2025,7,47.07,11256.59,11303.66,0.418
dd_0.15_rv_0.35_mom_0.10,0.05,2026,2,204.34,11303.66,11508.0,1.808
dd_0.15_rv_0.35_mom_0.10,0.1,2015,22,196.07,10000.0,10196.07,1.961
dd_0.15_rv_0.35_mom_0.10,0.1,2016,40,238.13,10196.07,10434.2,2.336
dd_0.15_rv_0.35_mom_0.10,0.1,2017,53,-58.05,10434.2,10376.15,-0.556
dd_0.15_rv_0.35_mom_0.10,0.1,2018,54,267.26,10376.15,10643.41,2.576
dd_0.15_rv_0.35_mom_0.10,0.1,2019,39,-110.39,10643.41,10533.02,-1.037
dd_0.15_rv_0.35_mom_0.10,0.1,2020,35,-7.6,10533.02,10525.42,-0.072
dd_0.15_rv_0.35_mom_0.10,0.1,2021,37,242.6,10525.42,10768.02,2.305
dd_0.15_rv_0.35_mom_0.10,0.1,2022,43,-9.89,10768.02,10758.13,-0.092
dd_0.15_rv_0.35_mom_0.10,0.1,2023,46,61.74,10758.13,10819.87,0.574
dd_0.15_rv_0.35_mom_0.10,0.1,2024,35,139.09,10819.87,10958.96,1.286
dd_0.15_rv_0.35_mom_0.10,0.1,2025,7,37.59,10958.96,10996.55,0.343
dd_0.15_rv_0.35_mom_0.10,0.1,2026,2,194.91,10996.55,11191.46,1.772
dd_0.15_rv_0.35_mom_0.15,0.0,2015,22,258.06,10000.0,10258.06,2.581
dd_0.15_rv_0.35_mom_0.15,0.0,2016,40,310.74,10258.06,10568.8,3.029
dd_0.15_rv_0.35_mom_0.15,0.0,2017,53,63.94,10568.8,10632.74,0.605
dd_0.15_rv_0.35_mom_0.15,0.0,2018,54,402.84,10632.74,11035.58,3.789
dd_0.15_rv_0.35_mom_0.15,0.0,2019,39,-76.31,11035.58,10959.27,-0.691
dd_0.15_rv_0.35_mom_0.15,0.0,2020,35,94.55,10959.27,11053.82,0.863
dd_0.15_rv_0.35_mom_0.15,0.0,2021,37,281.96,11053.82,11335.78,2.551
dd_0.15_rv_0.35_mom_0.15,0.0,2022,43,23.99,11335.78,11359.77,0.212
dd_0.15_rv_0.35_mom_0.15,0.0,2023,46,122.55,11359.77,11482.32,1.079
dd_0.15_rv_0.35_mom_0.15,0.0,2024,35,273.08,11482.32,11755.4,2.378
dd_0.15_rv_0.35_mom_0.15,0.0,2025,7,71.17,11755.4,11826.57,0.605
dd_0.15_rv_0.35_mom_0.15,0.0,2026,2,217.97,11826.57,12044.54,1.843
dd_0.15_rv_0.35_mom_0.15,0.05,2015,22,237.1,10000.0,10237.1,2.371
dd_0.15_rv_0.35_mom_0.15,0.05,2016,40,276.48,10237.1,10513.58,2.701
dd_0.15_rv_0.35_mom_0.15,0.05,2017,53,15.33,10513.58,10528.91,0.146
dd_0.15_rv_0.35_mom_0.15,0.05,2018,54,349.42,10528.91,10878.33,3.319
