"Status","Candidates","ReportsParsed","ReportsIdentityPassed","ReproducedEmptyExports","ActiveProfiles","NumericPasses","DiscoveryEligible","HoldoutOpened","Model4Opened","SourceSha256","ResultsSha256"
"REJECTED_IN_DISCOVERY","15","45","45","6","15","0","0","False","False","A47F7A8ED05916A07A7CCF713340C64B1DFF950504E28744212EA8FD5CA94F29","8066108016CFAA2F929870D5D0600C90EA2EB54BF345148967B394D9E6EC5A55"
