"Status","ReportsParsed","CenterPass","LowerNeighborPass","UpperNeighborPass","Model4Permitted","CandidateChanged","ControlNetProfit","CenterNetProfit","SourceSha256"
"MODEL1_GATE_PASSED","28","True","True","True","True","False","1616.49","1866.25","9141137A9550F3394DE85E1725E018671B4F2A2FF0F43A3EF23F9FB1238CD302"
