"QueueRank","Candidate","Phase","Window","Model","Deposit","PackageConfig","ReportDestination","ExpectedReportName","ProfileSha256","SourceSha256","RunLabel","StopRule"
"2","wgf_center","discovery_model1","repair_2019_2020","1","10000","outputs\independent_m15_weekend_gap_fade_discovery_model1_package\configs\002_wgf_center_repair_2019_2020_m1.ini","outputs\independent_m15_weekend_gap_fade_discovery_model1_package\reports_here\wgf_center_repair_2019_2020_m1","wgf_center_repair_2019_2020_m1","DF91AC6C51BFFFE6CA5897745869DBCED831941686A9A73E5A4203478D37F1D8","0B0DB2770C3CF7170C248A94B829932166F9ADA42ACB3956B7FC4450993C8121","independent_m15_weekend_gap_fade_discovery_model1","Pre-2021 only: both disjoint eras positive, continuous PF >=1.20, trades >=40, DD <=2.50%, positive payoff, return/DD >=1.00, and one adjacent passing profile."
"4","wgf_gap005","discovery_model1","older_2015_2018","1","10000","outputs\independent_m15_weekend_gap_fade_discovery_model1_package\configs\004_wgf_gap005_older_2015_2018_m1.ini","outputs\independent_m15_weekend_gap_fade_discovery_model1_package\reports_here\wgf_gap005_older_2015_2018_m1","wgf_gap005_older_2015_2018_m1","CF22A8FFAC341C8CCA3146A9FCC4035484B534398862FDE283360364A3FAC908","0B0DB2770C3CF7170C248A94B829932166F9ADA42ACB3956B7FC4450993C8121","independent_m15_weekend_gap_fade_discovery_model1","Pre-2021 only: both disjoint eras positive, continuous PF >=1.20, trades >=40, DD <=2.50%, positive payoff, return/DD >=1.00, and one adjacent passing profile."
