"QueueRank","Candidate","Window","Status","IdentityReused","SourceSha256","BinarySha256","ConfigSha256","ReportSha256","IdentitySidecarPresent","PortableExpertRecompiled","Started","Finished"
"1","rvbd_control200","older_2015_2018","REPORT_FOUND","False","B6810B305549968E2273DAAF736A63759FE5C16F3B416F5C69E39840FBE5173E","D0619DFEF164F5A70F5AC48D124F553C554F30CE613C9A2A208B150B2E71C7FC","B0F985E11AC4243B9778D2F0FA3C3E03090BB8FC8CC1DF7CC2D8765854145498","8B3D3EB5ADF89B01C6D938FC193DDCF50AD48567CE03FE9B8C56019992775083","True","False","2026-07-20T10:12:56","2026-07-20T10:13:49"
"2","rvbd_control200","middle_2019_2020","REPORT_FOUND","False","B6810B305549968E2273DAAF736A63759FE5C16F3B416F5C69E39840FBE5173E","D0619DFEF164F5A70F5AC48D124F553C554F30CE613C9A2A208B150B2E71C7FC","A25949B258AFD68919D8BDAF23415C708BDEEF7C8C3E9750A4DEFBFEBE207310","37A2A9A75D1C5D7F07622CD5F6A606409BD49D898E55B90D92E13EB0CB875411","True","False","2026-07-20T10:12:57","2026-07-20T10:13:35"
"3","rvbd_control200","recent_2021_2023","REPORT_FOUND","False","B6810B305549968E2273DAAF736A63759FE5C16F3B416F5C69E39840FBE5173E","D0619DFEF164F5A70F5AC48D124F553C554F30CE613C9A2A208B150B2E71C7FC","C73DF77687E7F729196901927BEF2EBF3C254667D05FB0A4C736CCDB843AEAEF","B8C758072819B39C56873722C3B17F59D8299CD3948F8D1908FC2B88D3FA680C","True","False","2026-07-20T10:12:57","2026-07-20T10:13:47"
"4","rvbd_control200","latest_2024_2026","REPORT_FOUND","False","B6810B305549968E2273DAAF736A63759FE5C16F3B416F5C69E39840FBE5173E","D0619DFEF164F5A70F5AC48D124F553C554F30CE613C9A2A208B150B2E71C7FC","234F184F54B4254CF02EDBA0F1E43B0EC7C63234B7C3BF19A50BE45D4F7A104C","48A589C8619D164F424295C65E24C26A145B85B3C194CFF03223BE83E1B49816","True","False","2026-07-20T10:18:02","2026-07-20T10:18:26"
"5","rvbd_control200","continuous_2015_2026","REPORT_FOUND","False","B6810B305549968E2273DAAF736A63759FE5C16F3B416F5C69E39840FBE5173E","D0619DFEF164F5A70F5AC48D124F553C554F30CE613C9A2A208B150B2E71C7FC","DB2C4BDD450E6897AE4E3703C49419F0807B8263B85EF6F615900487601FC516","E47D5E88A6589BF30847FEF7A625AD2A0E2FD1D1043D60FAD4D967E1B1C85E40","True","False","2026-07-20T10:13:49","2026-07-20T10:14:53"
"6","rvbd_neighbor190","older_2015_2018","REPORT_FOUND","False","B6810B305549968E2273DAAF736A63759FE5C16F3B416F5C69E39840FBE5173E","D0619DFEF164F5A70F5AC48D124F553C554F30CE613C9A2A208B150B2E71C7FC","E33E29F8C24290AFDC18494177FB03D929E330376D2B6C7E1F0F55B43D7B4CC9","E64E289C56ED8ADC20433B57EBCC55F1D1B16B8E5BA5FD85C4202BF0A6502F13","True","False","2026-07-20T10:13:35","2026-07-20T10:14:14"
"7","rvbd_neighbor190","middle_2019_2020","REPORT_FOUND","False","B6810B305549968E2273DAAF736A63759FE5C16F3B416F5C69E39840FBE5173E","D0619DFEF164F5A70F5AC48D124F553C554F30CE613C9A2A208B150B2E71C7FC","53A328E8FAFE6F33B12BCE0ADBCE7AE70545A6E64C4CF616405BC87D9206C190","3B9976F3FF260A663AB61EB81B34C7B475066A7C4311AC1253228217A0BB8E08","True","False","2026-07-20T10:13:47","2026-07-20T10:14:37"
"8","rvbd_neighbor190","recent_2021_2023","REPORT_FOUND","False","B6810B305549968E2273DAAF736A63759FE5C16F3B416F5C69E39840FBE5173E","D0619DFEF164F5A70F5AC48D124F553C554F30CE613C9A2A208B150B2E71C7FC","90971DF45E200B6F2758257664F2F15BAECA4D6F9B5CBE3F1A7F339FB02CE901","EFFDA7F1445F9A63F3A4A88E3A79AE1802CBC634EADB46DF360401DB17AE0776","True","False","2026-07-20T10:13:45","2026-07-20T10:14:32"
"9","rvbd_neighbor190","latest_2024_2026","REPORT_FOUND","False","B6810B305549968E2273DAAF736A63759FE5C16F3B416F5C69E39840FBE5173E","D0619DFEF164F5A70F5AC48D124F553C554F30CE613C9A2A208B150B2E71C7FC","42E7244E0143D0C503D8E12D8D0705CBB17EFDDCEEC6FFB47C7E05A6AECD375E","475DD3A4FDDD157B575F1638A0903CF85A5D509D96E276454F25759B792FDB12","True","False","2026-07-20T10:14:53","2026-07-20T10:15:36"
"10","rvbd_neighbor190","continuous_2015_2026","REPORT_FOUND","False","B6810B305549968E2273DAAF736A63759FE5C16F3B416F5C69E39840FBE5173E","D0619DFEF164F5A70F5AC48D124F553C554F30CE613C9A2A208B150B2E71C7FC","725A1266ED950F6853119D642E6053FD948C7F871725A7B5C744F337D3FD0C92","F361A40C5C4632BBBAAFD94A01180EF356C5E3FA40BE8C77FFADCA93D52B907C","True","False","2026-07-20T10:14:14","2026-07-20T10:15:07"
"11","rvbd_center180","older_2015_2018","REPORT_FOUND","False","B6810B305549968E2273DAAF736A63759FE5C16F3B416F5C69E39840FBE5173E","D0619DFEF164F5A70F5AC48D124F553C554F30CE613C9A2A208B150B2E71C7FC","D1D4D5AFB4F054D3F1BBAFFCB929645CE24290DA64D3553DC24986C5D279EEEC","BFA82F32CEE0AC04AFF15F01BCDF742F836397F691F68D8E383BD9C154D084CB","True","False","2026-07-20T10:14:37","2026-07-20T10:15:26"
"12","rvbd_center180","middle_2019_2020","REPORT_FOUND","False","B6810B305549968E2273DAAF736A63759FE5C16F3B416F5C69E39840FBE5173E","D0619DFEF164F5A70F5AC48D124F553C554F30CE613C9A2A208B150B2E71C7FC","6C97600C88DA57D99478918B2467EA570090659ACE73134816716176A618873E","56E91D6A103953E3B81FA663A1ED02A32214A7C282B871DF80147FF91C572686","True","False","2026-07-20T10:14:32","2026-07-20T10:15:21"
"13","rvbd_center180","recent_2021_2023","REPORT_FOUND","False","B6810B305549968E2273DAAF736A63759FE5C16F3B416F5C69E39840FBE5173E","D0619DFEF164F5A70F5AC48D124F553C554F30CE613C9A2A208B150B2E71C7FC","A8BE24126CB62ABBA2062DB41B2E25E9996B021E875DA9DD017E4BF9379F18D9","FF787454502C75BF05FA91E8232623C13FE06A6BCF8F53E763F039743C93014D","True","False","2026-07-20T10:15:36","2026-07-20T10:16:25"
"14","rvbd_center180","latest_2024_2026","REPORT_FOUND","False","B6810B305549968E2273DAAF736A63759FE5C16F3B416F5C69E39840FBE5173E","D0619DFEF164F5A70F5AC48D124F553C554F30CE613C9A2A208B150B2E71C7FC","1F79C0884B5EA6F8E16CDC39B86B32122419AE033EA7F109623818B9E407DB76","0F2DA306D38D0874D617B9E1BF7DE3A82F387E2BBB141D8E395B15D390A3E248","True","False","2026-07-20T10:15:07","2026-07-20T10:15:47"
"15","rvbd_center180","continuous_2015_2026","REPORT_FOUND","False","B6810B305549968E2273DAAF736A63759FE5C16F3B416F5C69E39840FBE5173E","D0619DFEF164F5A70F5AC48D124F553C554F30CE613C9A2A208B150B2E71C7FC","5D6DDEF8A7E661AF511583974C92F8D6258C911EA13E5DE8AA634587B679D3D1","0F8A206D72E1385CC38C600478BB6FC6E157E112DC6A3A20C00C0705FBCA5840","True","False","2026-07-20T10:15:26","2026-07-20T10:16:24"
"16","rvbd_neighbor170","older_2015_2018","REPORT_FOUND","False","B6810B305549968E2273DAAF736A63759FE5C16F3B416F5C69E39840FBE5173E","D0619DFEF164F5A70F5AC48D124F553C554F30CE613C9A2A208B150B2E71C7FC","10775E82BBB4ABE2E1E801D6F3C5DC06C1E57D3F5E460B1B5651001C5B4F0F42","8B266A0274B528A5CCC2100AF2E5ADA2428B9D5D68FD657CCFEF6BB53B0F495E","True","False","2026-07-20T10:15:21","2026-07-20T10:16:08"
"17","rvbd_neighbor170","middle_2019_2020","REPORT_FOUND","False","B6810B305549968E2273DAAF736A63759FE5C16F3B416F5C69E39840FBE5173E","D0619DFEF164F5A70F5AC48D124F553C554F30CE613C9A2A208B150B2E71C7FC","3A676EFCD32FB429A716B0A6238BE2900AA31C63AAD80A79B751185B82FB9CE5","1D51D72C423F459FC62B4DF20C97BF970148C185601D90EF23009EE6A931A2E1","True","False","2026-07-20T10:16:25","2026-07-20T10:17:02"
"18","rvbd_neighbor170","recent_2021_2023","REPORT_FOUND","False","B6810B305549968E2273DAAF736A63759FE5C16F3B416F5C69E39840FBE5173E","D0619DFEF164F5A70F5AC48D124F553C554F30CE613C9A2A208B150B2E71C7FC","33EDE5D280808D5AFD2F030C525FBC7439D4F113C84CC0C79B4D11675C0D9A85","881822410C8AF31D928C670E5179784CDE5FBDA161E431770812A72B55AD7691","True","False","2026-07-20T10:15:47","2026-07-20T10:16:27"
"19","rvbd_neighbor170","latest_2024_2026","REPORT_FOUND","False","B6810B305549968E2273DAAF736A63759FE5C16F3B416F5C69E39840FBE5173E","D0619DFEF164F5A70F5AC48D124F553C554F30CE613C9A2A208B150B2E71C7FC","B786BCD0283E323B06A51BAC43F82D9EB2901FF4246AF059A63DB0F28F843A8A","5378606728D477A6F5440BE17CDBA4A7CE5848AC8633F1059AB38F6133A6F1F4","True","False","2026-07-20T10:16:24","2026-07-20T10:16:59"
"20","rvbd_neighbor170","continuous_2015_2026","REPORT_FOUND","False","B6810B305549968E2273DAAF736A63759FE5C16F3B416F5C69E39840FBE5173E","D0619DFEF164F5A70F5AC48D124F553C554F30CE613C9A2A208B150B2E71C7FC","09A6B2D67CA3B0BE802AC6E497CD2BB1970F4D42AF8BF6C1BEC0FFEDBFD6826A","5A0574DF97BA93FB87075ED9D6E2172F0B4D97BD27D6DFE8BBFEA03BFD49664B","True","False","2026-07-20T10:16:08","2026-07-20T10:16:55"
