"QueueRank","Candidate","Phase","PhaseLabel","Window","Model","Deposit","PackageConfig","SourceConfig","ExpectedReportName","ReportDestination","ProfileSha256","StopRule"
"16","odc_priorbody35","discovery_model1","Independent M15 overnight-drift continuation discovery Model1","discovery_2019_2020","1","10000","outputs\independent_m15_overnight_drift_continuation_discovery_model1_package\configs\011_odc_priorbody35_discovery_2019_2020_m1.ini","outputs\independent_m15_overnight_drift_continuation_discovery_model1_package\configs\011_odc_priorbody35_discovery_2019_2020_m1.ini","odc_priorbody35_discovery_2019_2020_m1","outputs\independent_m15_overnight_drift_continuation_discovery_model1_package\reports_here\odc_priorbody35_discovery_2019_2020_m1","C0C761D74889D70C789B7EC5EE5C8FB04765FB8C92417C5A85BCE789B13F4BEA","Discovery only: require both disjoint eras positive, continuous PF at least 1.20, at least 60 continuous trades, DD at or below 3%, positive payoff and return/DD at least 1.0, with an adjacent one-factor shape before opening 2021-2026."
"18","odc_priorbody35","discovery_model1","Independent M15 overnight-drift continuation discovery Model1","continuous_2015_2020","1","10000","outputs\independent_m15_overnight_drift_continuation_discovery_model1_package\configs\012_odc_priorbody35_continuous_2015_2020_m1.ini","outputs\independent_m15_overnight_drift_continuation_discovery_model1_package\configs\012_odc_priorbody35_continuous_2015_2020_m1.ini","odc_priorbody35_continuous_2015_2020_m1","outputs\independent_m15_overnight_drift_continuation_discovery_model1_package\reports_here\odc_priorbody35_continuous_2015_2020_m1","C0C761D74889D70C789B7EC5EE5C8FB04765FB8C92417C5A85BCE789B13F4BEA","Discovery only: require both disjoint eras positive, continuous PF at least 1.20, at least 60 continuous trades, DD at or below 3%, positive payoff and return/DD at least 1.0, with an adjacent one-factor shape before opening 2021-2026."
"19","odc_priorbody55","discovery_model1","Independent M15 overnight-drift continuation discovery Model1","older_2015_2018","1","10000","outputs\independent_m15_overnight_drift_continuation_discovery_model1_package\configs\013_odc_priorbody55_older_2015_2018_m1.ini","outputs\independent_m15_overnight_drift_continuation_discovery_model1_package\configs\013_odc_priorbody55_older_2015_2018_m1.ini","odc_priorbody55_older_2015_2018_m1","outputs\independent_m15_overnight_drift_continuation_discovery_model1_package\reports_here\odc_priorbody55_older_2015_2018_m1","D9F65B29C1F22F95D209A4E1FE13E4900944A836E8C891AC89A1567486B743A9","Discovery only: require both disjoint eras positive, continuous PF at least 1.20, at least 60 continuous trades, DD at or below 3%, positive payoff and return/DD at least 1.0, with an adjacent one-factor shape before opening 2021-2026."
"21","odc_priorbody55","discovery_model1","Independent M15 overnight-drift continuation discovery Model1","discovery_2019_2020","1","10000","outputs\independent_m15_overnight_drift_continuation_discovery_model1_package\configs\014_odc_priorbody55_discovery_2019_2020_m1.ini","outputs\independent_m15_overnight_drift_continuation_discovery_model1_package\configs\014_odc_priorbody55_discovery_2019_2020_m1.ini","odc_priorbody55_discovery_2019_2020_m1","outputs\independent_m15_overnight_drift_continuation_discovery_model1_package\reports_here\odc_priorbody55_discovery_2019_2020_m1","D9F65B29C1F22F95D209A4E1FE13E4900944A836E8C891AC89A1567486B743A9","Discovery only: require both disjoint eras positive, continuous PF at least 1.20, at least 60 continuous trades, DD at or below 3%, positive payoff and return/DD at least 1.0, with an adjacent one-factor shape before opening 2021-2026."
"22","odc_priorbody55","discovery_model1","Independent M15 overnight-drift continuation discovery Model1","continuous_2015_2020","1","10000","outputs\independent_m15_overnight_drift_continuation_discovery_model1_package\configs\015_odc_priorbody55_continuous_2015_2020_m1.ini","outputs\independent_m15_overnight_drift_continuation_discovery_model1_package\configs\015_odc_priorbody55_continuous_2015_2020_m1.ini","odc_priorbody55_continuous_2015_2020_m1","outputs\independent_m15_overnight_drift_continuation_discovery_model1_package\reports_here\odc_priorbody55_continuous_2015_2020_m1","D9F65B29C1F22F95D209A4E1FE13E4900944A836E8C891AC89A1567486B743A9","Discovery only: require both disjoint eras positive, continuous PF at least 1.20, at least 60 continuous trades, DD at or below 3%, positive payoff and return/DD at least 1.0, with an adjacent one-factor shape before opening 2021-2026."
"24","odc_asian045","discovery_model1","Independent M15 overnight-drift continuation discovery Model1","older_2015_2018","1","10000","outputs\independent_m15_overnight_drift_continuation_discovery_model1_package\configs\016_odc_asian045_older_2015_2018_m1.ini","outputs\independent_m15_overnight_drift_continuation_discovery_model1_package\configs\016_odc_asian045_older_2015_2018_m1.ini","odc_asian045_older_2015_2018_m1","outputs\independent_m15_overnight_drift_continuation_discovery_model1_package\reports_here\odc_asian045_older_2015_2018_m1","369D4E7ECC5E2FFD8D4AFF454DDBFD80D9A4891D2BE8CAD362C05938BDA5414F","Discovery only: require both disjoint eras positive, continuous PF at least 1.20, at least 60 continuous trades, DD at or below 3%, positive payoff and return/DD at least 1.0, with an adjacent one-factor shape before opening 2021-2026."
"25","odc_asian045","discovery_model1","Independent M15 overnight-drift continuation discovery Model1","discovery_2019_2020","1","10000","outputs\independent_m15_overnight_drift_continuation_discovery_model1_package\configs\017_odc_asian045_discovery_2019_2020_m1.ini","outputs\independent_m15_overnight_drift_continuation_discovery_model1_package\configs\017_odc_asian045_discovery_2019_2020_m1.ini","odc_asian045_discovery_2019_2020_m1","outputs\independent_m15_overnight_drift_continuation_discovery_model1_package\reports_here\odc_asian045_discovery_2019_2020_m1","369D4E7ECC5E2FFD8D4AFF454DDBFD80D9A4891D2BE8CAD362C05938BDA5414F","Discovery only: require both disjoint eras positive, continuous PF at least 1.20, at least 60 continuous trades, DD at or below 3%, positive payoff and return/DD at least 1.0, with an adjacent one-factor shape before opening 2021-2026."
"27","odc_asian045","discovery_model1","Independent M15 overnight-drift continuation discovery Model1","continuous_2015_2020","1","10000","outputs\independent_m15_overnight_drift_continuation_discovery_model1_package\configs\018_odc_asian045_continuous_2015_2020_m1.ini","outputs\independent_m15_overnight_drift_continuation_discovery_model1_package\configs\018_odc_asian045_continuous_2015_2020_m1.ini","odc_asian045_continuous_2015_2020_m1","outputs\independent_m15_overnight_drift_continuation_discovery_model1_package\reports_here\odc_asian045_continuous_2015_2020_m1","369D4E7ECC5E2FFD8D4AFF454DDBFD80D9A4891D2BE8CAD362C05938BDA5414F","Discovery only: require both disjoint eras positive, continuous PF at least 1.20, at least 60 continuous trades, DD at or below 3%, positive payoff and return/DD at least 1.0, with an adjacent one-factor shape before opening 2021-2026."
"28","odc_asian065","discovery_model1","Independent M15 overnight-drift continuation discovery Model1","older_2015_2018","1","10000","outputs\independent_m15_overnight_drift_continuation_discovery_model1_package\configs\019_odc_asian065_older_2015_2018_m1.ini","outputs\independent_m15_overnight_drift_continuation_discovery_model1_package\configs\019_odc_asian065_older_2015_2018_m1.ini","odc_asian065_older_2015_2018_m1","outputs\independent_m15_overnight_drift_continuation_discovery_model1_package\reports_here\odc_asian065_older_2015_2018_m1","B6A2CE45DB207A20F6F0697DB8EDE9DB0522AF588B765840419809259AF3FC5C","Discovery only: require both disjoint eras positive, continuous PF at least 1.20, at least 60 continuous trades, DD at or below 3%, positive payoff and return/DD at least 1.0, with an adjacent one-factor shape before opening 2021-2026."
"30","odc_asian065","discovery_model1","Independent M15 overnight-drift continuation discovery Model1","discovery_2019_2020","1","10000","outputs\independent_m15_overnight_drift_continuation_discovery_model1_package\configs\020_odc_asian065_discovery_2019_2020_m1.ini","outputs\independent_m15_overnight_drift_continuation_discovery_model1_package\configs\020_odc_asian065_discovery_2019_2020_m1.ini","odc_asian065_discovery_2019_2020_m1","outputs\independent_m15_overnight_drift_continuation_discovery_model1_package\reports_here\odc_asian065_discovery_2019_2020_m1","B6A2CE45DB207A20F6F0697DB8EDE9DB0522AF588B765840419809259AF3FC5C","Discovery only: require both disjoint eras positive, continuous PF at least 1.20, at least 60 continuous trades, DD at or below 3%, positive payoff and return/DD at least 1.0, with an adjacent one-factor shape before opening 2021-2026."
"31","odc_asian065","discovery_model1","Independent M15 overnight-drift continuation discovery Model1","continuous_2015_2020","1","10000","outputs\independent_m15_overnight_drift_continuation_discovery_model1_package\configs\021_odc_asian065_continuous_2015_2020_m1.ini","outputs\independent_m15_overnight_drift_continuation_discovery_model1_package\configs\021_odc_asian065_continuous_2015_2020_m1.ini","odc_asian065_continuous_2015_2020_m1","outputs\independent_m15_overnight_drift_continuation_discovery_model1_package\reports_here\odc_asian065_continuous_2015_2020_m1","B6A2CE45DB207A20F6F0697DB8EDE9DB0522AF588B765840419809259AF3FC5C","Discovery only: require both disjoint eras positive, continuous PF at least 1.20, at least 60 continuous trades, DD at or below 3%, positive payoff and return/DD at least 1.0, with an adjacent one-factor shape before opening 2021-2026."
"33","odc_drift000","discovery_model1","Independent M15 overnight-drift continuation discovery Model1","older_2015_2018","1","10000","outputs\independent_m15_overnight_drift_continuation_discovery_model1_package\configs\022_odc_drift000_older_2015_2018_m1.ini","outputs\independent_m15_overnight_drift_continuation_discovery_model1_package\configs\022_odc_drift000_older_2015_2018_m1.ini","odc_drift000_older_2015_2018_m1","outputs\independent_m15_overnight_drift_continuation_discovery_model1_package\reports_here\odc_drift000_older_2015_2018_m1","CF8C265EBF528CBE5E7434B8280C07712D251E5063AF77ABCCA8C6ECDB791532","Discovery only: require both disjoint eras positive, continuous PF at least 1.20, at least 60 continuous trades, DD at or below 3%, positive payoff and return/DD at least 1.0, with an adjacent one-factor shape before opening 2021-2026."
"34","odc_drift000","discovery_model1","Independent M15 overnight-drift continuation discovery Model1","discovery_2019_2020","1","10000","outputs\independent_m15_overnight_drift_continuation_discovery_model1_package\configs\023_odc_drift000_discovery_2019_2020_m1.ini","outputs\independent_m15_overnight_drift_continuation_discovery_model1_package\configs\023_odc_drift000_discovery_2019_2020_m1.ini","odc_drift000_discovery_2019_2020_m1","outputs\independent_m15_overnight_drift_continuation_discovery_model1_package\reports_here\odc_drift000_discovery_2019_2020_m1","CF8C265EBF528CBE5E7434B8280C07712D251E5063AF77ABCCA8C6ECDB791532","Discovery only: require both disjoint eras positive, continuous PF at least 1.20, at least 60 continuous trades, DD at or below 3%, positive payoff and return/DD at least 1.0, with an adjacent one-factor shape before opening 2021-2026."
"36","odc_drift000","discovery_model1","Independent M15 overnight-drift continuation discovery Model1","continuous_2015_2020","1","10000","outputs\independent_m15_overnight_drift_continuation_discovery_model1_package\configs\024_odc_drift000_continuous_2015_2020_m1.ini","outputs\independent_m15_overnight_drift_continuation_discovery_model1_package\configs\024_odc_drift000_continuous_2015_2020_m1.ini","odc_drift000_continuous_2015_2020_m1","outputs\independent_m15_overnight_drift_continuation_discovery_model1_package\reports_here\odc_drift000_continuous_2015_2020_m1","CF8C265EBF528CBE5E7434B8280C07712D251E5063AF77ABCCA8C6ECDB791532","Discovery only: require both disjoint eras positive, continuous PF at least 1.20, at least 60 continuous trades, DD at or below 3%, positive payoff and return/DD at least 1.0, with an adjacent one-factor shape before opening 2021-2026."
"37","odc_driftminus025","discovery_model1","Independent M15 overnight-drift continuation discovery Model1","older_2015_2018","1","10000","outputs\independent_m15_overnight_drift_continuation_discovery_model1_package\configs\025_odc_driftminus025_older_2015_2018_m1.ini","outputs\independent_m15_overnight_drift_continuation_discovery_model1_package\configs\025_odc_driftminus025_older_2015_2018_m1.ini","odc_driftminus025_older_2015_2018_m1","outputs\independent_m15_overnight_drift_continuation_discovery_model1_package\reports_here\odc_driftminus025_older_2015_2018_m1","6AC321FB5AC81006A40E00AE30AACC691DA67A3AF6FCDB7496625AB60A6103AA","Discovery only: require both disjoint eras positive, continuous PF at least 1.20, at least 60 continuous trades, DD at or below 3%, positive payoff and return/DD at least 1.0, with an adjacent one-factor shape before opening 2021-2026."
"39","odc_driftminus025","discovery_model1","Independent M15 overnight-drift continuation discovery Model1","discovery_2019_2020","1","10000","outputs\independent_m15_overnight_drift_continuation_discovery_model1_package\configs\026_odc_driftminus025_discovery_2019_2020_m1.ini","outputs\independent_m15_overnight_drift_continuation_discovery_model1_package\configs\026_odc_driftminus025_discovery_2019_2020_m1.ini","odc_driftminus025_discovery_2019_2020_m1","outputs\independent_m15_overnight_drift_continuation_discovery_model1_package\reports_here\odc_driftminus025_discovery_2019_2020_m1","6AC321FB5AC81006A40E00AE30AACC691DA67A3AF6FCDB7496625AB60A6103AA","Discovery only: require both disjoint eras positive, continuous PF at least 1.20, at least 60 continuous trades, DD at or below 3%, positive payoff and return/DD at least 1.0, with an adjacent one-factor shape before opening 2021-2026."
"40","odc_driftminus025","discovery_model1","Independent M15 overnight-drift continuation discovery Model1","continuous_2015_2020","1","10000","outputs\independent_m15_overnight_drift_continuation_discovery_model1_package\configs\027_odc_driftminus025_continuous_2015_2020_m1.ini","outputs\independent_m15_overnight_drift_continuation_discovery_model1_package\configs\027_odc_driftminus025_continuous_2015_2020_m1.ini","odc_driftminus025_continuous_2015_2020_m1","outputs\independent_m15_overnight_drift_continuation_discovery_model1_package\reports_here\odc_driftminus025_continuous_2015_2020_m1","6AC321FB5AC81006A40E00AE30AACC691DA67A3AF6FCDB7496625AB60A6103AA","Discovery only: require both disjoint eras positive, continuous PF at least 1.20, at least 60 continuous trades, DD at or below 3%, positive payoff and return/DD at least 1.0, with an adjacent one-factor shape before opening 2021-2026."
"42","odc_entry6","discovery_model1","Independent M15 overnight-drift continuation discovery Model1","older_2015_2018","1","10000","outputs\independent_m15_overnight_drift_continuation_discovery_model1_package\configs\028_odc_entry6_older_2015_2018_m1.ini","outputs\independent_m15_overnight_drift_continuation_discovery_model1_package\configs\028_odc_entry6_older_2015_2018_m1.ini","odc_entry6_older_2015_2018_m1","outputs\independent_m15_overnight_drift_continuation_discovery_model1_package\reports_here\odc_entry6_older_2015_2018_m1","6F355E10AB344A5EB1DB7513436698EFB8BAD29286D5CEE669C5CA4FE5368E67","Discovery only: require both disjoint eras positive, continuous PF at least 1.20, at least 60 continuous trades, DD at or below 3%, positive payoff and return/DD at least 1.0, with an adjacent one-factor shape before opening 2021-2026."
"43","odc_entry6","discovery_model1","Independent M15 overnight-drift continuation discovery Model1","discovery_2019_2020","1","10000","outputs\independent_m15_overnight_drift_continuation_discovery_model1_package\configs\029_odc_entry6_discovery_2019_2020_m1.ini","outputs\independent_m15_overnight_drift_continuation_discovery_model1_package\configs\029_odc_entry6_discovery_2019_2020_m1.ini","odc_entry6_discovery_2019_2020_m1","outputs\independent_m15_overnight_drift_continuation_discovery_model1_package\reports_here\odc_entry6_discovery_2019_2020_m1","6F355E10AB344A5EB1DB7513436698EFB8BAD29286D5CEE669C5CA4FE5368E67","Discovery only: require both disjoint eras positive, continuous PF at least 1.20, at least 60 continuous trades, DD at or below 3%, positive payoff and return/DD at least 1.0, with an adjacent one-factor shape before opening 2021-2026."
"45","odc_entry6","discovery_model1","Independent M15 overnight-drift continuation discovery Model1","continuous_2015_2020","1","10000","outputs\independent_m15_overnight_drift_continuation_discovery_model1_package\configs\030_odc_entry6_continuous_2015_2020_m1.ini","outputs\independent_m15_overnight_drift_continuation_discovery_model1_package\configs\030_odc_entry6_continuous_2015_2020_m1.ini","odc_entry6_continuous_2015_2020_m1","outputs\independent_m15_overnight_drift_continuation_discovery_model1_package\reports_here\odc_entry6_continuous_2015_2020_m1","6F355E10AB344A5EB1DB7513436698EFB8BAD29286D5CEE669C5CA4FE5368E67","Discovery only: require both disjoint eras positive, continuous PF at least 1.20, at least 60 continuous trades, DD at or below 3%, positive payoff and return/DD at least 1.0, with an adjacent one-factor shape before opening 2021-2026."
"46","odc_entry8","discovery_model1","Independent M15 overnight-drift continuation discovery Model1","older_2015_2018","1","10000","outputs\independent_m15_overnight_drift_continuation_discovery_model1_package\configs\031_odc_entry8_older_2015_2018_m1.ini","outputs\independent_m15_overnight_drift_continuation_discovery_model1_package\configs\031_odc_entry8_older_2015_2018_m1.ini","odc_entry8_older_2015_2018_m1","outputs\independent_m15_overnight_drift_continuation_discovery_model1_package\reports_here\odc_entry8_older_2015_2018_m1","F3AAB8B61ACF9A85828614AA711E67E88EF4F3B89EB077698C80E63212F602F7","Discovery only: require both disjoint eras positive, continuous PF at least 1.20, at least 60 continuous trades, DD at or below 3%, positive payoff and return/DD at least 1.0, with an adjacent one-factor shape before opening 2021-2026."
"48","odc_entry8","discovery_model1","Independent M15 overnight-drift continuation discovery Model1","discovery_2019_2020","1","10000","outputs\independent_m15_overnight_drift_continuation_discovery_model1_package\configs\032_odc_entry8_discovery_2019_2020_m1.ini","outputs\independent_m15_overnight_drift_continuation_discovery_model1_package\configs\032_odc_entry8_discovery_2019_2020_m1.ini","odc_entry8_discovery_2019_2020_m1","outputs\independent_m15_overnight_drift_continuation_discovery_model1_package\reports_here\odc_entry8_discovery_2019_2020_m1","F3AAB8B61ACF9A85828614AA711E67E88EF4F3B89EB077698C80E63212F602F7","Discovery only: require both disjoint eras positive, continuous PF at least 1.20, at least 60 continuous trades, DD at or below 3%, positive payoff and return/DD at least 1.0, with an adjacent one-factor shape before opening 2021-2026."
"49","odc_entry8","discovery_model1","Independent M15 overnight-drift continuation discovery Model1","continuous_2015_2020","1","10000","outputs\independent_m15_overnight_drift_continuation_discovery_model1_package\configs\033_odc_entry8_continuous_2015_2020_m1.ini","outputs\independent_m15_overnight_drift_continuation_discovery_model1_package\configs\033_odc_entry8_continuous_2015_2020_m1.ini","odc_entry8_continuous_2015_2020_m1","outputs\independent_m15_overnight_drift_continuation_discovery_model1_package\reports_here\odc_entry8_continuous_2015_2020_m1","F3AAB8B61ACF9A85828614AA711E67E88EF4F3B89EB077698C80E63212F602F7","Discovery only: require both disjoint eras positive, continuous PF at least 1.20, at least 60 continuous trades, DD at or below 3%, positive payoff and return/DD at least 1.0, with an adjacent one-factor shape before opening 2021-2026."
"51","odc_signal25","discovery_model1","Independent M15 overnight-drift continuation discovery Model1","older_2015_2018","1","10000","outputs\independent_m15_overnight_drift_continuation_discovery_model1_package\configs\034_odc_signal25_older_2015_2018_m1.ini","outputs\independent_m15_overnight_drift_continuation_discovery_model1_package\configs\034_odc_signal25_older_2015_2018_m1.ini","odc_signal25_older_2015_2018_m1","outputs\independent_m15_overnight_drift_continuation_discovery_model1_package\reports_here\odc_signal25_older_2015_2018_m1","C139854F04C615C1D94568582E4894EBF52187CCE10C961C4588015DB7BC33ED","Discovery only: require both disjoint eras positive, continuous PF at least 1.20, at least 60 continuous trades, DD at or below 3%, positive payoff and return/DD at least 1.0, with an adjacent one-factor shape before opening 2021-2026."
"52","odc_signal25","discovery_model1","Independent M15 overnight-drift continuation discovery Model1","discovery_2019_2020","1","10000","outputs\independent_m15_overnight_drift_continuation_discovery_model1_package\configs\035_odc_signal25_discovery_2019_2020_m1.ini","outputs\independent_m15_overnight_drift_continuation_discovery_model1_package\configs\035_odc_signal25_discovery_2019_2020_m1.ini","odc_signal25_discovery_2019_2020_m1","outputs\independent_m15_overnight_drift_continuation_discovery_model1_package\reports_here\odc_signal25_discovery_2019_2020_m1","C139854F04C615C1D94568582E4894EBF52187CCE10C961C4588015DB7BC33ED","Discovery only: require both disjoint eras positive, continuous PF at least 1.20, at least 60 continuous trades, DD at or below 3%, positive payoff and return/DD at least 1.0, with an adjacent one-factor shape before opening 2021-2026."
"54","odc_signal25","discovery_model1","Independent M15 overnight-drift continuation discovery Model1","continuous_2015_2020","1","10000","outputs\independent_m15_overnight_drift_continuation_discovery_model1_package\configs\036_odc_signal25_continuous_2015_2020_m1.ini","outputs\independent_m15_overnight_drift_continuation_discovery_model1_package\configs\036_odc_signal25_continuous_2015_2020_m1.ini","odc_signal25_continuous_2015_2020_m1","outputs\independent_m15_overnight_drift_continuation_discovery_model1_package\reports_here\odc_signal25_continuous_2015_2020_m1","C139854F04C615C1D94568582E4894EBF52187CCE10C961C4588015DB7BC33ED","Discovery only: require both disjoint eras positive, continuous PF at least 1.20, at least 60 continuous trades, DD at or below 3%, positive payoff and return/DD at least 1.0, with an adjacent one-factor shape before opening 2021-2026."
