"Candidate","SourceType","Phase","Expected","ParsedReports","ParsedLogs","ParsedTotal","Missing","Unparsed","TotalNetProfit","WorstNetProfit","AverageAnnualizedReturnPercent","WorstAnnualizedReturnPercent","AverageCagrPercent","WorstCagrPercent","WorstDrawdownPercent","MinProfitFactor","TotalTrades"
"sr_control","broker_risk_sizing_probe","fast_model1","9","9","0","9","0","0","630.18","4.24","0.45","0.04","0.45","0.04","0.92","0","58"
"sr_sweep_off","broker_risk_sizing_probe","fast_model1","9","9","0","9","0","0","655.63","4.24","0.47","0.04","0.47","0.04","0.82","0","56"
