"Status","ReportsParsed","IdentityRetries","AllReportsProfitable","ControlReproduced","CenterChangedBehavior","CenterGatePass","PassingNeighbors","RequiredNeighbors","PassingNeighborNames","Reserved2021To2022Permitted","Model4Permitted","PromotionPermitted","ForwardCandidateChanged","RealAccountTradingAllowed","ControlNetProfit","CenterNetProfit","SourceSha256","BinarySha256"
"REJECTED_IN_DISCOVERY","24","3","True","True","True","False","0","3","","False","False","False","False","False","1379.93","1293.17","C7B5D50FF1229525CDD619D4943B232C97E229BA7086513A6515EABCC6015110","7666375D4CB495A1B08F88A28349AC3AC8FA5F14EB26AA3EDD83481FD9B54F91"
