"Status","Candidates","ReportsParsed","NumericPasses","DiscoveryEligible","HoldoutPermitted","Model4Opened","NewBest","SourceSha256","PortableBinarySha256","ResultsSha256","RunAttestationSha256"
"REJECTED_IN_DISCOVERY","15","45","0","0","False","False","False","A5A4A1F8C26C7DBEDB7EAE46C599F6429626F69312A21D352883592E2D63FDD9","69E76951ECE247CC928128D9E94C90622D42F39E15DA54C01D252689DB5A82F6","893321A806F324ABCFC2111F9AD6D4500BDA4F2B6ED9674C084FF87225CAD3DB","F33CB829627184141FC73EF84144B98A15FFEA3AF92F4A2A618E9A8D728CE8A4"
