"Profile","Phase","Set","ReportsExpected","ReportsParsed","MissingReports","UnparsedReports","TotalNetProfit","WorstWindowNetProfit","BestWindowNetProfit","AverageAnnualizedReturnPercent","WorstAnnualizedReturnPercent","AverageCagrPercent","WorstCagrPercent","LosingWindows","ProfitableWindows","FlatWindows","WorstDrawdownMoney","AverageProfitFactor","AverageSharpeRatio","AverageWinRatePercent","WorstConsecutiveLosses","EvidenceComplete"
"tlr_body30","discovery_model1","independent_m15_trend_liquidity_reclaim","4","4","0","0","-248.4","-122.55","12.25","-0.18","-0.4","-0.18","-0.4","3","1","0","156.96","0.6175","-3.5375","38.12","9","True"
"tlr_center_q14","discovery_model1","independent_m15_trend_liquidity_reclaim","4","4","0","0","-181.36","-118.75","31.16","-0.04","-0.3","-0.04","-0.3","3","1","0","159.93","0.9025","-1.685","40.88","8","True"
"tlr_control_q0","discovery_model1","independent_m15_trend_liquidity_reclaim","4","4","0","0","-174.68","-171.96","70.76","0.06","-0.43","0.06","-0.43","2","2","0","189.06","1.0225","-0.5975","38.42","10","True"
"tlr_lookback08","discovery_model1","independent_m15_trend_liquidity_reclaim","4","4","0","0","-128.28","-83.04","21.29","-0.03","-0.21","-0.03","-0.21","3","1","0","132.86","0.9225","-1.4225","44.02","4","True"
"tlr_lookback20","discovery_model1","independent_m15_trend_liquidity_reclaim","4","4","0","0","-236.62","-125.25","39.04","-0.11","-0.32","-0.11","-0.32","3","1","0","135.47","0.7475","-2.15","40.38","8","True"
"tlr_q07","discovery_model1","independent_m15_trend_liquidity_reclaim","4","4","0","0","-65.94","-144.44","88.04","0.17","-0.36","0.17","-0.36","2","2","0","178.21","1.1925","0.245","40.63","9","True"
"tlr_q21","discovery_model1","independent_m15_trend_liquidity_reclaim","4","4","0","0","-131.24","-121.28","49.83","0.04","-0.3","0.04","-0.3","2","2","0","156.12","1.1","-1.1025","42.9","7","True"
