"SourcePath","SourceSha256","BinarySha256","CompileResult","ElapsedMilliseconds","InstalledFrozenArtifactsUnchanged"
"work\Professional_XAUUSD_Reversion_D1_Momentum_Cap_Signal_Range_Gate.mq5","32DE39C13DBE06A6AE2BD733ED2183D7103C003884F08DD13024FDEE18BAD241","43B5567AEC927C5D72D782D41925362F0988CC54C7B65893924938E66674E0B2","0 errors, 0 warnings","1067","True"
