"Profile","Parsed","Expected","TotalNet","Continuous","YTD","Full2025","Full2024","WeakSum","WorstWindow","LosingWindows"
"dormant_combo","11","11","13941.51","9027.02","1583.86","214.18","3127.85","","-11.4","1"
"dormant_fmr_probe","11","11","13941.51","9027.02","1583.86","214.18","3127.85","","-11.4","1"
"dormant_fsd_relaxed","11","11","9828.74","6125.57","1107.9","214.18","2381.09","","0","0"
"base","11","11","9828.74","6125.57","1107.9","214.18","2381.09","","0","0"
"dormant_fmr_strict","11","11","10454.82","6089.35","1107.9","214.18","3057.64","","-14.25","1"
"dormant_fmr_no_vwap","11","11","8379.58","5136.82","353.54","214.18","2702.39","","-8.65","4"
