"QueueRank","Candidate","CandidateRank","SourceType","SourceRank","Phase","Set","Window","From","To","Model","Deposit","Config","ExpectedReportName","ProfileSnapshot","ProfileSha256","SourceSha256","SignalTimeframe","MoveLookback","BreakoutLookback","CorrelationLookback","MinimumCorrelation","MinimumXAUMoveATR","MinimumXAGMoveATR","BreakoutBufferATR","RequireFreshBreakout","TakeProfitR","StopRule"
"1","xmsc_base","1","independent_m15_xag_synchronized_continuation","1","discovery_model1","xmsc_base.set","older_2015_2017","2015.01.01","2017.12.31","1","10000","configs\001_xmsc_base_older_2015_2017_m1.ini","xmsc_base_older_2015_2017_m1","profiles\xmsc_base.set","F0312073268BAD3B625459F8FD937A886135F33294B6A96F602DBA04EAE4BF9D","53D4864FDBA2365193AA9D7AC1185B1B9CD2BFA3CC34453D18AF3A8DD8552D88","15","16","20","32","0.35","0.50","0.50","0.05","true","1.50","Pre-registered Model1 gate: both 2015-2017 and 2018-2020 must be profitable with PF >= 1.10, DD <= 5%, and >= 30 trades each. Only supported neighborhoods may receive a continuous 2015-2020 test; recent years remain closed."
"2","xmsc_base","1","independent_m15_xag_synchronized_continuation","1","discovery_model1","xmsc_base.set","discovery_2018_2020","2018.01.01","2020.12.31","1","10000","configs\002_xmsc_base_discovery_2018_2020_m1.ini","xmsc_base_discovery_2018_2020_m1","profiles\xmsc_base.set","F0312073268BAD3B625459F8FD937A886135F33294B6A96F602DBA04EAE4BF9D","53D4864FDBA2365193AA9D7AC1185B1B9CD2BFA3CC34453D18AF3A8DD8552D88","15","16","20","32","0.35","0.50","0.50","0.05","true","1.50","Pre-registered Model1 gate: both 2015-2017 and 2018-2020 must be profitable with PF >= 1.10, DD <= 5%, and >= 30 trades each. Only supported neighborhoods may receive a continuous 2015-2020 test; recent years remain closed."
"3","xmsc_move8","2","independent_m15_xag_synchronized_continuation","1","discovery_model1","xmsc_move8.set","older_2015_2017","2015.01.01","2017.12.31","1","10000","configs\003_xmsc_move8_older_2015_2017_m1.ini","xmsc_move8_older_2015_2017_m1","profiles\xmsc_move8.set","EB92938996FBA0A950A1AD43BE3C29473BCCA8078F27656D4D017621D681CD1B","53D4864FDBA2365193AA9D7AC1185B1B9CD2BFA3CC34453D18AF3A8DD8552D88","15","8","20","32","0.35","0.50","0.50","0.05","true","1.50","Pre-registered Model1 gate: both 2015-2017 and 2018-2020 must be profitable with PF >= 1.10, DD <= 5%, and >= 30 trades each. Only supported neighborhoods may receive a continuous 2015-2020 test; recent years remain closed."
"4","xmsc_move8","2","independent_m15_xag_synchronized_continuation","1","discovery_model1","xmsc_move8.set","discovery_2018_2020","2018.01.01","2020.12.31","1","10000","configs\004_xmsc_move8_discovery_2018_2020_m1.ini","xmsc_move8_discovery_2018_2020_m1","profiles\xmsc_move8.set","EB92938996FBA0A950A1AD43BE3C29473BCCA8078F27656D4D017621D681CD1B","53D4864FDBA2365193AA9D7AC1185B1B9CD2BFA3CC34453D18AF3A8DD8552D88","15","8","20","32","0.35","0.50","0.50","0.05","true","1.50","Pre-registered Model1 gate: both 2015-2017 and 2018-2020 must be profitable with PF >= 1.10, DD <= 5%, and >= 30 trades each. Only supported neighborhoods may receive a continuous 2015-2020 test; recent years remain closed."
"5","xmsc_move24","3","independent_m15_xag_synchronized_continuation","1","discovery_model1","xmsc_move24.set","older_2015_2017","2015.01.01","2017.12.31","1","10000","configs\005_xmsc_move24_older_2015_2017_m1.ini","xmsc_move24_older_2015_2017_m1","profiles\xmsc_move24.set","073BDD0115F126EF419F358495F19C248DDBC5CFE99A29434D06F514049717F0","53D4864FDBA2365193AA9D7AC1185B1B9CD2BFA3CC34453D18AF3A8DD8552D88","15","24","20","32","0.35","0.50","0.50","0.05","true","1.50","Pre-registered Model1 gate: both 2015-2017 and 2018-2020 must be profitable with PF >= 1.10, DD <= 5%, and >= 30 trades each. Only supported neighborhoods may receive a continuous 2015-2020 test; recent years remain closed."
"6","xmsc_move24","3","independent_m15_xag_synchronized_continuation","1","discovery_model1","xmsc_move24.set","discovery_2018_2020","2018.01.01","2020.12.31","1","10000","configs\006_xmsc_move24_discovery_2018_2020_m1.ini","xmsc_move24_discovery_2018_2020_m1","profiles\xmsc_move24.set","073BDD0115F126EF419F358495F19C248DDBC5CFE99A29434D06F514049717F0","53D4864FDBA2365193AA9D7AC1185B1B9CD2BFA3CC34453D18AF3A8DD8552D88","15","24","20","32","0.35","0.50","0.50","0.05","true","1.50","Pre-registered Model1 gate: both 2015-2017 and 2018-2020 must be profitable with PF >= 1.10, DD <= 5%, and >= 30 trades each. Only supported neighborhoods may receive a continuous 2015-2020 test; recent years remain closed."
"7","xmsc_move32","4","independent_m15_xag_synchronized_continuation","1","discovery_model1","xmsc_move32.set","older_2015_2017","2015.01.01","2017.12.31","1","10000","configs\007_xmsc_move32_older_2015_2017_m1.ini","xmsc_move32_older_2015_2017_m1","profiles\xmsc_move32.set","1AF0008555E09F05EF51AD8C8419B0D5E154526B5917A0F5C6247799E6095F0B","53D4864FDBA2365193AA9D7AC1185B1B9CD2BFA3CC34453D18AF3A8DD8552D88","15","32","20","32","0.35","0.50","0.50","0.05","true","1.50","Pre-registered Model1 gate: both 2015-2017 and 2018-2020 must be profitable with PF >= 1.10, DD <= 5%, and >= 30 trades each. Only supported neighborhoods may receive a continuous 2015-2020 test; recent years remain closed."
"8","xmsc_move32","4","independent_m15_xag_synchronized_continuation","1","discovery_model1","xmsc_move32.set","discovery_2018_2020","2018.01.01","2020.12.31","1","10000","configs\008_xmsc_move32_discovery_2018_2020_m1.ini","xmsc_move32_discovery_2018_2020_m1","profiles\xmsc_move32.set","1AF0008555E09F05EF51AD8C8419B0D5E154526B5917A0F5C6247799E6095F0B","53D4864FDBA2365193AA9D7AC1185B1B9CD2BFA3CC34453D18AF3A8DD8552D88","15","32","20","32","0.35","0.50","0.50","0.05","true","1.50","Pre-registered Model1 gate: both 2015-2017 and 2018-2020 must be profitable with PF >= 1.10, DD <= 5%, and >= 30 trades each. Only supported neighborhoods may receive a continuous 2015-2020 test; recent years remain closed."
"9","xmsc_breakout12","5","independent_m15_xag_synchronized_continuation","1","discovery_model1","xmsc_breakout12.set","older_2015_2017","2015.01.01","2017.12.31","1","10000","configs\009_xmsc_breakout12_older_2015_2017_m1.ini","xmsc_breakout12_older_2015_2017_m1","profiles\xmsc_breakout12.set","524A017820718A03BB15D78774C2C9ABC1E6103FD3571476ED36250C36A3A7D1","53D4864FDBA2365193AA9D7AC1185B1B9CD2BFA3CC34453D18AF3A8DD8552D88","15","16","12","32","0.35","0.50","0.50","0.05","true","1.50","Pre-registered Model1 gate: both 2015-2017 and 2018-2020 must be profitable with PF >= 1.10, DD <= 5%, and >= 30 trades each. Only supported neighborhoods may receive a continuous 2015-2020 test; recent years remain closed."
"10","xmsc_breakout12","5","independent_m15_xag_synchronized_continuation","1","discovery_model1","xmsc_breakout12.set","discovery_2018_2020","2018.01.01","2020.12.31","1","10000","configs\010_xmsc_breakout12_discovery_2018_2020_m1.ini","xmsc_breakout12_discovery_2018_2020_m1","profiles\xmsc_breakout12.set","524A017820718A03BB15D78774C2C9ABC1E6103FD3571476ED36250C36A3A7D1","53D4864FDBA2365193AA9D7AC1185B1B9CD2BFA3CC34453D18AF3A8DD8552D88","15","16","12","32","0.35","0.50","0.50","0.05","true","1.50","Pre-registered Model1 gate: both 2015-2017 and 2018-2020 must be profitable with PF >= 1.10, DD <= 5%, and >= 30 trades each. Only supported neighborhoods may receive a continuous 2015-2020 test; recent years remain closed."
