"Status","ReportsParsed","IdentityRetries","AllReportsProfitable","ControlReproduced","CenterChangedBehavior","CenterGatePass","PassingNeighbors","RequiredNeighbors","PassingNeighborNames","Reserved2021To2022Permitted","Model4Permitted","PromotionPermitted","ForwardCandidateChanged","RealAccountTradingAllowed","ControlNetProfit","CenterNetProfit","SourceSha256","BinarySha256"
"REJECTED_IN_DISCOVERY","24","2","True","True","True","False","0","3","","False","False","False","False","False","1379.93","1382.26","04E9A3FA2B85090A53E7B9D769BA536693D7A590794F58AD97F926D5CB2AFAF4","6B0959FE621763A5137523127BD17B224363D84E2DB3EDBD60B76DDB1B66E321"
