"QueueRank","Candidate","Phase","PhaseLabel","Window","Model","PackageConfig","SourceConfig","ExpectedReportName","ReportDestination","ProfileSha256","StopRule"
"1","r10_pg40_atr085_adapt7","phase2_oos_yearly_model4","Peak R20 R10 OOS yearly Model4","2019_full","4","outputs\peak_r20_regime_combo_model4_yearly_package\configs\001_r10_pg40_atr085_adapt7_2019_full_m4.ini","outputs\peak_r20_regime_combo_model4_yearly_package\configs\001_r10_pg40_atr085_adapt7_2019_full_m4.ini","peak_r20_oos_r10_pg40_atr085_adapt7_2019_full_m4","outputs\peak_r20_regime_combo_model4_yearly_package\reports_here\peak_r20_oos_r10_pg40_atr085_adapt7_2019_full_m4","3E6B806E2941A993579756C8E503B7886E06891F077A104D39428704E48545BC","Reject money-ready claims if older/yearly windows are red, too sparse, or show unstable drawdown/profit quality."
"2","r10_pg40_atr085_adapt7","phase2_oos_yearly_model4","Peak R20 R10 OOS yearly Model4","2020_full","4","outputs\peak_r20_regime_combo_model4_yearly_package\configs\002_r10_pg40_atr085_adapt7_2020_full_m4.ini","outputs\peak_r20_regime_combo_model4_yearly_package\configs\002_r10_pg40_atr085_adapt7_2020_full_m4.ini","peak_r20_oos_r10_pg40_atr085_adapt7_2020_full_m4","outputs\peak_r20_regime_combo_model4_yearly_package\reports_here\peak_r20_oos_r10_pg40_atr085_adapt7_2020_full_m4","3E6B806E2941A993579756C8E503B7886E06891F077A104D39428704E48545BC","Reject money-ready claims if older/yearly windows are red, too sparse, or show unstable drawdown/profit quality."
"3","r10_pg40_atr085_adapt7","phase2_oos_yearly_model4","Peak R20 R10 OOS yearly Model4","2021_full","4","outputs\peak_r20_regime_combo_model4_yearly_package\configs\003_r10_pg40_atr085_adapt7_2021_full_m4.ini","outputs\peak_r20_regime_combo_model4_yearly_package\configs\003_r10_pg40_atr085_adapt7_2021_full_m4.ini","peak_r20_oos_r10_pg40_atr085_adapt7_2021_full_m4","outputs\peak_r20_regime_combo_model4_yearly_package\reports_here\peak_r20_oos_r10_pg40_atr085_adapt7_2021_full_m4","3E6B806E2941A993579756C8E503B7886E06891F077A104D39428704E48545BC","Reject money-ready claims if older/yearly windows are red, too sparse, or show unstable drawdown/profit quality."
"4","r10_pg40_atr085_adapt7","phase2_oos_yearly_model4","Peak R20 R10 OOS yearly Model4","2022_full","4","outputs\peak_r20_regime_combo_model4_yearly_package\configs\004_r10_pg40_atr085_adapt7_2022_full_m4.ini","outputs\peak_r20_regime_combo_model4_yearly_package\configs\004_r10_pg40_atr085_adapt7_2022_full_m4.ini","peak_r20_oos_r10_pg40_atr085_adapt7_2022_full_m4","outputs\peak_r20_regime_combo_model4_yearly_package\reports_here\peak_r20_oos_r10_pg40_atr085_adapt7_2022_full_m4","3E6B806E2941A993579756C8E503B7886E06891F077A104D39428704E48545BC","Reject money-ready claims if older/yearly windows are red, too sparse, or show unstable drawdown/profit quality."
"5","r10_pg40_atr085_adapt7","phase2_oos_yearly_model4","Peak R20 R10 OOS yearly Model4","2023_full","4","outputs\peak_r20_regime_combo_model4_yearly_package\configs\005_r10_pg40_atr085_adapt7_2023_full_m4.ini","outputs\peak_r20_regime_combo_model4_yearly_package\configs\005_r10_pg40_atr085_adapt7_2023_full_m4.ini","peak_r20_oos_r10_pg40_atr085_adapt7_2023_full_m4","outputs\peak_r20_regime_combo_model4_yearly_package\reports_here\peak_r20_oos_r10_pg40_atr085_adapt7_2023_full_m4","3E6B806E2941A993579756C8E503B7886E06891F077A104D39428704E48545BC","Reject money-ready claims if older/yearly windows are red, too sparse, or show unstable drawdown/profit quality."
"6","r10_pg40_atr085_adapt7","phase2_oos_yearly_model4","Peak R20 R10 OOS yearly Model4","2024_full","4","outputs\peak_r20_regime_combo_model4_yearly_package\configs\006_r10_pg40_atr085_adapt7_2024_full_m4.ini","outputs\peak_r20_regime_combo_model4_yearly_package\configs\006_r10_pg40_atr085_adapt7_2024_full_m4.ini","peak_r20_oos_r10_pg40_atr085_adapt7_2024_full_m4","outputs\peak_r20_regime_combo_model4_yearly_package\reports_here\peak_r20_oos_r10_pg40_atr085_adapt7_2024_full_m4","3E6B806E2941A993579756C8E503B7886E06891F077A104D39428704E48545BC","Reject money-ready claims if older/yearly windows are red, too sparse, or show unstable drawdown/profit quality."
"7","r10_pg40_atr085_adapt7","phase2_oos_yearly_model4","Peak R20 R10 OOS yearly Model4","2025_full","4","outputs\peak_r20_regime_combo_model4_yearly_package\configs\007_r10_pg40_atr085_adapt7_2025_full_m4.ini","outputs\peak_r20_regime_combo_model4_yearly_package\configs\007_r10_pg40_atr085_adapt7_2025_full_m4.ini","peak_r20_oos_r10_pg40_atr085_adapt7_2025_full_m4","outputs\peak_r20_regime_combo_model4_yearly_package\reports_here\peak_r20_oos_r10_pg40_atr085_adapt7_2025_full_m4","3E6B806E2941A993579756C8E503B7886E06891F077A104D39428704E48545BC","Reject money-ready claims if older/yearly windows are red, too sparse, or show unstable drawdown/profit quality."
"8","r10_pg40_atr085_adapt7","phase2_oos_yearly_model4","Peak R20 R10 OOS yearly Model4","2026_ytd","4","outputs\peak_r20_regime_combo_model4_yearly_package\configs\008_r10_pg40_atr085_adapt7_2026_ytd_m4.ini","outputs\peak_r20_regime_combo_model4_yearly_package\configs\008_r10_pg40_atr085_adapt7_2026_ytd_m4.ini","peak_r20_oos_r10_pg40_atr085_adapt7_2026_ytd_m4","outputs\peak_r20_regime_combo_model4_yearly_package\reports_here\peak_r20_oos_r10_pg40_atr085_adapt7_2026_ytd_m4","3E6B806E2941A993579756C8E503B7886E06891F077A104D39428704E48545BC","Reject money-ready claims if older/yearly windows are red, too sparse, or show unstable drawdown/profit quality."
