"Status","Candidates","ReportsParsed","ReportsIdentityPassed","ReproducedEmptyExports","ActiveProfiles","NumericPasses","DiscoveryEligible","HoldoutOpened","Model4Opened","SourceSha256","ResultsSha256"
"REJECTED_IN_DISCOVERY","15","45","45","4","2","0","0","False","False","15F22472BE6FCF3AD195B212727C55EEF1669CD961F25422DD6F6EC397462440","328F989846D351BA8320FFEC75EF4D7FE70344ACB94BD6859E11BB69228CFD93"
