Status,ReportsParsed,IdentityValidReports,AllDisjointErasPositive,CenterGrowthGate,CenterCagrGate,CenterEfficiencyGate,CenterRiskGate,CenterTradeCountGate,LowerSupportGate,UpperSupportGate,RecentValidationPermitted,Model4ValidationPermitted,ResearchPromotionPermitted,ForwardCandidateChanged,RealAccountTradingAllowed,ControlNetProfit,ControlCagrPercent,CenterNetProfit,CenterCagrPercent,BestEnabledCandidate,BestEnabledNetProfit,SourceSha256,BinarySha256,ManifestSha256
REJECTED_IN_DISCOVERY,12,12,true,false,false,false,false,false,false,false,false,false,false,false,false,1379.93,2.18,1131.34,1.80,mds_02,1227.66,F405E62145EB3353D26A6EEC9095505AD3E674CB3FB5E4C1F58F0049AE4117D8,481AA52A07DC1600C79B2411125F4845876F5EF4615A45D3076349F4D675EECD,CD9933E5BAEF3358BD2C3B2793EABF4A194C07B3DBACAB683076FAAB1FFE8B9C
