"QueueRank","Candidate","CandidateRank","Role","Phase","Window","From","To","Model","Deposit","PartialRunnerEnabled","ClosePercent","TargetMultiplier","StopLockR","BaseReversionRiskPercent","StrongSignalBodyRatio","StrongSignalLotCap","MomentumRiskPercent","AdaptiveRiskPercent","MaximumPortfolioOpenRiskPercent","ExpectedReportName","PackageConfig","SourceConfig","ReportDestination","ConfigSha256","ProfileSha256","SourceSha256","StopRule"
"13","rvpr_target175","5","target_neighbor_low","reversion_partial_runner_discovery_model1","older_2015_2018","2015.01.01","2018.12.31","1","10000","true","80","1.75","0.50","0.45","0.25","0.15","0.15","0.15","0.75","rvpr_target175_older_2015_2018_m1","outputs\three_lane_reversion_partial_runner_discovery_model1_package\configs\013_rvpr_target175_older_2015_2018_m1.ini","outputs\three_lane_reversion_partial_runner_discovery_model1_package\configs\013_rvpr_target175_older_2015_2018_m1.ini","outputs\three_lane_reversion_partial_runner_discovery_model1_package\reports_here\rvpr_target175_older_2015_2018_m1","2D7257AD2DDBCA3EB7464515CDF540573CB6159652D96E3D3E88DA57BD867CB1","CCE7141455CC3393E55E7FA7A322FF11A9D1704051EA23C609BD7D816971DBB5","614DCF5B0C55DF25DABDCF903C3193A0CE248AA2671788A400B5C39A4209F719","Frozen pre-2021 discovery. Both eras profitable and no more than 2% below same-era control. Center continuous net >= control +4%; CAGR >= control +0.06 point; PF >= control; DD <= min(1.20%, control +0.10 point); recovery and return/DD >=97% control. At least 4 of 6 neighbors pass both eras, continuous net >=control +2%, same PF/DD/97% efficiency floors. Confirmed behavior change required. No post-result rescue."
"14","rvpr_target175","5","target_neighbor_low","reversion_partial_runner_discovery_model1","later_2019_2020","2019.01.01","2020.12.31","1","10000","true","80","1.75","0.50","0.45","0.25","0.15","0.15","0.15","0.75","rvpr_target175_later_2019_2020_m1","outputs\three_lane_reversion_partial_runner_discovery_model1_package\configs\014_rvpr_target175_later_2019_2020_m1.ini","outputs\three_lane_reversion_partial_runner_discovery_model1_package\configs\014_rvpr_target175_later_2019_2020_m1.ini","outputs\three_lane_reversion_partial_runner_discovery_model1_package\reports_here\rvpr_target175_later_2019_2020_m1","8E37D896CAFF8ECAF1696631128D3B8ED00589288154C2F98CF6C4893302E7A5","CCE7141455CC3393E55E7FA7A322FF11A9D1704051EA23C609BD7D816971DBB5","614DCF5B0C55DF25DABDCF903C3193A0CE248AA2671788A400B5C39A4209F719","Frozen pre-2021 discovery. Both eras profitable and no more than 2% below same-era control. Center continuous net >= control +4%; CAGR >= control +0.06 point; PF >= control; DD <= min(1.20%, control +0.10 point); recovery and return/DD >=97% control. At least 4 of 6 neighbors pass both eras, continuous net >=control +2%, same PF/DD/97% efficiency floors. Confirmed behavior change required. No post-result rescue."
"15","rvpr_target175","5","target_neighbor_low","reversion_partial_runner_discovery_model1","continuous_2015_2020","2015.01.01","2020.12.31","1","10000","true","80","1.75","0.50","0.45","0.25","0.15","0.15","0.15","0.75","rvpr_target175_continuous_2015_2020_m1","outputs\three_lane_reversion_partial_runner_discovery_model1_package\configs\015_rvpr_target175_continuous_2015_2020_m1.ini","outputs\three_lane_reversion_partial_runner_discovery_model1_package\configs\015_rvpr_target175_continuous_2015_2020_m1.ini","outputs\three_lane_reversion_partial_runner_discovery_model1_package\reports_here\rvpr_target175_continuous_2015_2020_m1","0FEB091CBDA967D9D60EE5B0DF0F2DC5A05D27001BD3493DCF63D2F898615432","CCE7141455CC3393E55E7FA7A322FF11A9D1704051EA23C609BD7D816971DBB5","614DCF5B0C55DF25DABDCF903C3193A0CE248AA2671788A400B5C39A4209F719","Frozen pre-2021 discovery. Both eras profitable and no more than 2% below same-era control. Center continuous net >= control +4%; CAGR >= control +0.06 point; PF >= control; DD <= min(1.20%, control +0.10 point); recovery and return/DD >=97% control. At least 4 of 6 neighbors pass both eras, continuous net >=control +2%, same PF/DD/97% efficiency floors. Confirmed behavior change required. No post-result rescue."
"16","rvpr_target225","6","target_neighbor_high","reversion_partial_runner_discovery_model1","older_2015_2018","2015.01.01","2018.12.31","1","10000","true","80","2.25","0.50","0.45","0.25","0.15","0.15","0.15","0.75","rvpr_target225_older_2015_2018_m1","outputs\three_lane_reversion_partial_runner_discovery_model1_package\configs\016_rvpr_target225_older_2015_2018_m1.ini","outputs\three_lane_reversion_partial_runner_discovery_model1_package\configs\016_rvpr_target225_older_2015_2018_m1.ini","outputs\three_lane_reversion_partial_runner_discovery_model1_package\reports_here\rvpr_target225_older_2015_2018_m1","2D77C47DB7C122D9F31EF0F2508EA15DB84FAF22249501DCA2958C8EF5C97A3E","27695824980A58492FEAD6BB43CED9A10E38D42308EFEF0E40A6081F7673E4D8","614DCF5B0C55DF25DABDCF903C3193A0CE248AA2671788A400B5C39A4209F719","Frozen pre-2021 discovery. Both eras profitable and no more than 2% below same-era control. Center continuous net >= control +4%; CAGR >= control +0.06 point; PF >= control; DD <= min(1.20%, control +0.10 point); recovery and return/DD >=97% control. At least 4 of 6 neighbors pass both eras, continuous net >=control +2%, same PF/DD/97% efficiency floors. Confirmed behavior change required. No post-result rescue."
"17","rvpr_target225","6","target_neighbor_high","reversion_partial_runner_discovery_model1","later_2019_2020","2019.01.01","2020.12.31","1","10000","true","80","2.25","0.50","0.45","0.25","0.15","0.15","0.15","0.75","rvpr_target225_later_2019_2020_m1","outputs\three_lane_reversion_partial_runner_discovery_model1_package\configs\017_rvpr_target225_later_2019_2020_m1.ini","outputs\three_lane_reversion_partial_runner_discovery_model1_package\configs\017_rvpr_target225_later_2019_2020_m1.ini","outputs\three_lane_reversion_partial_runner_discovery_model1_package\reports_here\rvpr_target225_later_2019_2020_m1","C6875219C24B02ECBF81BF0A9402B935C96A490B6753665847AC04B541EBC46B","27695824980A58492FEAD6BB43CED9A10E38D42308EFEF0E40A6081F7673E4D8","614DCF5B0C55DF25DABDCF903C3193A0CE248AA2671788A400B5C39A4209F719","Frozen pre-2021 discovery. Both eras profitable and no more than 2% below same-era control. Center continuous net >= control +4%; CAGR >= control +0.06 point; PF >= control; DD <= min(1.20%, control +0.10 point); recovery and return/DD >=97% control. At least 4 of 6 neighbors pass both eras, continuous net >=control +2%, same PF/DD/97% efficiency floors. Confirmed behavior change required. No post-result rescue."
"18","rvpr_target225","6","target_neighbor_high","reversion_partial_runner_discovery_model1","continuous_2015_2020","2015.01.01","2020.12.31","1","10000","true","80","2.25","0.50","0.45","0.25","0.15","0.15","0.15","0.75","rvpr_target225_continuous_2015_2020_m1","outputs\three_lane_reversion_partial_runner_discovery_model1_package\configs\018_rvpr_target225_continuous_2015_2020_m1.ini","outputs\three_lane_reversion_partial_runner_discovery_model1_package\configs\018_rvpr_target225_continuous_2015_2020_m1.ini","outputs\three_lane_reversion_partial_runner_discovery_model1_package\reports_here\rvpr_target225_continuous_2015_2020_m1","4598E0EB41487011157FC5CBFB0BAD28C28E6CBAAAB978738D8855EDA6712A25","27695824980A58492FEAD6BB43CED9A10E38D42308EFEF0E40A6081F7673E4D8","614DCF5B0C55DF25DABDCF903C3193A0CE248AA2671788A400B5C39A4209F719","Frozen pre-2021 discovery. Both eras profitable and no more than 2% below same-era control. Center continuous net >= control +4%; CAGR >= control +0.06 point; PF >= control; DD <= min(1.20%, control +0.10 point); recovery and return/DD >=97% control. At least 4 of 6 neighbors pass both eras, continuous net >=control +2%, same PF/DD/97% efficiency floors. Confirmed behavior change required. No post-result rescue."
"19","rvpr_lock025","7","lock_neighbor_low","reversion_partial_runner_discovery_model1","older_2015_2018","2015.01.01","2018.12.31","1","10000","true","80","2.00","0.25","0.45","0.25","0.15","0.15","0.15","0.75","rvpr_lock025_older_2015_2018_m1","outputs\three_lane_reversion_partial_runner_discovery_model1_package\configs\019_rvpr_lock025_older_2015_2018_m1.ini","outputs\three_lane_reversion_partial_runner_discovery_model1_package\configs\019_rvpr_lock025_older_2015_2018_m1.ini","outputs\three_lane_reversion_partial_runner_discovery_model1_package\reports_here\rvpr_lock025_older_2015_2018_m1","4B36425B6B3723AEEC76CF860BBFCF9CE6DD5E75ABE51E879A1281352343A2E9","C3ED211D26979F5AEE7E049CE373831FFC54A324C32226DA50BC845D66C7BB1B","614DCF5B0C55DF25DABDCF903C3193A0CE248AA2671788A400B5C39A4209F719","Frozen pre-2021 discovery. Both eras profitable and no more than 2% below same-era control. Center continuous net >= control +4%; CAGR >= control +0.06 point; PF >= control; DD <= min(1.20%, control +0.10 point); recovery and return/DD >=97% control. At least 4 of 6 neighbors pass both eras, continuous net >=control +2%, same PF/DD/97% efficiency floors. Confirmed behavior change required. No post-result rescue."
"20","rvpr_lock025","7","lock_neighbor_low","reversion_partial_runner_discovery_model1","later_2019_2020","2019.01.01","2020.12.31","1","10000","true","80","2.00","0.25","0.45","0.25","0.15","0.15","0.15","0.75","rvpr_lock025_later_2019_2020_m1","outputs\three_lane_reversion_partial_runner_discovery_model1_package\configs\020_rvpr_lock025_later_2019_2020_m1.ini","outputs\three_lane_reversion_partial_runner_discovery_model1_package\configs\020_rvpr_lock025_later_2019_2020_m1.ini","outputs\three_lane_reversion_partial_runner_discovery_model1_package\reports_here\rvpr_lock025_later_2019_2020_m1","EB78F1C4CB1183D7BA0CB7DE1EC76F56E177C44DDB32EAB4C8D468F7AB77C2B9","C3ED211D26979F5AEE7E049CE373831FFC54A324C32226DA50BC845D66C7BB1B","614DCF5B0C55DF25DABDCF903C3193A0CE248AA2671788A400B5C39A4209F719","Frozen pre-2021 discovery. Both eras profitable and no more than 2% below same-era control. Center continuous net >= control +4%; CAGR >= control +0.06 point; PF >= control; DD <= min(1.20%, control +0.10 point); recovery and return/DD >=97% control. At least 4 of 6 neighbors pass both eras, continuous net >=control +2%, same PF/DD/97% efficiency floors. Confirmed behavior change required. No post-result rescue."
"21","rvpr_lock025","7","lock_neighbor_low","reversion_partial_runner_discovery_model1","continuous_2015_2020","2015.01.01","2020.12.31","1","10000","true","80","2.00","0.25","0.45","0.25","0.15","0.15","0.15","0.75","rvpr_lock025_continuous_2015_2020_m1","outputs\three_lane_reversion_partial_runner_discovery_model1_package\configs\021_rvpr_lock025_continuous_2015_2020_m1.ini","outputs\three_lane_reversion_partial_runner_discovery_model1_package\configs\021_rvpr_lock025_continuous_2015_2020_m1.ini","outputs\three_lane_reversion_partial_runner_discovery_model1_package\reports_here\rvpr_lock025_continuous_2015_2020_m1","2F3A4E2F3410127823777C40A35BA0F121EBF8FDADDA8190B705FD241B7D3521","C3ED211D26979F5AEE7E049CE373831FFC54A324C32226DA50BC845D66C7BB1B","614DCF5B0C55DF25DABDCF903C3193A0CE248AA2671788A400B5C39A4209F719","Frozen pre-2021 discovery. Both eras profitable and no more than 2% below same-era control. Center continuous net >= control +4%; CAGR >= control +0.06 point; PF >= control; DD <= min(1.20%, control +0.10 point); recovery and return/DD >=97% control. At least 4 of 6 neighbors pass both eras, continuous net >=control +2%, same PF/DD/97% efficiency floors. Confirmed behavior change required. No post-result rescue."
"22","rvpr_lock075","8","lock_neighbor_high","reversion_partial_runner_discovery_model1","older_2015_2018","2015.01.01","2018.12.31","1","10000","true","80","2.00","0.75","0.45","0.25","0.15","0.15","0.15","0.75","rvpr_lock075_older_2015_2018_m1","outputs\three_lane_reversion_partial_runner_discovery_model1_package\configs\022_rvpr_lock075_older_2015_2018_m1.ini","outputs\three_lane_reversion_partial_runner_discovery_model1_package\configs\022_rvpr_lock075_older_2015_2018_m1.ini","outputs\three_lane_reversion_partial_runner_discovery_model1_package\reports_here\rvpr_lock075_older_2015_2018_m1","B8B46C1F04D0390FC5569D0CB3E7BA44A6612322420F1039844831562C444938","4C54C5DDBEEF865F7CB9544BC0BF6AA25B26FDE7AC6142BF15F3EB9B75071BCA","614DCF5B0C55DF25DABDCF903C3193A0CE248AA2671788A400B5C39A4209F719","Frozen pre-2021 discovery. Both eras profitable and no more than 2% below same-era control. Center continuous net >= control +4%; CAGR >= control +0.06 point; PF >= control; DD <= min(1.20%, control +0.10 point); recovery and return/DD >=97% control. At least 4 of 6 neighbors pass both eras, continuous net >=control +2%, same PF/DD/97% efficiency floors. Confirmed behavior change required. No post-result rescue."
"23","rvpr_lock075","8","lock_neighbor_high","reversion_partial_runner_discovery_model1","later_2019_2020","2019.01.01","2020.12.31","1","10000","true","80","2.00","0.75","0.45","0.25","0.15","0.15","0.15","0.75","rvpr_lock075_later_2019_2020_m1","outputs\three_lane_reversion_partial_runner_discovery_model1_package\configs\023_rvpr_lock075_later_2019_2020_m1.ini","outputs\three_lane_reversion_partial_runner_discovery_model1_package\configs\023_rvpr_lock075_later_2019_2020_m1.ini","outputs\three_lane_reversion_partial_runner_discovery_model1_package\reports_here\rvpr_lock075_later_2019_2020_m1","68516E948B447B32FEB2E8CF09984A473BAAB203E1A78F71A34ED73DCC144BA5","4C54C5DDBEEF865F7CB9544BC0BF6AA25B26FDE7AC6142BF15F3EB9B75071BCA","614DCF5B0C55DF25DABDCF903C3193A0CE248AA2671788A400B5C39A4209F719","Frozen pre-2021 discovery. Both eras profitable and no more than 2% below same-era control. Center continuous net >= control +4%; CAGR >= control +0.06 point; PF >= control; DD <= min(1.20%, control +0.10 point); recovery and return/DD >=97% control. At least 4 of 6 neighbors pass both eras, continuous net >=control +2%, same PF/DD/97% efficiency floors. Confirmed behavior change required. No post-result rescue."
