"Profile","Parsed","Expected","TotalNet","Continuous","YTD","Full2025","Full2024","WeakSum","WorstWindow","LosingWindows"
"ptc_no_bypass_house","13","13","9587.04","6676.03","49.99","214.3","2675.88","","-24.9","5"
"ptc_low_risk_nohouse","13","13","9248.04","6622.2","49.99","214.3","2433.12","","-24.9","6"
"base","13","13","9962.58","6222.35","1107.93","214.3","2390.2","","0","0"
"ptc_micro_strict_nohouse","13","13","4310.98","2223.2","49.99","214.3","1915.52","","-24.9","6"
