"QueueRank","Candidate","CandidateRank","SourceType","SourceRank","Phase","Set","Window","From","To","Model","Config","ExpectedReportName","ProfileSnapshot","ProfileSha256","StopRule","Status","ReportPath","InitialDeposit","CalendarDays","Years","NetProfit","Balance","TotalReturnPercent","AnnualizedReturnPercent","CagrPercent","ProfitFactor","ExpectedPayoff","SharpeRatio","WinRatePercent","TotalTrades","MaxConsecutiveLosses","MaxDrawdownMoney","MaxDrawdownPercent","BalanceDrawdownMaximal","EquityDrawdownMaximal","RecoveryFactor","RunnerStatus","RunnerEvidence","LogTimestamp","TesterStatsTimestamp"
"1","three_lane_risk050","1","three_lane_growth_risk_ladder","1","broad_model1","three_lane_risk050.set","continuous_2015_2026","2015.01.01","2026.07.15","1","configs\001_three_lane_risk050_continuous_2015_2026_m1.ini","three_lane_risk050_continuous_2015_2026_m1","profiles\three_lane_risk050.set","6934CBA8E4B5769F64B660762A11CD6A5366A312B65633C811D0FE7A4A522D91","Require all broad eras positive, continuous and era PF at least 1.20, drawdown at or below 5%, no activity loss, and smooth neighboring risk behavior.","PARSED","outputs\returned_mt5_reports\first_pass_inbox\three_lane_risk050_continuous_2015_2026_m1.htm","10000","4213","11.5346","545.91","10545.91","5.46","0.47","0.46","2.83","9.58","3.98","56.14","57","4","80.35","0.77","64.64","80.35","6.79","REPORT_FOUND","Copied 1 report file(s) into the first-pass inbox.","",""
"2","three_lane_risk050","1","three_lane_growth_risk_ladder","1","broad_model1","three_lane_risk050.set","older_2015_2018","2015.01.01","2018.12.31","1","configs\002_three_lane_risk050_older_2015_2018_m1.ini","three_lane_risk050_older_2015_2018_m1","profiles\three_lane_risk050.set","6934CBA8E4B5769F64B660762A11CD6A5366A312B65633C811D0FE7A4A522D91","Require all broad eras positive, continuous and era PF at least 1.20, drawdown at or below 5%, no activity loss, and smooth neighboring risk behavior.","PARSED","outputs\returned_mt5_reports\first_pass_inbox\three_lane_risk050_older_2015_2018_m1.htm","10000","1460","3.9973","184.32","10184.32","1.84","0.46","0.46","9.38","26.33","0.24","71.43","7","1","72.93","0.72","18.71","72.93","2.53","REPORT_FOUND","Copied 1 report file(s) into the first-pass inbox.","",""
"3","three_lane_risk050","1","three_lane_growth_risk_ladder","1","broad_model1","three_lane_risk050.set","middle_2019_2022","2019.01.01","2022.12.31","1","configs\003_three_lane_risk050_middle_2019_2022_m1.ini","three_lane_risk050_middle_2019_2022_m1","profiles\three_lane_risk050.set","6934CBA8E4B5769F64B660762A11CD6A5366A312B65633C811D0FE7A4A522D91","Require all broad eras positive, continuous and era PF at least 1.20, drawdown at or below 5%, no activity loss, and smooth neighboring risk behavior.","PARSED","outputs\returned_mt5_reports\first_pass_inbox\three_lane_risk050_middle_2019_2022_m1.htm","10000","1460","3.9973","277.01","10277.01","2.77","0.69","0.69","3.39","9.89","7.12","57.14","28","3","80.35","0.78","44.06","80.35","3.45","REPORT_FOUND","Copied 1 report file(s) into the first-pass inbox.","",""
"4","three_lane_risk050","1","three_lane_growth_risk_ladder","1","broad_model1","three_lane_risk050.set","recent_2023_2026","2023.01.01","2026.07.15","1","configs\004_three_lane_risk050_recent_2023_2026_m1.ini","three_lane_risk050_recent_2023_2026_m1","profiles\three_lane_risk050.set","6934CBA8E4B5769F64B660762A11CD6A5366A312B65633C811D0FE7A4A522D91","Require all broad eras positive, continuous and era PF at least 1.20, drawdown at or below 5%, no activity loss, and smooth neighboring risk behavior.","PARSED","outputs\returned_mt5_reports\first_pass_inbox\three_lane_risk050_recent_2023_2026_m1.htm","10000","1291","3.5346","114.48","10114.48","1.14","0.32","0.32","1.78","5.45","8.72","47.62","21","2","69.49","0.68","64.64","69.49","1.65","REPORT_FOUND","Copied 1 report file(s) into the first-pass inbox.","",""
"5","three_lane_risk065","2","three_lane_growth_risk_ladder","1","broad_model1","three_lane_risk065.set","continuous_2015_2026","2015.01.01","2026.07.15","1","configs\005_three_lane_risk065_continuous_2015_2026_m1.ini","three_lane_risk065_continuous_2015_2026_m1","profiles\three_lane_risk065.set","B43C474ED950FA22D61A8F94C1120BA0AA98B6A579198C9434033B843558C5E4","Require all broad eras positive, continuous and era PF at least 1.20, drawdown at or below 5%, no activity loss, and smooth neighboring risk behavior.","PARSED","outputs\returned_mt5_reports\first_pass_inbox\three_lane_risk065_continuous_2015_2026_m1.htm","10000","4213","11.5346","488.96","10488.96","4.89","0.42","0.41","2.18","8.02","3.1","50.82","61","4","82.14","0.79","76.18","82.14","5.95","REPORT_FOUND","Copied 1 report file(s) into the first-pass inbox.","",""
"6","three_lane_risk065","2","three_lane_growth_risk_ladder","1","broad_model1","three_lane_risk065.set","older_2015_2018","2015.01.01","2018.12.31","1","configs\006_three_lane_risk065_older_2015_2018_m1.ini","three_lane_risk065_older_2015_2018_m1","profiles\three_lane_risk065.set","B43C474ED950FA22D61A8F94C1120BA0AA98B6A579198C9434033B843558C5E4","Require all broad eras positive, continuous and era PF at least 1.20, drawdown at or below 5%, no activity loss, and smooth neighboring risk behavior.","PARSED","outputs\returned_mt5_reports\first_pass_inbox\three_lane_risk065_older_2015_2018_m1.htm","10000","1460","3.9973","163.2","10163.2","1.63","0.41","0.41","4.57","20.4","0.25","62.5","8","2","76.62","0.75","27.01","76.62","2.13","REPORT_FOUND","Copied 1 report file(s) into the first-pass inbox.","",""
"7","three_lane_risk065","2","three_lane_growth_risk_ladder","1","broad_model1","three_lane_risk065.set","middle_2019_2022","2019.01.01","2022.12.31","1","configs\007_three_lane_risk065_middle_2019_2022_m1.ini","three_lane_risk065_middle_2019_2022_m1","profiles\three_lane_risk065.set","B43C474ED950FA22D61A8F94C1120BA0AA98B6A579198C9434033B843558C5E4","Require all broad eras positive, continuous and era PF at least 1.20, drawdown at or below 5%, no activity loss, and smooth neighboring risk behavior.","PARSED","outputs\returned_mt5_reports\first_pass_inbox\three_lane_risk065_middle_2019_2022_m1.htm","10000","1460","3.9973","243.08","10243.08","2.43","0.61","0.6","2.33","7.6","4.67","53.12","32","3","109.62","1.09","44.06","109.62","2.22","REPORT_FOUND","Copied 1 report file(s) into the first-pass inbox.","",""
"8","three_lane_risk065","2","three_lane_growth_risk_ladder","1","broad_model1","three_lane_risk065.set","recent_2023_2026","2023.01.01","2026.07.15","1","configs\008_three_lane_risk065_recent_2023_2026_m1.ini","three_lane_risk065_recent_2023_2026_m1","profiles\three_lane_risk065.set","B43C474ED950FA22D61A8F94C1120BA0AA98B6A579198C9434033B843558C5E4","Require all broad eras positive, continuous and era PF at least 1.20, drawdown at or below 5%, no activity loss, and smooth neighboring risk behavior.","PARSED","outputs\returned_mt5_reports\first_pass_inbox\three_lane_risk065_recent_2023_2026_m1.htm","10000","1291","3.5346","144.64","10144.64","1.45","0.41","0.41","1.85","6.89","8.51","47.62","21","2","81.03","0.79","76.18","81.03","1.79","REPORT_FOUND","Copied 1 report file(s) into the first-pass inbox.","",""
"9","three_lane_risk080","3","three_lane_growth_risk_ladder","1","broad_model1","three_lane_risk080.set","continuous_2015_2026","2015.01.01","2026.07.15","1","configs\009_three_lane_risk080_continuous_2015_2026_m1.ini","three_lane_risk080_continuous_2015_2026_m1","profiles\three_lane_risk080.set","D32A40BD10D6B6F18ECA6C1589BCF0B31425D51A38F21515C595EB13029DFABA","Require all broad eras positive, continuous and era PF at least 1.20, drawdown at or below 5%, no activity loss, and smooth neighboring risk behavior.","PARSED","outputs\returned_mt5_reports\first_pass_inbox\three_lane_risk080_continuous_2015_2026_m1.htm","10000","4213","11.5346","229.61","10229.61","2.3","0.2","0.2","5.37","28.7","0.28","62.5","8","2","106.75","1.03","27.1","106.75","2.15","REPORT_FOUND","Copied 1 report file(s) into the first-pass inbox.","",""
"10","three_lane_risk080","3","three_lane_growth_risk_ladder","1","broad_model1","three_lane_risk080.set","older_2015_2018","2015.01.01","2018.12.31","1","configs\010_three_lane_risk080_older_2015_2018_m1.ini","three_lane_risk080_older_2015_2018_m1","profiles\three_lane_risk080.set","D32A40BD10D6B6F18ECA6C1589BCF0B31425D51A38F21515C595EB13029DFABA","Require all broad eras positive, continuous and era PF at least 1.20, drawdown at or below 5%, no activity loss, and smooth neighboring risk behavior.","PARSED","outputs\returned_mt5_reports\first_pass_inbox\three_lane_risk080_older_2015_2018_m1.htm","10000","1460","3.9973","229.61","10229.61","2.3","0.57","0.57","5.37","28.7","0.28","62.5","8","2","106.75","1.03","27.1","106.75","2.15","REPORT_FOUND","Copied 1 report file(s) into the first-pass inbox.","",""
