"Status","Candidates","ReportsParsed","ReportsIdentityPassed","ReproducedIdentityRetries","ActiveProfiles","NumericPasses","DiscoveryEligible","HoldoutOpened","Model4Opened","SourceSha256","ResultsSha256"
"DISCOVERY_ELIGIBLE","15","45","45","3","15","12","12","False","False","DEA3B16FB2D14E4A1253B422CCE80AEC4CB49DCF03067EDBCE96008F694FA5E1","7608C06D2FB9C0FAEA8D783D818F29EBDD735AD4D49F13DB9E4121C4BACA7D8B"
