"Profile","Parsed","Expected","TotalNet","Continuous","YTD","Full2025","Full2024","WeakSum","WorstWindow","LosingWindows"
"weak_plus_mfe","7","7","1608.56","827.33","84.72","124.51","827.33","-255.33","-99.55","3"
"weak_balanced","7","7","1567.86","806.98","84.72","124.51","806.98","-255.33","-99.55","3"
"weak_no_liq_bypass","7","7","1567.86","806.98","84.72","124.51","806.98","-255.33","-99.55","3"
"block_may_jun","7","7","1728.03","801.84","84.72","124.51","801.84","-84.88","-84.88","1"
"weak_loose","7","7","1557.58","801.84","84.72","124.51","801.84","-255.33","-99.55","3"
"base","7","7","1557.58","801.84","84.72","124.51","801.84","-255.33","-99.55","3"
"weak_strict","7","7","766.97","611.24","84.72","-284.9","611.24","-255.33","-284.9","4"
"weak_fallback_quality","7","7","-811.44","-333.15","84.54","95.92","-371.14","-287.61","-371.14","5"
