"Status","ReportsParsed","IdentityValidReports","AllWindowsPositive","CandidateNetAtLeastControlEveryWindow","ContinuousNetAtLeastControlPlusFivePercent","CagrAtLeastControlPlusPointTen","ProfitFactorAtLeastControl","DrawdownWithinFrozenLimits","RecoveryAtLeastControl","ReturnDrawdownAtLeastControl","ContinuousTradesAtLeast400","NeighborPlateauGate","ResearchPromotionPermitted","AnnualCostMonteCarloGatePermitted","ForwardCandidateChanged","RealAccountTradingAllowed","ControlNetProfit","CandidateNetProfit","NeighborNetProfit","ControlRecoveryFactor","CandidateRecoveryFactor","NeighborRecoveryFactor","SourceSha256","BinarySha256","CandidateProfileSha256"
"REJECTED_IN_MODEL4","12","12","True","True","True","True","True","True","False","True","True","False","False","False","False","False","2105.08","2271.52","2271.52","15.6686","15.5754","15.5754","36300BA97B4384C1860ED7754495C5EFC74D2C75603BF0CDCD24BC31D9EAB1DF","1B86001F62CE3AC4FDB29FF1E9D4DA34120FEFB37E1540A952186553E2D9845F","F56A63DFC8C9C214EB7F2A3E66F85231CE0E1DB5ACE152E21871312769750704"
