"Rank","Priority","Phase","Profile","Set","Window","From","To","ExpectedReportName","Status","ReportPath","InitialDeposit","CalendarDays","Years","NetProfit","Balance","TotalReturnPercent","AnnualizedReturnPercent","CagrPercent","ProfitFactor","ExpectedPayoff","SharpeRatio","WinRatePercent","TotalTrades","MaxConsecutiveLosses","MaxDrawdownMoney","MaxDrawdownPercent","BalanceDrawdownMaximal","EquityDrawdownMaximal","RecoveryFactor"
"","","","rdmc_hard_lane_risk_v4","frozen_hard_lane_risk","2019","2019.01.01","2019.12.31","rdmc_hlr4_w01_m1_critical_2019","PARSED","outputs\rdmc_hard_lane_risk_v4_package\reports_here\rdmc_hlr4_w01_m1_critical_2019.htm","10000","364","0.9966","3.15","10003.15","0.03","0.03","0.03","1.04","0.13","0.32","32","25","6","42.7","0.43","36.71","42.7","0.0738"
"","","","rdmc_hard_lane_risk_v4","frozen_hard_lane_risk","2022","2022.01.01","2022.12.31","rdmc_hlr4_w01_m1_critical_2022","PARSED","outputs\rdmc_hard_lane_risk_v4_package\reports_here\rdmc_hlr4_w01_m1_critical_2022.htm","10000","364","0.9966","39.78","10039.78","0.4","0.4","0.4","1.32","1.47","2.7","37.04","27","4","73.33","0.73","60.19","73.33","0.5425"
