"QueueRank","Wave","Role","Window","Model","ExpectedReportName","Status","ReportPath","ReportIdentityPath","ReportIdentityReused","ReportSha256","ConfigSha256","SourceSha256","ProfileSha256","PortableBinarySha256","InitialDeposit","NetProfit","Balance","TotalReturnPercent","CagrPercent","ProfitFactor","ExpectedPayoff","SharpeRatio","WinRatePercent","TotalTrades","MaxConsecutiveLosses","MaxDrawdownMoney","MaxDrawdownPercent","RecoveryFactor"
"1","1","critical","2019","1","rdmc_mrgr_exec_w01_m1_critical_2019","PARSED","outputs\rdmc_money_ready_gate_repair_executable_package\reports_here\rdmc_mrgr_exec_w01_m1_critical_2019.htm","outputs\rdmc_money_ready_gate_repair_executable_package\reports_here\rdmc_mrgr_exec_w01_m1_critical_2019.identity.json","False","F33AF6A1CE70FFCCE006FD042932559310355E08FB40C43DAD3E5BEBB3B6B76F","B2A3DCD82E078D5D1B17170A48C2D6CA2BFE041D5E651919D863A9CDF92F4381","104F1B2D77876FA9856C8BECF7BF2D81DAB187F54BF3ED12C07493BCD6F6D6C8","8A2D3B36ACD6A7B754B20A5D8AF8A98ED2F2AFD739B03CC3EE1A82BD8C2E3E3E","D1CF2B9B455F7895CB6BEAC47C98CB4266CD30BC1CCD7B701AF2DB35B6B904AD","10000","-17.35","9982.65","-0.17","-0.17","0","-5.78","-1.51","0","3","3","17.37","0.17","-0.9988"
"2","1","critical","2022","1","rdmc_mrgr_exec_w01_m1_critical_2022","PARSED","outputs\rdmc_money_ready_gate_repair_executable_package\reports_here\rdmc_mrgr_exec_w01_m1_critical_2022.htm","outputs\rdmc_money_ready_gate_repair_executable_package\reports_here\rdmc_mrgr_exec_w01_m1_critical_2022.identity.json","False","D6AC8F54712E819548B6F182436399AD26F1E048EC63E99D7811055CB88DA239","BD8538B00257E8E8A3287ECEF4A8914FB5718A9896632B94C359B886D024D2AE","104F1B2D77876FA9856C8BECF7BF2D81DAB187F54BF3ED12C07493BCD6F6D6C8","8A2D3B36ACD6A7B754B20A5D8AF8A98ED2F2AFD739B03CC3EE1A82BD8C2E3E3E","D1CF2B9B455F7895CB6BEAC47C98CB4266CD30BC1CCD7B701AF2DB35B6B904AD","10000","-34.84","9965.16","-0.35","-0.35","0.41","-4.98","-1.23","28.57","7","3","45.92","0.46","-0.7587"
