"QueueRank","Candidate","CandidateRank","SourceType","SourceRank","Phase","Set","Window","From","To","Model","Config","ExpectedReportName","ProfileSnapshot","ProfileSha256","StopRule","Status","ReportPath","InitialDeposit","CalendarDays","Years","NetProfit","Balance","TotalReturnPercent","AnnualizedReturnPercent","CagrPercent","ProfitFactor","ExpectedPayoff","SharpeRatio","WinRatePercent","TotalTrades","MaxConsecutiveLosses","MaxDrawdownMoney","MaxDrawdownPercent","BalanceDrawdownMaximal","EquityDrawdownMaximal","RecoveryFactor","RunnerStatus","RunnerEvidence","LogTimestamp","TesterStatsTimestamp"
"1","orb_london_adx18","1","independent_orb","1","discovery_model1","orb_london_adx18.set","older_2015_2018","2015.01.01","2018.12.31","1","configs\001_orb_london_adx18_older_2015_2018_m1.ini","orb_london_adx18_older_2015_2018_m1","profiles\orb_london_adx18.set","F3EC5E83FE0C32F6EDDD5EDA827856B49C884D5731308E28F1597B339A96A6AF","Discovery only: require both disjoint eras positive, PF at least 1.20, continuous trades at least 30, DD at or below 5%, and a neighboring profitable shape before opening the 2021-2026 holdout.","PARSED","outputs\returned_mt5_reports\first_pass_inbox\orb_london_adx18_older_2015_2018_m1.htm","10000","1460","3.9973","-160.44","9839.56","-1.6","-0.4","-0.4","0.86","-6.98","-4.98","39.13","23","4","644.17","6.14","541.6","644.17","-0.25","REPORT_FOUND","Copied 1 report file(s) into the first-pass inbox.","",""
"2","orb_london_adx18","1","independent_orb","1","discovery_model1","orb_london_adx18.set","discovery_2019_2020","2019.01.01","2020.12.31","1","configs\002_orb_london_adx18_discovery_2019_2020_m1.ini","orb_london_adx18_discovery_2019_2020_m1","profiles\orb_london_adx18.set","F3EC5E83FE0C32F6EDDD5EDA827856B49C884D5731308E28F1597B339A96A6AF","Discovery only: require both disjoint eras positive, PF at least 1.20, continuous trades at least 30, DD at or below 5%, and a neighboring profitable shape before opening the 2021-2026 holdout.","PARSED","outputs\returned_mt5_reports\first_pass_inbox\orb_london_adx18_discovery_2019_2020_m1.htm","10000","730","1.9986","-522.85","9477.15","-5.23","-2.62","-2.65","0.33","-43.57","-5","25","12","4","617.94","6.12","542.29","617.94","-0.85","REPORT_FOUND","Copied 1 report file(s) into the first-pass inbox.","",""
"3","orb_london_adx18","1","independent_orb","1","discovery_model1","orb_london_adx18.set","continuous_2015_2020","2015.01.01","2020.12.31","1","configs\003_orb_london_adx18_continuous_2015_2020_m1.ini","orb_london_adx18_continuous_2015_2020_m1","profiles\orb_london_adx18.set","F3EC5E83FE0C32F6EDDD5EDA827856B49C884D5731308E28F1597B339A96A6AF","Discovery only: require both disjoint eras positive, PF at least 1.20, continuous trades at least 30, DD at or below 5%, and a neighboring profitable shape before opening the 2021-2026 holdout.","PARSED","outputs\returned_mt5_reports\first_pass_inbox\orb_london_adx18_continuous_2015_2020_m1.htm","10000","2191","5.9986","-160.44","9839.56","-1.6","-0.27","-0.27","0.86","-6.98","-4.98","39.13","23","4","644.17","6.14","541.6","644.17","-0.25","REPORT_FOUND","Copied 1 report file(s) into the first-pass inbox.","",""
"4","orb_london_noadx","2","independent_orb","1","discovery_model1","orb_london_noadx.set","older_2015_2018","2015.01.01","2018.12.31","1","configs\004_orb_london_noadx_older_2015_2018_m1.ini","orb_london_noadx_older_2015_2018_m1","profiles\orb_london_noadx.set","9C0301C4AE0E5ED432D5B83ADAA317055C0A908844A104D6E5927077273FC7F1","Discovery only: require both disjoint eras positive, PF at least 1.20, continuous trades at least 30, DD at or below 5%, and a neighboring profitable shape before opening the 2021-2026 holdout.","PARSED","outputs\returned_mt5_reports\first_pass_inbox\orb_london_noadx_older_2015_2018_m1.htm","10000","1460","3.9973","178.2","10178.2","1.78","0.45","0.44","1.09","4.14","3.31","44.19","43","4","540.62","5.04","538.11","540.62","0.33","REPORT_FOUND","Copied 1 report file(s) into the first-pass inbox.","",""
"5","orb_london_noadx","2","independent_orb","1","discovery_model1","orb_london_noadx.set","discovery_2019_2020","2019.01.01","2020.12.31","1","configs\005_orb_london_noadx_discovery_2019_2020_m1.ini","orb_london_noadx_discovery_2019_2020_m1","profiles\orb_london_noadx.set","9C0301C4AE0E5ED432D5B83ADAA317055C0A908844A104D6E5927077273FC7F1","Discovery only: require both disjoint eras positive, PF at least 1.20, continuous trades at least 30, DD at or below 5%, and a neighboring profitable shape before opening the 2021-2026 holdout.","PARSED","outputs\returned_mt5_reports\first_pass_inbox\orb_london_noadx_discovery_2019_2020_m1.htm","10000","730","1.9986","-458.03","9541.97","-4.58","-2.29","-2.32","0.42","-35.23","-5","30.77","13","4","622.49","6.12","545.99","622.49","-0.74","REPORT_FOUND","Copied 1 report file(s) into the first-pass inbox.","",""
"6","orb_london_noadx","2","independent_orb","1","discovery_model1","orb_london_noadx.set","continuous_2015_2020","2015.01.01","2020.12.31","1","configs\006_orb_london_noadx_continuous_2015_2020_m1.ini","orb_london_noadx_continuous_2015_2020_m1","profiles\orb_london_noadx.set","9C0301C4AE0E5ED432D5B83ADAA317055C0A908844A104D6E5927077273FC7F1","Discovery only: require both disjoint eras positive, PF at least 1.20, continuous trades at least 30, DD at or below 5%, and a neighboring profitable shape before opening the 2021-2026 holdout.","PARSED","outputs\returned_mt5_reports\first_pass_inbox\orb_london_noadx_continuous_2015_2020_m1.htm","10000","2191","5.9986","178.2","10178.2","1.78","0.3","0.29","1.09","4.14","3.31","44.19","43","4","540.62","5.04","538.11","540.62","0.33","REPORT_FOUND","Copied 1 report file(s) into the first-pass inbox.","",""
"7","orb_london_adx18_body35","3","independent_orb","1","discovery_model1","orb_london_adx18_body35.set","older_2015_2018","2015.01.01","2018.12.31","1","configs\007_orb_london_adx18_body35_older_2015_2018_m1.ini","orb_london_adx18_body35_older_2015_2018_m1","profiles\orb_london_adx18_body35.set","B3805BCA6E605B234725BEF29C2668F4A9E2D8E50D3532896E6E9E3A76992180","Discovery only: require both disjoint eras positive, PF at least 1.20, continuous trades at least 30, DD at or below 5%, and a neighboring profitable shape before opening the 2021-2026 holdout.","PARSED","outputs\returned_mt5_reports\first_pass_inbox\orb_london_adx18_body35_older_2015_2018_m1.htm","10000","1460","3.9973","45.95","10045.95","0.46","0.11","0.11","1.03","1.31","0.95","45.71","35","3","607.78","5.7","537.47","607.78","0.08","REPORT_FOUND","Copied 1 report file(s) into the first-pass inbox.","",""
"8","orb_london_adx18_body35","3","independent_orb","1","discovery_model1","orb_london_adx18_body35.set","discovery_2019_2020","2019.01.01","2020.12.31","1","configs\008_orb_london_adx18_body35_discovery_2019_2020_m1.ini","orb_london_adx18_body35_discovery_2019_2020_m1","profiles\orb_london_adx18_body35.set","B3805BCA6E605B234725BEF29C2668F4A9E2D8E50D3532896E6E9E3A76992180","Discovery only: require both disjoint eras positive, PF at least 1.20, continuous trades at least 30, DD at or below 5%, and a neighboring profitable shape before opening the 2021-2026 holdout.","PARSED","outputs\returned_mt5_reports\first_pass_inbox\orb_london_adx18_body35_discovery_2019_2020_m1.htm","10000","730","1.9986","-522.85","9477.15","-5.23","-2.62","-2.65","0.33","-43.57","-5","25","12","4","617.94","6.12","542.29","617.94","-0.85","REPORT_FOUND","Copied 1 report file(s) into the first-pass inbox.","",""
"9","orb_london_adx18_body35","3","independent_orb","1","discovery_model1","orb_london_adx18_body35.set","continuous_2015_2020","2015.01.01","2020.12.31","1","configs\009_orb_london_adx18_body35_continuous_2015_2020_m1.ini","orb_london_adx18_body35_continuous_2015_2020_m1","profiles\orb_london_adx18_body35.set","B3805BCA6E605B234725BEF29C2668F4A9E2D8E50D3532896E6E9E3A76992180","Discovery only: require both disjoint eras positive, PF at least 1.20, continuous trades at least 30, DD at or below 5%, and a neighboring profitable shape before opening the 2021-2026 holdout.","PARSED","outputs\returned_mt5_reports\first_pass_inbox\orb_london_adx18_body35_continuous_2015_2020_m1.htm","10000","2191","5.9986","45.95","10045.95","0.46","0.08","0.08","1.03","1.31","0.95","45.71","35","3","607.78","5.7","537.47","607.78","0.08","REPORT_FOUND","Copied 1 report file(s) into the first-pass inbox.","",""
"10","orb_newyork_adx18","4","independent_orb","1","discovery_model1","orb_newyork_adx18.set","older_2015_2018","2015.01.01","2018.12.31","1","configs\010_orb_newyork_adx18_older_2015_2018_m1.ini","orb_newyork_adx18_older_2015_2018_m1","profiles\orb_newyork_adx18.set","F8592F22D5AE644403E97105DA464DBA0B89924392851442F2CE2D2C3A58F5AD","Discovery only: require both disjoint eras positive, PF at least 1.20, continuous trades at least 30, DD at or below 5%, and a neighboring profitable shape before opening the 2021-2026 holdout.","PARSED","outputs\returned_mt5_reports\first_pass_inbox\orb_newyork_adx18_older_2015_2018_m1.htm","10000","1460","3.9973","-577.56","9422.44","-5.78","-1.44","-1.48","0","-96.26","-3.92","0","6","6","577.56","5.78","577.56","577.56","-1","REPORT_FOUND","Copied 1 report file(s) into the first-pass inbox.","",""
