"QueueRank","Candidate","Window","Status","Attempts","IdentityRetries","SourceSha256","BinarySha256","ConfigSha256","ReportSha256","IdentitySidecarPresent","PortableExpertRecompiled","Started","Finished"
"1","rvsats_champion","older_2015_2018","REPORT_FOUND","1","0","096B49D31562D8A40FF6A3A4E80E40ACA7C3880285D2BB08EEE6CE2F77EA4248","C8F436B0474D166020B210731EF553E64F9BC49700C99FB25F2AA69972ECFBC2","890CDC7AF0897063A44500B36DFB2AF911BD70E166A79737E20D0C47D1A22361","418F23B4C6A3F8BB7822BCD88B35292733E005E5414A7692D7403C0BDC2B827C","True","False","2026-07-19T21:32:29","2026-07-19T21:33:06"
"2","rvsats_champion","middle_2019_2022","REPORT_FOUND","1","0","096B49D31562D8A40FF6A3A4E80E40ACA7C3880285D2BB08EEE6CE2F77EA4248","C8F436B0474D166020B210731EF553E64F9BC49700C99FB25F2AA69972ECFBC2","10BDE30AE4ADF7C6CA911F2F43B65167CCB654F6A5F0D9A5B52E309038FD2B18","2B4BA7AB4BCEF61C9DD05ACC489779138947AC1C0C44F72225BAD9732AA292FF","True","False","2026-07-19T21:32:29","2026-07-19T21:32:57"
"3","rvsats_champion","recent_2023_2026","REPORT_FOUND","1","0","096B49D31562D8A40FF6A3A4E80E40ACA7C3880285D2BB08EEE6CE2F77EA4248","C8F436B0474D166020B210731EF553E64F9BC49700C99FB25F2AA69972ECFBC2","7D96F4071E9603303FB601CE7E29A6412C5B65F4B13648C6A4CD2747C97B9D57","0B6D3EE7E77CAE14F107C1A785F8EB86D8B2A11769DD50D826C02766C1105F4D","True","False","2026-07-19T21:32:30","2026-07-19T21:33:03"
"4","rvsats_champion","continuous_2015_2026","REPORT_FOUND","2","1","096B49D31562D8A40FF6A3A4E80E40ACA7C3880285D2BB08EEE6CE2F77EA4248","C8F436B0474D166020B210731EF553E64F9BC49700C99FB25F2AA69972ECFBC2","BEE41FF2B3C9703D5DD36A10D1CD56C45806AEEAABE57BC5A3140E16C1EFE3D7","85D47E49E50C54FBA8E11CFE0477FCC968A73B42EF620B504F73A80F665AA1E1","True","False","2026-07-19T21:36:11","2026-07-19T21:36:42"
"5","rvsats_strong","older_2015_2018","REPORT_FOUND","1","0","096B49D31562D8A40FF6A3A4E80E40ACA7C3880285D2BB08EEE6CE2F77EA4248","C8F436B0474D166020B210731EF553E64F9BC49700C99FB25F2AA69972ECFBC2","6EF891B3922B3D4AD80FD419F0A7B1A2399E7696FD4DD8C3F3AD047EDD5F0F9C","0E52B15470EA72DC1D54877C59479B2FB2E37748BC2D3D44A2EE859FDF75CF38","True","False","2026-07-19T21:33:06","2026-07-19T21:33:34"
"6","rvsats_strong","middle_2019_2022","REPORT_FOUND","1","0","096B49D31562D8A40FF6A3A4E80E40ACA7C3880285D2BB08EEE6CE2F77EA4248","C8F436B0474D166020B210731EF553E64F9BC49700C99FB25F2AA69972ECFBC2","D0AE25DC5B033BC76C81E3B3BFAC5A37C3521890A776E4177B4FD02BEB4FC4E7","A726482A156BD6A389EA1632E470BE7EFCD9ABE6D9AF8486BB8F72BB871B2140","True","False","2026-07-19T21:32:57","2026-07-19T21:33:20"
"7","rvsats_strong","recent_2023_2026","REPORT_FOUND","1","0","096B49D31562D8A40FF6A3A4E80E40ACA7C3880285D2BB08EEE6CE2F77EA4248","C8F436B0474D166020B210731EF553E64F9BC49700C99FB25F2AA69972ECFBC2","10E59B5561BB8A8077639DC680B21E49D6013CB2DB1C272AB24B20F590DC37D2","D30C953DFE64863C5FD20AAC0CC75A6E616CC5C629A46634110A360E154D1D3B","True","False","2026-07-19T21:33:03","2026-07-19T21:33:31"
"8","rvsats_strong","continuous_2015_2026","REPORT_FOUND","1","0","096B49D31562D8A40FF6A3A4E80E40ACA7C3880285D2BB08EEE6CE2F77EA4248","C8F436B0474D166020B210731EF553E64F9BC49700C99FB25F2AA69972ECFBC2","14B954C975FD455B4CDEC20AB872835176E0EDFF3F70611ED4C156D3B6FB7ED4","4AF1E8933B7D8CB632A759AED4321E2C1F9D6488C56D5C82BEB08A2FB59EEB20","True","False","2026-07-19T21:33:00","2026-07-19T21:33:36"
"9","rvsats_12_1","older_2015_2018","REPORT_FOUND","1","0","096B49D31562D8A40FF6A3A4E80E40ACA7C3880285D2BB08EEE6CE2F77EA4248","C8F436B0474D166020B210731EF553E64F9BC49700C99FB25F2AA69972ECFBC2","F4D666F0B24F94AE32E43AB46506553EE1A79C5340D8C1D2B4D12349B2C320D0","E2C0AB4C5B1DD384585B0AB804EF032159F2101DBB9A4FDF53A6475CC8151360","True","False","2026-07-19T21:33:34","2026-07-19T21:34:02"
"10","rvsats_12_1","middle_2019_2022","REPORT_FOUND","1","0","096B49D31562D8A40FF6A3A4E80E40ACA7C3880285D2BB08EEE6CE2F77EA4248","C8F436B0474D166020B210731EF553E64F9BC49700C99FB25F2AA69972ECFBC2","2378116A28845483B36670EAD6C69E78409823EC34B2838B202FC0FDF703FEB1","9A210DDC1615A0965BA0AA1EC2E6829E96A980A70BEA74DA79CCD3B235641393","True","False","2026-07-19T21:33:20","2026-07-19T21:33:48"
