"Rank","Priority","Phase","Profile","Set","Window","From","To","ExpectedReportName","Status","ReportPath","InitialDeposit","CalendarDays","Years","NetProfit","Balance","TotalReturnPercent","AnnualizedReturnPercent","CagrPercent","ProfitFactor","ExpectedPayoff","SharpeRatio","WinRatePercent","TotalTrades","MaxConsecutiveLosses","MaxDrawdownMoney","MaxDrawdownPercent","BalanceDrawdownMaximal","EquityDrawdownMaximal","RecoveryFactor"
"","","discovery_model1","","idb_center.set","older_2015_2018","2015.01.01","2018.12.31","idb_center_older_2015_2018_m1","PARSED","C:\Users\Ant\Documents\Codex\2026-07-03\absolutely-here-s-a-summary-you\work\gdr_rdmc\outputs\independent_m15_inside_day_breakout_discovery_model1_package\reports_here\idb_center_older_2015_2018_m1.htm","10000","1460","3.9973","-9.89","9990.11","-0.1","-0.02","-0.02","0.9","-0.49","-1.76","45","20","4","67.39","0.67","61.3","67.39","-0.1468"
"","","discovery_model1","","idb_center.set","discovery_2019_2020","2019.01.01","2020.12.31","idb_center_discovery_2019_2020_m1","PARSED","C:\Users\Ant\Documents\Codex\2026-07-03\absolutely-here-s-a-summary-you\work\gdr_rdmc\outputs\independent_m15_inside_day_breakout_discovery_model1_package\reports_here\idb_center_discovery_2019_2020_m1.htm","10000","730","1.9986","-34.94","9965.06","-0.35","-0.17","-0.17","0.03","-6.99","-2.21","20","5","4","52.24","0.52","35.84","52.24","-0.6688"
"","","discovery_model1","","idb_center.set","continuous_2015_2020","2015.01.01","2020.12.31","idb_center_continuous_2015_2020_m1","PARSED","C:\Users\Ant\Documents\Codex\2026-07-03\absolutely-here-s-a-summary-you\work\gdr_rdmc\outputs\independent_m15_inside_day_breakout_discovery_model1_package\reports_here\idb_center_continuous_2015_2020_m1.htm","10000","2191","5.9986","-44.83","9955.17","-0.45","-0.07","-0.07","0.67","-1.79","-5","40","25","4","102.33","1.02","96.24","102.33","-0.4381"
"","","discovery_model1","","idb_ratio065.set","older_2015_2018","2015.01.01","2018.12.31","idb_ratio065_older_2015_2018_m1","PARSED","C:\Users\Ant\Documents\Codex\2026-07-03\absolutely-here-s-a-summary-you\work\gdr_rdmc\outputs\independent_m15_inside_day_breakout_discovery_model1_package\reports_here\idb_ratio065_older_2015_2018_m1.htm","10000","1460","3.9973","-0.82","9999.18","-0.01","0","0","0.99","-0.05","-0.14","44.44","18","4","58.32","0.58","52.23","58.32","-0.0141"
"","","discovery_model1","","idb_ratio065.set","discovery_2019_2020","2019.01.01","2020.12.31","idb_ratio065_discovery_2019_2020_m1","PARSED","C:\Users\Ant\Documents\Codex\2026-07-03\absolutely-here-s-a-summary-you\work\gdr_rdmc\outputs\independent_m15_inside_day_breakout_discovery_model1_package\reports_here\idb_ratio065_discovery_2019_2020_m1.htm","10000","730","1.9986","-35.84","9964.16","-0.36","-0.18","-0.18","0","-8.96","-3.23","0","4","4","41.15","0.41","35.84","41.15","-0.871"
"","","discovery_model1","","idb_ratio065.set","continuous_2015_2020","2015.01.01","2020.12.31","idb_ratio065_continuous_2015_2020_m1","PARSED","C:\Users\Ant\Documents\Codex\2026-07-03\absolutely-here-s-a-summary-you\work\gdr_rdmc\outputs\independent_m15_inside_day_breakout_discovery_model1_package\reports_here\idb_ratio065_continuous_2015_2020_m1.htm","10000","2191","5.9986","-36.66","9963.34","-0.37","-0.06","-0.06","0.71","-1.67","-5","36.36","22","8","94.16","0.94","88.07","94.16","-0.3893"
"","","discovery_model1","","idb_ratio085.set","older_2015_2018","2015.01.01","2018.12.31","idb_ratio085_older_2015_2018_m1","PARSED","C:\Users\Ant\Documents\Codex\2026-07-03\absolutely-here-s-a-summary-you\work\gdr_rdmc\outputs\independent_m15_inside_day_breakout_discovery_model1_package\reports_here\idb_ratio085_older_2015_2018_m1.htm","10000","1460","3.9973","-9.89","9990.11","-0.1","-0.02","-0.02","0.9","-0.49","-1.76","45","20","4","67.39","0.67","61.3","67.39","-0.1468"
"","","discovery_model1","","idb_ratio085.set","discovery_2019_2020","2019.01.01","2020.12.31","idb_ratio085_discovery_2019_2020_m1","PARSED","C:\Users\Ant\Documents\Codex\2026-07-03\absolutely-here-s-a-summary-you\work\gdr_rdmc\outputs\independent_m15_inside_day_breakout_discovery_model1_package\reports_here\idb_ratio085_discovery_2019_2020_m1.htm","10000","730","1.9986","-59.4","9940.6","-0.59","-0.3","-0.3","0.01","-7.43","-5","12.5","8","6","68.2","0.68","59.4","68.2","-0.871"
"","","discovery_model1","","idb_ratio085.set","continuous_2015_2020","2015.01.01","2020.12.31","idb_ratio085_continuous_2015_2020_m1","PARSED","C:\Users\Ant\Documents\Codex\2026-07-03\absolutely-here-s-a-summary-you\work\gdr_rdmc\outputs\independent_m15_inside_day_breakout_discovery_model1_package\reports_here\idb_ratio085_continuous_2015_2020_m1.htm","10000","2191","5.9986","-69.29","9930.71","-0.69","-0.12","-0.12","0.57","-2.47","-5","35.71","28","6","126.79","1.26","120.7","126.79","-0.5465"
"","","discovery_model1","","idb_minratio015.set","older_2015_2018","2015.01.01","2018.12.31","idb_minratio015_older_2015_2018_m1","PARSED","C:\Users\Ant\Documents\Codex\2026-07-03\absolutely-here-s-a-summary-you\work\gdr_rdmc\outputs\independent_m15_inside_day_breakout_discovery_model1_package\reports_here\idb_minratio015_older_2015_2018_m1.htm","10000","1460","3.9973","-16.27","9983.73","-0.16","-0.04","-0.04","0.85","-0.77","-3.05","42.86","21","4","73.77","0.73","67.68","73.77","-0.2206"
