"QueueRank","Candidate","Window","Status","Attempts","IdentityRetries","SourceSha256","BinarySha256","ConfigSha256","ReportSha256","IdentitySidecarPresent","PortableExpertRecompiled","Started","Finished"
"1","rvlc_control","older_2015_2018","REPORT_FOUND","1","0","2F1C1C74067DA6173EB4133DB75C0B0DB4DE7BE46F2BB7A453AEE044536B2158","A1B25C0FF17C891DA1C955D442BA39EF86722A5933FA6DEE9CC989517765492F","19DB556526EAC113B8296608D5901B3FAD327D3482FA0FD9E0E60528469D5BE2","219A7D48ABBFDE069F69154D5E58F07FD45D19095D645631A206EF5586B4E109","True","False","2026-07-20T00:02:33","2026-07-20T00:03:11"
"2","rvlc_control","later_2019_2020","REPORT_FOUND","1","0","2F1C1C74067DA6173EB4133DB75C0B0DB4DE7BE46F2BB7A453AEE044536B2158","A1B25C0FF17C891DA1C955D442BA39EF86722A5933FA6DEE9CC989517765492F","79964D6C24D3074C94A4253E78E6E29E6F611D0576A580FFF104387E747E3A3D","B77F8565F3D30793C39EF1A083A0DD570EDB48CDBECD26392878D0B2AF71D2E3","True","False","2026-07-20T00:02:33","2026-07-20T00:03:04"
"3","rvlc_control","continuous_2015_2020","REPORT_FOUND","1","0","2F1C1C74067DA6173EB4133DB75C0B0DB4DE7BE46F2BB7A453AEE044536B2158","A1B25C0FF17C891DA1C955D442BA39EF86722A5933FA6DEE9CC989517765492F","DFAB3B637396C95FF8CA3746CB32EEEABD304DB3820A4439CB28C12E4C5979A3","E0EE7AAEA426A6B4BA8D764705A362932ABF80F515760505B5238AFD0AEF577E","True","False","2026-07-20T00:02:33","2026-07-20T00:03:10"
"4","rvlc_low012","older_2015_2018","REPORT_FOUND","1","0","2F1C1C74067DA6173EB4133DB75C0B0DB4DE7BE46F2BB7A453AEE044536B2158","A1B25C0FF17C891DA1C955D442BA39EF86722A5933FA6DEE9CC989517765492F","50FBABC4A0AB3961C4058E7EADCB5E0186F63C108931BF201F571EC86DD98FD8","C51FEBAFB9F55DF8B99B6A5C38CC08DE984E2D72A138703EA87C6594D099A3D1","True","False","2026-07-20T00:02:33","2026-07-20T00:03:12"
"5","rvlc_low012","later_2019_2020","REPORT_FOUND","1","0","2F1C1C74067DA6173EB4133DB75C0B0DB4DE7BE46F2BB7A453AEE044536B2158","A1B25C0FF17C891DA1C955D442BA39EF86722A5933FA6DEE9CC989517765492F","D74A049A67E5D65B71093C99521D1FBC7E1780FE298E7DA3E4DC53A00E4A0A00","A78F9599745400B56C18B748B4EC48133F8875E8233A6B57D69A9BFA5D7B3AEE","True","False","2026-07-20T00:03:11","2026-07-20T00:03:42"
"6","rvlc_low012","continuous_2015_2020","REPORT_FOUND","1","0","2F1C1C74067DA6173EB4133DB75C0B0DB4DE7BE46F2BB7A453AEE044536B2158","A1B25C0FF17C891DA1C955D442BA39EF86722A5933FA6DEE9CC989517765492F","C0937A53CAF66BB8D2F30007D4489A7827E69B7EAB884BA56DC48184A0A6291E","6453CAB72FB94D8EEF13276414A11C1A43B58C98808E0D6D801DC6377F9D8C86","True","False","2026-07-20T00:03:04","2026-07-20T00:03:33"
"7","rvlc_center015","older_2015_2018","REPORT_FOUND","1","0","2F1C1C74067DA6173EB4133DB75C0B0DB4DE7BE46F2BB7A453AEE044536B2158","A1B25C0FF17C891DA1C955D442BA39EF86722A5933FA6DEE9CC989517765492F","AD94C185001BA81271DC235F4C83512B041A0CFD7F7B0AFE67F13C07937DBF22","355D4DCFBF38C87F2EEEEDDF0B83D0DB57D5A07073A33D22EF5FC6D013421379","True","False","2026-07-20T00:03:10","2026-07-20T00:03:38"
"8","rvlc_center015","later_2019_2020","REPORT_FOUND","1","0","2F1C1C74067DA6173EB4133DB75C0B0DB4DE7BE46F2BB7A453AEE044536B2158","A1B25C0FF17C891DA1C955D442BA39EF86722A5933FA6DEE9CC989517765492F","AF47699945138EB570368439B2464F3D7D0F723AF00A0BB946632D171035CD78","C20DA9A154D6BE18200D28276FC8555864CA8D12391E5CFEC2610165F035A899","True","False","2026-07-20T00:03:12","2026-07-20T00:03:43"
"9","rvlc_center015","continuous_2015_2020","REPORT_FOUND","1","0","2F1C1C74067DA6173EB4133DB75C0B0DB4DE7BE46F2BB7A453AEE044536B2158","A1B25C0FF17C891DA1C955D442BA39EF86722A5933FA6DEE9CC989517765492F","1676EFA3DD824CB09C8E9F927A4F9876F5C0C872BA7B8740017DF4CB1950FB93","0695B2E13A8F91EE3D2A79D567BDC45A2C052F068DC69E88C47E092A276A35C4","True","False","2026-07-20T00:03:42","2026-07-20T00:04:16"
"10","rvlc_high018","older_2015_2018","REPORT_FOUND","1","0","2F1C1C74067DA6173EB4133DB75C0B0DB4DE7BE46F2BB7A453AEE044536B2158","A1B25C0FF17C891DA1C955D442BA39EF86722A5933FA6DEE9CC989517765492F","6C3588BA0B714D5F56323EEB3BA6C230F47564146EF24825953905A2D59361DA","BAAE2E14F5F7EF7283990BAD26F5A613D8A21D1C2EC4CAEA761E331750E2CF0C","True","False","2026-07-20T00:03:33","2026-07-20T00:03:57"
