"QueueRank","Profile","Candidate","Phase","Set","Window","From","To","Model","Deposit","PackageConfig","ExpectedReportName","ReportDestination","ConfigSha256","SourceSha256","ProfileSha256"
"1","tlat_di11_atb10","tlat_di11_atb10","broad","three_lane","older_2015_2018","2015.01.01","2018.12.31","4","10000","outputs\three_lane_adaptive_trend_model4_broad_package\configs\001_tlat_di11_atb10_older_2015_2018_m4.ini","tlat_di11_atb10_older_2015_2018_m4","outputs\three_lane_adaptive_trend_model4_broad_package\reports_here\tlat_di11_atb10_older_2015_2018_m4","AF0A03A1CFA933AD8C671BD5016797E5BD297828A25D386BE70DDD16FEF2EE01","51AE67DB56C3B584E8DA3A64C4B43ECAAE9ACE7E96541C22C9C5AC10E389FABB","3061C4810F5F9DAEC64424D75349FDF39241F9F83A3011103C753032DC27200A"
"2","tlat_di11_atb10","tlat_di11_atb10","broad","three_lane","middle_2019_2022","2019.01.01","2022.12.31","4","10000","outputs\three_lane_adaptive_trend_model4_broad_package\configs\002_tlat_di11_atb10_middle_2019_2022_m4.ini","tlat_di11_atb10_middle_2019_2022_m4","outputs\three_lane_adaptive_trend_model4_broad_package\reports_here\tlat_di11_atb10_middle_2019_2022_m4","6AD06A874FC43E40CC1E093339957B687583FFCE348CB8FCDAEED0ED9352D106","51AE67DB56C3B584E8DA3A64C4B43ECAAE9ACE7E96541C22C9C5AC10E389FABB","3061C4810F5F9DAEC64424D75349FDF39241F9F83A3011103C753032DC27200A"
"3","tlat_di11_atb10","tlat_di11_atb10","broad","three_lane","recent_2023_2026","2023.01.01","2026.07.12","4","10000","outputs\three_lane_adaptive_trend_model4_broad_package\configs\003_tlat_di11_atb10_recent_2023_2026_m4.ini","tlat_di11_atb10_recent_2023_2026_m4","outputs\three_lane_adaptive_trend_model4_broad_package\reports_here\tlat_di11_atb10_recent_2023_2026_m4","04BA0C7B00B97A7943A562C73FD72449FF181B0ADC4CD6106CA620A82A58865F","51AE67DB56C3B584E8DA3A64C4B43ECAAE9ACE7E96541C22C9C5AC10E389FABB","3061C4810F5F9DAEC64424D75349FDF39241F9F83A3011103C753032DC27200A"
"4","tlat_di11_atb10","tlat_di11_atb10","broad","three_lane","continuous_2015_2026","2015.01.01","2026.07.12","4","10000","outputs\three_lane_adaptive_trend_model4_broad_package\configs\004_tlat_di11_atb10_continuous_2015_2026_m4.ini","tlat_di11_atb10_continuous_2015_2026_m4","outputs\three_lane_adaptive_trend_model4_broad_package\reports_here\tlat_di11_atb10_continuous_2015_2026_m4","43424F3BCB00FD0CD68B0811EA1A673F3AAB2331C52AAFBAE22BDD83CD5F8852","51AE67DB56C3B584E8DA3A64C4B43ECAAE9ACE7E96541C22C9C5AC10E389FABB","3061C4810F5F9DAEC64424D75349FDF39241F9F83A3011103C753032DC27200A"
"5","tlat_di12_atb10_center","tlat_di12_atb10_center","broad","three_lane","older_2015_2018","2015.01.01","2018.12.31","4","10000","outputs\three_lane_adaptive_trend_model4_broad_package\configs\005_tlat_di12_atb10_center_older_2015_2018_m4.ini","tlat_di12_atb10_center_older_2015_2018_m4","outputs\three_lane_adaptive_trend_model4_broad_package\reports_here\tlat_di12_atb10_center_older_2015_2018_m4","BAFB4FA02CE11D9E7EF5DFA553CFB40949ACF62C77E7E1B620709DF96CF3395F","51AE67DB56C3B584E8DA3A64C4B43ECAAE9ACE7E96541C22C9C5AC10E389FABB","48636124EE5E38D516A48D7551F401F4B179A34296B6373C317F843CD3DEF1B1"
"6","tlat_di12_atb10_center","tlat_di12_atb10_center","broad","three_lane","middle_2019_2022","2019.01.01","2022.12.31","4","10000","outputs\three_lane_adaptive_trend_model4_broad_package\configs\006_tlat_di12_atb10_center_middle_2019_2022_m4.ini","tlat_di12_atb10_center_middle_2019_2022_m4","outputs\three_lane_adaptive_trend_model4_broad_package\reports_here\tlat_di12_atb10_center_middle_2019_2022_m4","33AF09098AEBC8849EA9AAA8DFC6658FB23B7D90FFC185388028809C7569DA3D","51AE67DB56C3B584E8DA3A64C4B43ECAAE9ACE7E96541C22C9C5AC10E389FABB","48636124EE5E38D516A48D7551F401F4B179A34296B6373C317F843CD3DEF1B1"
"7","tlat_di12_atb10_center","tlat_di12_atb10_center","broad","three_lane","recent_2023_2026","2023.01.01","2026.07.12","4","10000","outputs\three_lane_adaptive_trend_model4_broad_package\configs\007_tlat_di12_atb10_center_recent_2023_2026_m4.ini","tlat_di12_atb10_center_recent_2023_2026_m4","outputs\three_lane_adaptive_trend_model4_broad_package\reports_here\tlat_di12_atb10_center_recent_2023_2026_m4","6D5F0E298D5C422D58156E943CD01FA807417C8127A5F96466CB29DE2E771DF5","51AE67DB56C3B584E8DA3A64C4B43ECAAE9ACE7E96541C22C9C5AC10E389FABB","48636124EE5E38D516A48D7551F401F4B179A34296B6373C317F843CD3DEF1B1"
"8","tlat_di12_atb10_center","tlat_di12_atb10_center","broad","three_lane","continuous_2015_2026","2015.01.01","2026.07.12","4","10000","outputs\three_lane_adaptive_trend_model4_broad_package\configs\008_tlat_di12_atb10_center_continuous_2015_2026_m4.ini","tlat_di12_atb10_center_continuous_2015_2026_m4","outputs\three_lane_adaptive_trend_model4_broad_package\reports_here\tlat_di12_atb10_center_continuous_2015_2026_m4","9EE8474907EDC1A0A58C6B496675F85CEFB4A409DA1FFB90E32611B14BB1AF2A","51AE67DB56C3B584E8DA3A64C4B43ECAAE9ACE7E96541C22C9C5AC10E389FABB","48636124EE5E38D516A48D7551F401F4B179A34296B6373C317F843CD3DEF1B1"
