"Status","ReportsParsed","IdentityValidReports","TotalAttempts","IdentityRetries","AllWindowsPositive","CenterNoWorseEveryWindow","CenterGrowthGate","CenterCagrGate","CenterEfficiencyGate","CenterRiskGate","CenterActivityGate","LowerTriggerGate","UpperTriggerGate","LowerRiskGate","UpperRiskGate","HoldoutValidationPermitted","Model4ValidationPermitted","ResearchPromotionPermitted","ForwardCandidateChanged","RealAccountTradingAllowed","ControlNetProfit","CenterNetProfit","CenterAddOnEntries","LowerTriggerNetProfit","UpperTriggerNetProfit","LowerRiskNetProfit","UpperRiskNetProfit","SourceSha256","BinarySha256","CenterProfileSha256"
"REJECTED_IN_DISCOVERY","18","18","19","1","True","True","False","False","True","True","False","False","False","False","False","False","False","False","False","False","1191.69","1191.69","0","1191.69","1088.37","979.05","1191.69","1C28EC85646409F3C82E584AD2DA66E6A4FA936CEFAE142D09846694E5369FE2","E4F17841780D7C6DCB96FCE88AFAF17626958571AD3D4844B9C55BC804070CFD","237A3DF4842CBEE84E185683B86B11651AAE03B8E2D9C1A89ADA615AFC79AE70"
