"QueueRank","Candidate","CandidateRank","SourceType","SourceRank","Phase","Set","Window","From","To","Model","Deposit","Config","ExpectedReportName","ProfileSnapshot","ProfileSha256","SourceSha256","SignalTimeframe","MinimumVolumeRatio","MinimumRangeATR","MaximumADX","ExtremeLookbackBars","RequireFreshExtreme","SessionStartHour","SessionEndHour","MaximumTradesPerDay","StopRule"
"1","m15vcra_center","1","independent_m15_volume_climax_reversal","1","discovery_model1","m15vcra_center.set","older_2015_2018","2015.01.01","2018.12.31","1","10000","configs\001_m15vcra_center_older_2015_2018_m1.ini","m15vcra_center_older_2015_2018_m1","profiles\m15vcra_center.set","7505317EC4D008E51B292E8856ADB1407C107BE9F138FFD79F8BF73577D79AC7","914C5F3832D61DFD3AD2E4F885C70EFBF35E35B6CFFFFE1B8387EDA96AC56A36","15","1.30","1.10","28.0","8","true","6","20","2","Final activity discovery only: both disjoint eras must be positive; continuous PF >= 1.20, trades >= 120, DD <= 5%, and an adjacent activity shape must pass before opening 2021-2026."
"2","m15vcra_center","1","independent_m15_volume_climax_reversal","1","discovery_model1","m15vcra_center.set","discovery_2019_2020","2019.01.01","2020.12.31","1","10000","configs\002_m15vcra_center_discovery_2019_2020_m1.ini","m15vcra_center_discovery_2019_2020_m1","profiles\m15vcra_center.set","7505317EC4D008E51B292E8856ADB1407C107BE9F138FFD79F8BF73577D79AC7","914C5F3832D61DFD3AD2E4F885C70EFBF35E35B6CFFFFE1B8387EDA96AC56A36","15","1.30","1.10","28.0","8","true","6","20","2","Final activity discovery only: both disjoint eras must be positive; continuous PF >= 1.20, trades >= 120, DD <= 5%, and an adjacent activity shape must pass before opening 2021-2026."
"3","m15vcra_center","1","independent_m15_volume_climax_reversal","1","discovery_model1","m15vcra_center.set","continuous_2015_2020","2015.01.01","2020.12.31","1","10000","configs\003_m15vcra_center_continuous_2015_2020_m1.ini","m15vcra_center_continuous_2015_2020_m1","profiles\m15vcra_center.set","7505317EC4D008E51B292E8856ADB1407C107BE9F138FFD79F8BF73577D79AC7","914C5F3832D61DFD3AD2E4F885C70EFBF35E35B6CFFFFE1B8387EDA96AC56A36","15","1.30","1.10","28.0","8","true","6","20","2","Final activity discovery only: both disjoint eras must be positive; continuous PF >= 1.20, trades >= 120, DD <= 5%, and an adjacent activity shape must pass before opening 2021-2026."
"4","m15vcra_vol100","2","independent_m15_volume_climax_reversal","1","discovery_model1","m15vcra_vol100.set","older_2015_2018","2015.01.01","2018.12.31","1","10000","configs\004_m15vcra_vol100_older_2015_2018_m1.ini","m15vcra_vol100_older_2015_2018_m1","profiles\m15vcra_vol100.set","42A2C2C67FC6278808FB6E3BEF86BC6CDCEF729551D966A9117711E0D11D0421","914C5F3832D61DFD3AD2E4F885C70EFBF35E35B6CFFFFE1B8387EDA96AC56A36","15","1.00","1.10","28.0","8","true","6","20","2","Final activity discovery only: both disjoint eras must be positive; continuous PF >= 1.20, trades >= 120, DD <= 5%, and an adjacent activity shape must pass before opening 2021-2026."
"5","m15vcra_vol100","2","independent_m15_volume_climax_reversal","1","discovery_model1","m15vcra_vol100.set","discovery_2019_2020","2019.01.01","2020.12.31","1","10000","configs\005_m15vcra_vol100_discovery_2019_2020_m1.ini","m15vcra_vol100_discovery_2019_2020_m1","profiles\m15vcra_vol100.set","42A2C2C67FC6278808FB6E3BEF86BC6CDCEF729551D966A9117711E0D11D0421","914C5F3832D61DFD3AD2E4F885C70EFBF35E35B6CFFFFE1B8387EDA96AC56A36","15","1.00","1.10","28.0","8","true","6","20","2","Final activity discovery only: both disjoint eras must be positive; continuous PF >= 1.20, trades >= 120, DD <= 5%, and an adjacent activity shape must pass before opening 2021-2026."
"6","m15vcra_vol100","2","independent_m15_volume_climax_reversal","1","discovery_model1","m15vcra_vol100.set","continuous_2015_2020","2015.01.01","2020.12.31","1","10000","configs\006_m15vcra_vol100_continuous_2015_2020_m1.ini","m15vcra_vol100_continuous_2015_2020_m1","profiles\m15vcra_vol100.set","42A2C2C67FC6278808FB6E3BEF86BC6CDCEF729551D966A9117711E0D11D0421","914C5F3832D61DFD3AD2E4F885C70EFBF35E35B6CFFFFE1B8387EDA96AC56A36","15","1.00","1.10","28.0","8","true","6","20","2","Final activity discovery only: both disjoint eras must be positive; continuous PF >= 1.20, trades >= 120, DD <= 5%, and an adjacent activity shape must pass before opening 2021-2026."
"7","m15vcra_vol110","3","independent_m15_volume_climax_reversal","1","discovery_model1","m15vcra_vol110.set","older_2015_2018","2015.01.01","2018.12.31","1","10000","configs\007_m15vcra_vol110_older_2015_2018_m1.ini","m15vcra_vol110_older_2015_2018_m1","profiles\m15vcra_vol110.set","F39F33004177B5AA07F142784DA3EB01A9AF27B69FCCF373969E1696A1D44C45","914C5F3832D61DFD3AD2E4F885C70EFBF35E35B6CFFFFE1B8387EDA96AC56A36","15","1.10","1.10","28.0","8","true","6","20","2","Final activity discovery only: both disjoint eras must be positive; continuous PF >= 1.20, trades >= 120, DD <= 5%, and an adjacent activity shape must pass before opening 2021-2026."
"8","m15vcra_vol110","3","independent_m15_volume_climax_reversal","1","discovery_model1","m15vcra_vol110.set","discovery_2019_2020","2019.01.01","2020.12.31","1","10000","configs\008_m15vcra_vol110_discovery_2019_2020_m1.ini","m15vcra_vol110_discovery_2019_2020_m1","profiles\m15vcra_vol110.set","F39F33004177B5AA07F142784DA3EB01A9AF27B69FCCF373969E1696A1D44C45","914C5F3832D61DFD3AD2E4F885C70EFBF35E35B6CFFFFE1B8387EDA96AC56A36","15","1.10","1.10","28.0","8","true","6","20","2","Final activity discovery only: both disjoint eras must be positive; continuous PF >= 1.20, trades >= 120, DD <= 5%, and an adjacent activity shape must pass before opening 2021-2026."
"9","m15vcra_vol110","3","independent_m15_volume_climax_reversal","1","discovery_model1","m15vcra_vol110.set","continuous_2015_2020","2015.01.01","2020.12.31","1","10000","configs\009_m15vcra_vol110_continuous_2015_2020_m1.ini","m15vcra_vol110_continuous_2015_2020_m1","profiles\m15vcra_vol110.set","F39F33004177B5AA07F142784DA3EB01A9AF27B69FCCF373969E1696A1D44C45","914C5F3832D61DFD3AD2E4F885C70EFBF35E35B6CFFFFE1B8387EDA96AC56A36","15","1.10","1.10","28.0","8","true","6","20","2","Final activity discovery only: both disjoint eras must be positive; continuous PF >= 1.20, trades >= 120, DD <= 5%, and an adjacent activity shape must pass before opening 2021-2026."
"10","m15vcra_vol120","4","independent_m15_volume_climax_reversal","1","discovery_model1","m15vcra_vol120.set","older_2015_2018","2015.01.01","2018.12.31","1","10000","configs\010_m15vcra_vol120_older_2015_2018_m1.ini","m15vcra_vol120_older_2015_2018_m1","profiles\m15vcra_vol120.set","C6DDB379D415D986C1B07117F05C0C4DE5ECBDC9554989B676477B18AC7BF687","914C5F3832D61DFD3AD2E4F885C70EFBF35E35B6CFFFFE1B8387EDA96AC56A36","15","1.20","1.10","28.0","8","true","6","20","2","Final activity discovery only: both disjoint eras must be positive; continuous PF >= 1.20, trades >= 120, DD <= 5%, and an adjacent activity shape must pass before opening 2021-2026."
