"QueueRank","Wave","Role","Candidate","Profile","Set","Window","From","To","Model","Deposit","InitialDeposit","PackageConfig","SourceConfig","ExpectedReportName","ReportDestination","ProfileSha256","SourceSha256","ConfigSha256","MinNetProfit","MinProfitFactor","MinTrades","MaxDrawdownPercent","MinRecoveryFactor","MinCagrPercent","MaxParallelism","StopRule","Status"
"1","1","training","rdmc_tiered_momentum_v7","rdmc_tiered_momentum_v7","frozen_tiered_momentum","2015_2018","2015.01.01","2018.12.31","1","10000","10000","outputs\rdmc_tiered_momentum_v7_package\configs\001_rdmc_tmv7_w01_m1_training_2015_2018.ini","outputs\rdmc_tiered_momentum_v7_package\configs\001_rdmc_tmv7_w01_m1_training_2015_2018.ini","rdmc_tmv7_w01_m1_training_2015_2018","outputs\rdmc_tiered_momentum_v7_package\reports_here\rdmc_tmv7_w01_m1_training_2015_2018","6E2EF7B031FF30216876E0232A8CE9D6BFC9F7913A863103DC9B12C1A04A100C","27CAD37CD903032335DA570CDEC75AC39C2EA6BEF04CA264D1586EDC866F6AF6","C7F82F85206D01740E25DB274BCA56317CA4B02199AC12975F4032B8DFC5E4BA","0.01","1.15","60","3","1","0","1","Reject before critical years if the older training era is not profitable, active, and risk-efficient.","FROZEN_STAGED_GATE"
"2","2","critical","rdmc_tiered_momentum_v7","rdmc_tiered_momentum_v7","frozen_tiered_momentum","2019","2019.01.01","2019.12.31","1","10000","10000","outputs\rdmc_tiered_momentum_v7_package\configs\002_rdmc_tmv7_w02_m1_critical_2019.ini","outputs\rdmc_tiered_momentum_v7_package\configs\002_rdmc_tmv7_w02_m1_critical_2019.ini","rdmc_tmv7_w02_m1_critical_2019","outputs\rdmc_tiered_momentum_v7_package\reports_here\rdmc_tmv7_w02_m1_critical_2019","6E2EF7B031FF30216876E0232A8CE9D6BFC9F7913A863103DC9B12C1A04A100C","27CAD37CD903032335DA570CDEC75AC39C2EA6BEF04CA264D1586EDC866F6AF6","D733DA231D81D2F59F5905CEFAA64BE426DD971D7F6120F5494816596888CC25","0.01","1.05","15","3","0","0","2","Reject immediately unless net>0, PF>=1.05, trades meet the frozen floor, and equity drawdown<=3%.","FROZEN_STAGED_GATE"
"3","2","critical","rdmc_tiered_momentum_v7","rdmc_tiered_momentum_v7","frozen_tiered_momentum","2022","2022.01.01","2022.12.31","1","10000","10000","outputs\rdmc_tiered_momentum_v7_package\configs\003_rdmc_tmv7_w02_m1_critical_2022.ini","outputs\rdmc_tiered_momentum_v7_package\configs\003_rdmc_tmv7_w02_m1_critical_2022.ini","rdmc_tmv7_w02_m1_critical_2022","outputs\rdmc_tiered_momentum_v7_package\reports_here\rdmc_tmv7_w02_m1_critical_2022","6E2EF7B031FF30216876E0232A8CE9D6BFC9F7913A863103DC9B12C1A04A100C","27CAD37CD903032335DA570CDEC75AC39C2EA6BEF04CA264D1586EDC866F6AF6","EDBEDE89EAC309BB8170CF1F6174AF80EE7DF8532EC16B0EC3E703861EEE81D1","0.01","1.05","20","3","0","0","2","Reject immediately unless net>0, PF>=1.05, trades meet the frozen floor, and equity drawdown<=3%.","FROZEN_STAGED_GATE"
