"Profile","Parsed","Expected","TotalNet","Continuous","YTD","Full2025","Full2024","WeakSum","WorstWindow","LosingWindows"
"may265_guarded","7","7","3491.65","1262.72","157.02","214.18","1262.72","","0","0"
"house_money_scale","7","7","3429.28","1262.72","157.02","214.18","1262.72","","0","0"
"stable_mar1_may225","7","7","3429.28","1262.72","157.02","214.18","1262.72","","0","0"
"mfe_runner_lock","7","7","2984.12","1173.64","167.72","241.1","1173.64","","0","0"
"equity_peak_lock","7","7","3161.88","1152.78","157.02","166.66","1152.78","","0","0"
"profit_boost_guarded","7","7","3492.19","724.81","752.31","265.45","724.81","","0","0"
"march2_may225","7","7","4339.66","667.17","1197.25","235.2","667.17","","0","0"
