"Status","BehaviorNeutralReproduction","ReportsParsed","IdentityValidReports","SqueezeTrades","TrainingTrades","ReservedValidationTrades","Features","Directions","ThresholdRungs","PassingTrainingFamilies","ValidationOpened","CodeTestPermitted","Post2020Permitted","Model4Permitted","ResearchPromotionPermitted","ForwardCandidateChanged","RealAccountTradingAllowed","ControlNetProfit","ControlCagrPercent","ControlProfitFactor","ControlDrawdownPercent","SourceSha256","BinarySha256","ManifestSha256","LedgerSha256","AnalyzerSha256"
"NO_TRAINING_CANDIDATE","True","1","1","88","55","33","15","2","3","0","False","False","False","False","False","False","False","1695.16","2.64","1.84","1.1","C6B4BC66F661BB70CC51B92E320A87A5643745454C26791B09766F84DA9C94C4","EAC3F26DDCE7E7FC59CD02AFFE3F358397FCABF4F9D402F8F0B6D27B8EE3AA9C","80FA027F757922A9E5404DCD682BC769F2328E5D8FC6F86CEED592B374BB1C07","992D32AC8E7608CB24F337E4AB6275AADEA3580861A818EBDB2355A7E323CB84","EDD9DC6CE723F111C9C888B321DF76405A0E581AF539C0DD04F566912E7558C8"
